"","JAAR","GEMEENTE","PROVINCIE","howmuch","temp","district"
"1254",1909,"Wageningen","Gelderland",3,1897,"Elst"
"1255",1909,"Watergraaf","Noord-Holland",1,1897,NA
"1256",1909,"Weststellingwerf","Friesland",2,1897,"Weststellingwerf"
"1257",1909,"Wildervank","Groningen",2,1897,"Assen"
"1258",1909,"Winschoten","Groningen",1,1897,"Winschoten"
"1259",1909,"Zaandam","Noord-Holland",1,1897,"Zaandam"
"1260",1909,"Zutphen","Gelderland",2,1897,"Zutphen"
"1261",1910,"Alkmaar","Noord-Holland",1,1897,"Alkmaar"
"1262",1910,"Amersfoort","Utrecht",3,1897,"Amersfoort"
"1263",1910,"Amsterdam","Noord-Holland",57,1897,"Amsterdam"
"1264",1910,"Arnhem","Gelderland",5,1897,"Arnhem"
"1265",1910,"Assen","Drenthe",1,1897,"Assen"
"1266",1910,"Bellingwolde","Groningen",2,1897,"Winschoten"
"1267",1910,"Beverwijk","Noord-Holland",1,1897,"Beverwijk"
"1268",1910,"Breda","Noord-Brabant",1,1897,"Breda"
"1269",1910,"Delft","Zuid-Holland",4,1897,"Delft"
"1270",1910,"Den Bosch","Noord-Brabant",1,1897,"Den Bosch"
"1271",1910,"Den Haag","Zuid-Holland",20,1897,"Den Haag"
"1272",1910,"Deventer","Overijssel",1,1897,"Deventer"
"1273",1910,"Diemen","Noord-Holland",3,1897,"Hilversum"
"1274",1910,"Dordrecht","Zuid-Holland",1,1897,"Dordrecht"
"1275",1910,"Eindhoven","Noord-Brabant",3,1897,"Eindhoven"
"1276",1910,"Enschede","Overijssel",3,1897,"Enschede"
"1277",1910,"Gemert","Noord-Brabant",1,1897,"Veghel"
"1278",1910,"Gouda","Zuid-Holland",1,1897,"Gouda"
"1279",1910,"Groningen","Groningen",2,1897,"Groningen"
"1280",1910,"Haarlem","Noord-Holland",1,1897,"Haarlem"
"1281",1910,"Heerenveen","Friesland",1,1897,NA
"1282",1910,"Helmond","Noord-Brabant",1,1897,"Helmond"
"1283",1910,"Hengelo","Overijssel",2,1897,"Enschede"
"1284",1910,"Hengelo","Overijssel",2,1897,"Zutphen"
"1285",1910,"Hilversum","Noord-Holland",3,1897,"Hilversum"
"1286",1910,"Hoorn","Noord-Holland",1,1897,"Hoorn"
"1287",1910,"Leerdam","Zuid-Holland",1,1897,"Sliedrecht"
"1288",1910,"Leiden","Zuid-Holland",1,1897,"Leiden"
"1289",1910,"Leiderdorp","Zuid-Holland",2,1897,"Katwijk"
"1290",1910,"Loon op Zand","Noord-Brabant",2,1897,"Oosterhout"
"1291",1910,"Midwolda","Groningen",1,1897,"Winschoten"
"1292",1910,"Nieuwe Schans","Groningen",2,1897,NA
"1293",1910,"Oldenzaal","Overijssel",2,1897,"Enschede"
"1294",1910,"onbekend","Onbekend / Unknown",1,1897,NA
"1295",1910,"Rhenen","Utrecht",1,1897,"Ede"
"1296",1910,"Rotterdam","Zuid-Holland",12,1897,"Rotterdam"
"1297",1910,"Sappemeer","Groningen",1,1897,"Veendam"
"1298",1910,"Schiedam","Zuid-Holland",1,1897,"Schiedam"
"1299",1910,"Tegelen","Limburg",1,1897,"Venlo"
"1300",1910,"Termunten","Groningen",1,1897,"Winschoten"
"1301",1910,"Tiel","Noord-Brabant",1,1897,"Tiel"
"1302",1910,"Tilburg","Noord-Brabant",2,1897,"Tilburg"
"1303",1910,"Utrecht","Utrecht",5,1897,"Utrecht"
"1304",1910,"Veenendaal","Utrecht",2,1897,"Ede"
"1305",1910,"Veghel","Noord-Brabant",1,1897,"Veghel"
"1306",1910,"Veldhoven","Noord-Brabant",1,1897,"Eindhoven"
"1307",1910,"Vlagtwedde","Groningen",1,1897,"Veendam"
"1308",1910,"Waalwijk","Noord-Brabant",1,1897,"Waalwijk"
"1309",1910,"Watergraaf","Noord-Holland",1,1897,NA
"1310",1910,"Weststellingwerf","Friesland",1,1897,"Weststellingwerf"
"1311",1910,"Zaandam","Noord-Holland",1,1897,"Zaandam"
"1312",1910,"Zeist","Utrecht",1,1897,"Amersfoort"
"1313",1910,"Zutphen","Gelderland",1,1897,"Zutphen"
"1314",1910,"Zwolle","Overijssel",1,1897,"Zwolle"
"1315",1911,"Achtkarspelen","Friesland",1,1897,"Tietjerksteradeel"
"1316",1911,"Almelo","Overijssel",1,1897,"Almelo"
"1317",1911,"Amerongen","Utrecht",1,1897,"Ede"
"1318",1911,"Amersfoort","Utrecht",2,1897,"Amersfoort"
"1319",1911,"Amsterdam","Noord-Holland",81,1897,"Amsterdam"
"1320",1911,"Arnhem","Gelderland",4,1897,"Arnhem"
"1321",1911,"Asten","Noord-Brabant",1,1897,"Helmond"
"1322",1911,"Bellingwolde","Groningen",2,1897,"Winschoten"
"1323",1911,"Borne","Overijssel",1,1897,"Almelo"
"1324",1911,"Coevorden","Drenthe",1,1897,"Emmen"
"1325",1911,"Delft","Zuid-Holland",3,1897,"Delft"
"1326",1911,"Den Bosch","Noord-Brabant",2,1897,"Den Bosch"
"1327",1911,"Den Haag","Zuid-Holland",16,1897,"Den Haag"
"1328",1911,"Deventer","Overijssel",1,1897,"Deventer"
"1329",1911,"Dordrecht","Zuid-Holland",2,1897,"Dordrecht"
"1330",1911,"Eindhoven","Noord-Brabant",3,1897,"Eindhoven"
"1331",1911,"Emmen","Drenthe",5,1897,"Emmen"
"1332",1911,"Enschede","Overijssel",3,1897,"Enschede"
"1333",1911,"Geldrop","Noord-Brabant",1,1897,"Helmond"
"1334",1911,"Goor","Overijssel",1,1897,"Lochem"
"1335",1911,"Gouda","Zuid-Holland",3,1897,"Gouda"
"1336",1911,"Groningen","Groningen",2,1897,"Groningen"
"1337",1911,"Haarlem","Noord-Holland",2,1897,"Haarlem"
"1338",1911,"Havelte","Drenthe",1,1897,"Weststellingwerf"
"1339",1911,"Heerlen","Limburg",1,1897,"Gulpen"
"1340",1911,"Helmond","Noord-Brabant",2,1897,"Helmond"
"1341",1911,"Hendrik Ido Ambacht","Zuid-Holland",1,1897,NA
"1342",1911,"Hilvarenbeek","Noord-Brabant",1,1897,"Tilburg"
"1343",1911,"Hilversum","Noord-Holland",1,1897,"Hilversum"
"1344",1911,"Ilpendam","Noord-Holland",1,1897,"Zaandam"
"1345",1911,"Leerdam","Zuid-Holland",1,1897,"Sliedrecht"
"1346",1911,"Leeuwarden","Friesland",2,1897,"Leeuwarden"
"1347",1911,"Maassluis","Zuid-Holland",2,1897,"Loosduinen"
"1348",1911,"Maastricht","Limburg",2,1897,"Maastricht"
"1349",1911,"Naaldwijk","Zuid-Holland",1,1897,"Loosduinen"
"1350",1911,"Naarden","Noord-Holland",1,1897,"Hilversum"
"1351",1911,"Oirschot","Noord-Brabant",1,1897,"Eindhoven"
"1352",1911,"Oldenzaal","Overijssel",1,1897,"Enschede"
"1353",1911,"Onstwedde","Groningen",1,1897,"Veendam"
"1354",1911,"Oosterhesselen","Drenthe",1,1897,"Emmen"
"1355",1911,"Opsterland","Friesland",1,1897,"Schoterland"
"1356",1911,"Pekela","Groningen",1,1897,NA
"1357",1911,"Rheden","Gelderland",3,1897,"Rheden"
"1358",1911,"Rotterdam","Zuid-Holland",38,1897,"Rotterdam"
"1359",1911,"Schiedam","Zuid-Holland",4,1897,"Schiedam"
"1360",1911,"Sloten","Noord-Holland",1,1897,"Sneek"
"1361",1911,"Sloten","Noord-Holland",1,1897,"Haarlemmermeer"
"1362",1911,"Smallingerland","Friesland",1,1897,"Tietjerksteradeel"
"1363",1911,"Sneek","Friesland",3,1897,"Sneek"
"1364",1911,"Utrecht","Utrecht",2,1897,"Utrecht"
"1365",1911,"Veenendaal","Utrecht",1,1897,"Ede"
"1366",1911,"Velsen","Noord-Holland",7,1897,"Beverwijk"
"1367",1911,"Vlaardingen","Zuid-Holland",1,1897,"Schiedam"
"1368",1911,"Vlissingen","Zeeland",3,1897,"Middelburg"
"1369",1911,"Waalwijk","Noord-Brabant",1,1897,"Waalwijk"
"1370",1911,"Wageningen","Gelderland",1,1897,"Elst"
"1371",1911,"Warnsveld","Gelderland",1,1897,"Zutphen"
"1372",1911,"Weesp","Noord-Holland",1,1897,"Hilversum"
"1373",1911,"Westervoort","Gelderland",1,1897,"Rheden"
"1374",1911,"Weststellingwerf","Friesland",5,1897,"Weststellingwerf"
"1375",1911,"Winterswijk","Overijssel",1,1897,"Doetinchem"
"1376",1911,"Woensel","Noord-Brabant",1,1897,"Eindhoven"
"1377",1911,"Wormer","Noord-Holland",1,1897,"Zaandam"
"1378",1911,"Wormerveer","Noord-Holland",5,1897,"Zaandam"
"1379",1911,"Zaandam","Noord-Holland",3,1897,"Zaandam"
"1380",1911,"Zoelen","Gelderland",1,1897,"Tiel"
"1381",1911,"Zutphen","Gelderland",1,1897,"Zutphen"
"1382",1912,"Alkmaar","Noord-Holland",3,1897,"Alkmaar"
"1383",1912,"Almelo","Overijssel",2,1897,"Almelo"
"1384",1912,"Amsterdam","Noord-Holland",89,1897,"Amsterdam"
"1385",1912,"Anloo","Drenthe",1,1897,NA
"1386",1912,"Axel","Zeeland",2,1897,"Oostburg"
"1387",1912,"Baflo","Groningen",2,1897,"Appingedam"
"1388",1912,"Bedum","Friesland",2,1897,"Hoogezand"
"1389",1912,"Beemster","Noord-Holland",1,1897,"Hoorn"
"1390",1912,"Bergen","Noord-Holland",1,1897,"Alkmaar"
"1391",1912,"Bergen","Noord-Holland",1,1897,"Venlo"
"1392",1912,"Bergeyk","Noord-Holland",1,1897,"Eindhoven"
"1393",1912,"Bildt, Het","Friesland",1,1897,NA
"1394",1912,"Borger","Drenthe",1,1897,"Emmen"
"1395",1912,"Boskoop","Zuid-Holland",1,1897,"Gouda"
"1396",1912,"Breda","Noord-Brabant",1,1897,"Breda"
"1397",1912,"Brunssum","Limburg",1,1897,"Sittard"
"1398",1912,"Bussum","Noord-Holland",1,1897,"Hilversum"
"1399",1912,"Coevorden","Drenthe",1,1897,"Emmen"
"1400",1912,"Delft","Zuid-Holland",3,1897,"Delft"
"1401",1912,"Delfzijl","Groningen",2,1897,"Appingedam"
"1402",1912,"Den Bosch","Noord-Brabant",4,1897,"Den Bosch"
"1403",1912,"Den Haag","Zuid-Holland",15,1897,"Den Haag"
"1404",1912,"Deventer","Overijssel",4,1897,"Deventer"
"1405",1912,"Dirksland","Zuid-Holland",1,1897,"Zierikzee"
"1406",1912,"Domburg","Zeeland",1,1897,"Middelburg"
"1407",1912,"Dordrecht","Zuid-Holland",2,1897,"Dordrecht"
"1408",1912,"Echteld","Gelderland",1,1897,"Tiel"
"1409",1912,"Eindhoven","Noord-Brabant",2,1897,"Eindhoven"
"1410",1912,"Emmen","Drenthe",3,1897,"Emmen"
"1411",1912,"Enkhuizen","Noord-Holland",2,1897,"Enkhuizen"
"1412",1912,"Enschede","Overijssel",1,1897,"Enschede"
"1413",1912,"Ermelo","Gelderland",1,1897,"Apeldoorn"
"1414",1912,"Finsterwolde","Groningen",1,1897,"Winschoten"
"1415",1912,"Gaasterland","Friesland",1,1897,"Sneek"
"1416",1912,"Goor","Overijssel",2,1897,"Lochem"
"1417",1912,"Gouda","Zuid-Holland",2,1897,"Gouda"
"1418",1912,"Groningen","Groningen",6,1897,"Groningen"
"1419",1912,"Haarlem","Noord-Holland",1,1897,"Haarlem"
"1420",1912,"Harlingen","Friesland",3,1897,"Harlingen"
"1421",1912,"Haskerland","Friesland",2,1897,"Schoterland"
"1422",1912,"Hattem","Gelderland",1,1897,"Kampen"
"1423",1912,"Helmond","Noord-Brabant",2,1897,"Helmond"
"1424",1912,"Hendrik Ido Ambacht","Zuid-Holland",1,1897,NA
"1425",1912,"Hoedekensk","Zeeland",1,1897,NA
"1426",1912,"Hoogeveen","Drenthe",1,1897,"Meppel"
"1427",1912,"Hoogezand-","Groningen",4,1897,NA
"1428",1912,"Hoorn","Noord-Holland",1,1897,"Hoorn"
"1429",1912,"Koog ad Zaan","Noord-Holland",3,1897,NA
"1430",1912,"Krabbendijke","Zeeland",1,1897,"Hontenisse"
"1431",1912,"Krommenie","Noord-Holland",1,1897,"Beverwijk"
"1432",1912,"Kruiningen","Zeeland",1,1897,"Hontenisse"
"1433",1912,"Leerdam","Zuid-Holland",1,1897,"Sliedrecht"
"1434",1912,"Leiden","Zuid-Holland",5,1897,"Leiden"
"1435",1912,"Lochem","Gelderland",1,1897,"Lochem"
"1436",1912,"Maastricht","Limburg",1,1897,"Maastricht"
"1437",1912,"Medemblik","Noord-Holland",1,1897,"Enkhuizen"
"1438",1912,"Menaldumadeel","Friesland",2,1897,"Franeker"
"1439",1912,"Middelburg","Zeeland",1,1897,"Middelburg"
"1440",1912,"Middelhanrnis","Zuid-Holland",1,1897,NA
"1441",1912,"Midwolda","Groningen",2,1897,"Winschoten"
"1442",1912,"Nieuw Lekkerkerk","Zuid-Holland",1,1897,NA
"1443",1912,"Noordbroek","Groningen",1,1897,"Winschoten"
"1444",1912,"Noorddijk","Groningen",1,1897,"Hoogezand"
"1445",1912,"Noordwijk","Zuid-Holland",1,1897,"Katwijk"
"1446",1912,"Odoorn","Drenthe",4,1897,"Emmen"
"1447",1912,"Oldenzaal","Overijssel",1,1897,"Enschede"
"1448",1912,"Onstwedde","Groningen",3,1897,"Veendam"
"1449",1912,"Oostburg","Zeeland",1,1897,"Oostburg"
"1450",1912,"Oosthuizen","Noord-Holland",1,1897,"Hoorn"
"1451",1912,"Ooststelli","Friesland",1,1897,NA
"1452",1912,"Oostvoorne","Zuid-Holland",1,1897,"Brielle"
"1453",1912,"Ouder-Amstel","Noord-Holland",2,1897,"Hilversum"
"1454",1912,"Peize","Drenthe",1,1897,"Assen"
"1455",1912,"Pekela","Groningen",2,1897,NA
"1456",1912,"Poortugaal","Zuid-Holland",1,1897,"Brielle"
"1457",1912,"Rheden","Gelderland",1,1897,"Rheden"
"1458",1912,"Rotterdam","Zuid-Holland",31,1897,"Rotterdam"
"1459",1912,"Schiedam","Zuid-Holland",9,1897,"Schiedam"
"1460",1912,"Schoonhoven","Zuid-Holland",1,1897,"Bodegraven"
"1461",1912,"Sleen","Drenthe",1,1897,"Emmen"
"1462",1912,"Sliedrecht","Zuid-Holland",1,1897,"Sliedrecht"
"1463",1912,"Slochteren","Groningen",1,1897,"Hoogezand"
"1464",1912,"Sloten","Noord-Holland",1,1897,"Sneek"
"1465",1912,"Sloten","Noord-Holland",1,1897,"Haarlemmermeer"
"1466",1912,"Smallingerland","Friesland",1,1897,"Tietjerksteradeel"
"1467",1912,"Stratum","Noord-Brabant",1,1897,"Eindhoven"
"1468",1912,"Tegelen","Limburg",1,1897,"Venlo"
"1469",1912,"Termunten","Groningen",1,1897,"Winschoten"
"1470",1912,"Terneuzen","Zeeland",1,1897,NA
"1471",1912,"Tiel","Noord-Brabant",2,1897,"Tiel"
"1472",1912,"Tilburg","Noord-Brabant",3,1897,"Tilburg"
"1473",1912,"Uithuizen","Groningen",2,1897,"Appingedam"
"1474",1912,"Uithuizermeeden","Groningen",1,1897,"Appingedam"
"1475",1912,"Usquert","Groningen",1,1897,"Appingedam"
"1476",1912,"Utrecht","Utrecht",3,1897,"Utrecht"
"1477",1912,"Valkenswaard","Noord-Brabant",1,1897,"Eindhoven"
"1478",1912,"Veendam","Groningen",2,1897,"Veendam"
"1479",1912,"Veenendaal","Utrecht",3,1897,"Ede"
"1480",1912,"Veere","Zeeland",1,1897,"Middelburg"
"1481",1912,"Velsen","Noord-Holland",3,1897,"Beverwijk"
"1482",1912,"Venlo","Limburg",1,1897,"Venlo"
"1483",1912,"Vlaardingen","Zuid-Holland",2,1897,"Schiedam"
"1484",1912,"Vlagtwedde","Groningen",2,1897,"Veendam"
"1485",1912,"Vreeswijk","Utrecht",1,1897,"Wijk bij Duurstede"
"1486",1912,"Waalre","Noord-Brabant",1,1897,"Helmond"
"1487",1912,"Waalwijk","Noord-Brabant",1,1897,"Waalwijk"
"1488",1912,"Wageningen","Gelderland",2,1897,"Elst"
"1489",1912,"Weststellingwerf","Friesland",3,1897,"Weststellingwerf"
"1490",1912,"Wildervank","Groningen",3,1897,"Assen"
"1491",1912,"Winterswijk","Overijssel",3,1897,"Doetinchem"
"1492",1912,"Wonseradeel","Friesland",4,1897,"Harlingen"
"1493",1912,"Wormerveer","Noord-Holland",3,1897,"Zaandam"
"1494",1912,"Woudenberg","Utrecht",1,1897,"Amersfoort"
"1495",1912,"Zaandam","Noord-Holland",4,1897,"Zaandam"
"1496",1912,"Zaltbommel","Gelderland",1,1897,"Druten"
"1497",1912,"Zandt 't","Groningen",1,1897,NA
"1498",1912,"Zeist","Utrecht",1,1897,"Amersfoort"
"1499",1912,"Zijpe","Noord-Holland",2,1897,NA
"1500",1912,"Zuidbroek","Groningen",1,1897,"Winschoten"
"1501",1912,"Zwijndrecht","Zuid-Holland",1,1897,"Dordrecht"
"1502",1913,"Abcoude","Utrecht",1,1897,NA
"1503",1913,"Almelo","Overijssel",5,1897,"Almelo"
"1504",1913,"Alphen ad Rijn","Zuid-Holland",2,1897,NA
"1505",1913,"Ameide","Zuid-Holland",1,1897,"Sliedrecht"
"1506",1913,"Amsterdam","Noord-Holland",139,1897,"Amsterdam"
"1507",1913,"Anloo","Drenthe",1,1897,NA
"1508",1913,"Appingedam","Groningen",1,1897,"Appingedam"
"1509",1913,"Arnhem","Gelderland",6,1897,"Arnhem"
"1510",1913,"Assen","Drenthe",5,1897,"Assen"
"1511",1913,"Barradeel","Friesland",5,1897,"Harlingen"
"1512",1913,"Beemster","Noord-Holland",1,1897,"Hoorn"
"1513",1913,"Beverwijk","Noord-Holland",2,1897,"Beverwijk"
"1514",1913,"Bierum","Groningen",1,1897,"Appingedam"
"1515",1913,"Bolsward","Friesland",1,1897,"Harlingen"
"1516",1913,"Borger","Drenthe",2,1897,"Emmen"
"1517",1913,"Borne","Overijssel",1,1897,"Almelo"
"1518",1913,"Breda","Noord-Brabant",2,1897,"Breda"
"1519",1913,"Bussum","Noord-Holland",3,1897,"Hilversum"
"1520",1913,"Culemborg","Gelderland",1,1897,"Wijk bij Duurstede"
"1521",1913,"Delft","Zuid-Holland",1,1897,"Delft"
"1522",1913,"Delfzijl","Groningen",7,1897,"Appingedam"
"1523",1913,"Den Bosch","Noord-Brabant",4,1897,"Den Bosch"
"1524",1913,"Den Haag","Zuid-Holland",21,1897,"Den Haag"
"1525",1913,"Den Helder","Noord-Holland",1,1897,NA
"1526",1913,"Deventer","Overijssel",8,1897,"Deventer"
"1527",1913,"Dinteloord","Noord-Brabant",1,1897,"Zevenbergen"
"1528",1913,"Dodewaard","Gelderland",1,1897,"Tiel"
"1529",1913,"Doetinchem","Gelderland",1,1897,NA
"1530",1913,"Dordrecht","Zuid-Holland",2,1897,"Dordrecht"
"1531",1913,"Druten","Gelderland",1,1897,"Druten"
"1532",1913,"Ede","Gelderland",1,1897,"Ede"
"1533",1913,"Eindhoven","Noord-Brabant",2,1897,"Eindhoven"
"1534",1913,"Emmen","Drenthe",4,1897,"Emmen"
"1535",1913,"Enkhuizen","Noord-Holland",2,1897,"Enkhuizen"
"1536",1913,"Enschede","Overijssel",4,1897,"Enschede"
"1537",1913,"Ferwerderadeel","Friesland",1,1897,"Dokkum"
"1538",1913,"Fijnaart/H","Noord-Brabant",1,1897,NA
"1539",1913,"Finsterwolde","Groningen",2,1897,"Winschoten"
"1540",1913,"Franeker","Friesland",1,1897,"Franeker"
"1541",1913,"Gasselte","Drenthe",1,1897,"Assen"
"1542",1913,"Geldermalsen","Gelderland",1,1897,"Tiel"
"1543",1913,"Gorinchem","Zuid-Holland",1,1897,"Gorinchem"
"1544",1913,"Gouda","Zuid-Holland",3,1897,"Gouda"
"1545",1913,"Grave","Noord-Brabant",1,1897,"Grave"
"1546",1913,"Groesbeek","Gelderland",2,1897,"Nijmegen"
"1547",1913,"Groningen","Groningen",6,1897,"Groningen"
"1548",1913,"Haarlem","Noord-Holland",9,1897,"Haarlem"
"1549",1913,"Hardenberg","Overijssel",2,1897,NA
"1550",1913,"Harderwijk","Overijssel",1,1897,"Apeldoorn"
"1551",1913,"Harlingen","Friesland",1,1897,"Harlingen"
"1552",1913,"Hellendoorn","Overijssel",1,1897,"Ommen"
"1553",1913,"Helmond","Noord-Brabant",2,1897,"Helmond"
"1554",1913,"Hengelo","Overijssel",1,1897,"Enschede"
"1555",1913,"Hengelo","Overijssel",1,1897,"Zutphen"
"1556",1913,"Hillegom","Zuid-Holland",2,1897,"Haarlemmermeer"
"1557",1913,"Hilversum","Noord-Holland",3,1897,"Hilversum"
"1558",1913,"Hoogezand-","Groningen",3,1897,NA
"1559",1913,"Hoorn","Noord-Holland",1,1897,"Hoorn"
"1560",1913,"Huizen","Noord-Holland",1,1897,"Hilversum"
"1561",1913,"Katwijk","Zuid-Holland",1,1897,"Katwijk"
"1562",1913,"Krimpen ad Ijssel","Zuid-Holland",1,1897,NA
"1563",1913,"Krommenie","Noord-Holland",2,1897,"Beverwijk"
"1564",1913,"Langedijk","Noord-Holland",1,1897,NA
"1565",1913,"Leek","Groningen",1,1897,"Zuidhorn"
"1566",1913,"Leerdam","Zuid-Holland",2,1897,"Sliedrecht"
"1567",1913,"Leeuwarden","Friesland",4,1897,"Leeuwarden"
"1568",1913,"Leiden","Zuid-Holland",4,1897,"Leiden"
"1569",1913,"Leiderdorp","Zuid-Holland",1,1897,"Katwijk"
"1570",1913,"Lienden","Gelderland",1,1897,"Tiel"
"1571",1913,"Limmen","Noord-Holland",1,1897,"Beverwijk"
"1572",1913,"Loon op Zand","Noord-Brabant",1,1897,"Oosterhout"
"1573",1913,"Loppersum","Groningen",1,1897,"Appingedam"
"1574",1913,"Maarssen","Utrecht",1,1897,"Breukelen"
"1575",1913,"Maassluis","Zuid-Holland",2,1897,"Loosduinen"
"1576",1913,"Maastricht","Limburg",3,1897,"Maastricht"
"1577",1913,"Meeden","Groningen",1,1897,"Veendam"
"1578",1913,"Meppel","Drenthe",1,1897,"Meppel"
"1579",1913,"Middelburg","Zeeland",1,1897,"Middelburg"
"1580",1913,"Midwolda","Groningen",1,1897,"Winschoten"
"1581",1913,"Montfoort","Utrecht",2,1897,"Wijk bij Duurstede"
"1582",1913,"Muntendam","Groningen",2,1897,"Veendam"
"1583",1913,"Naaldwijk","Zuid-Holland",1,1897,"Loosduinen"
"1584",1913,"Nieuwenhoorn","Zuid-Holland",1,1897,"Brielle"
"1585",1913,"Nieuwerker","Zeeland",3,1897,NA
"1586",1913,"Nieuwolda","Groningen",2,1897,"Winschoten"
"1587",1913,"Nijmegen","Gelderland",1,1897,"Nijmegen"
"1588",1913,"Noordbroek","Groningen",1,1897,"Winschoten"
"1589",1913,"Odoorn","Drenthe",2,1897,"Emmen"
"1590",1913,"Oisterwijk","Noord-Brabant",3,1897,"Tilburg"
"1591",1913,"Oldenzaal","Overijssel",3,1897,"Enschede"
"1592",1913,"Onstwedde","Groningen",3,1897,"Veendam"
"1593",1913,"Oosterhess","Drenthe",1,1897,NA
"1594",1913,"Ooststellingwerf","Friesland",1,1897,"Weststellingwerf"
"1595",1913,"Oss","Noord-Brabant",2,1897,"Grave"
"1596",1913,"Oud-Beijer","Zuid-Holland",1,1897,NA
"1597",1913,"Ouder-Amstel","Noord-Holland",4,1897,"Hilversum"
"1598",1913,"Pekela","Groningen",4,1897,NA
"1599",1913,"Pernis","Zuid-Holland",1,1897,"Brielle"
"1600",1913,"Renkum","Gelderland",4,1897,"Elst"
"1601",1913,"Rheden","Gelderland",2,1897,"Rheden"
"1602",1913,"Roden","Drenthe",1,1897,"Assen"
"1603",1913,"Rotterdam","Zuid-Holland",44,1897,"Rotterdam"
"1604",1913,"Sappemeer","Groningen",1,1897,"Veendam"
"1605",1913,"Schagen","Noord-Holland",1,1897,"Alkmaar"
"1606",1913,"Schiedam","Zuid-Holland",7,1897,"Schiedam"
"1607",1913,"Sleen","Drenthe",4,1897,"Emmen"
"1608",1913,"Slochteren","Groningen",4,1897,"Hoogezand"
"1609",1913,"Sloten","Noord-Holland",3,1897,"Sneek"
"1610",1913,"Sloten","Noord-Holland",3,1897,"Haarlemmermeer"
"1611",1913,"Smilde","Drenthe",1,1897,"Weststellingwerf"
"1612",1913,"Sneek","Friesland",2,1897,"Sneek"
"1613",1913,"Steenwijk","Overijssel",3,1897,"Steenwijk"
"1614",1913,"Steenwijkerwold","Overijssel",1,1897,"Steenwijk"
"1615",1913,"Stratum","Noord-Brabant",1,1897,"Eindhoven"
"1616",1913,"Termunten","Groningen",4,1897,"Winschoten"
"1617",1913,"Tiel","Noord-Brabant",3,1897,"Tiel"
"1618",1913,"Tilburg","Noord-Brabant",11,1897,"Tilburg"
"1619",1913,"Uithoorn","Noord-Holland",1,1897,"Haarlemmermeer"
"1620",1913,"Utrecht","Utrecht",4,1897,"Utrecht"
"1621",1913,"Valkenswaard","Noord-Brabant",1,1897,"Eindhoven"
"1622",1913,"Veendam","Groningen",6,1897,"Veendam"
"1623",1913,"Veldhoven","Noord-Brabant",1,1897,"Eindhoven"
"1624",1913,"Velsen","Noord-Holland",3,1897,"Beverwijk"
"1625",1913,"Vlaardingen","Zuid-Holland",5,1897,"Schiedam"
"1626",1913,"Vlagtwedde","Groningen",2,1897,"Veendam"
"1627",1913,"Vriezenveen","Overijssel",2,1897,"Ommen"
"1628",1913,"Wageningen","Gelderland",1,1897,"Elst"
"1629",1913,"Warffum","Groningen",1,1897,"Appingedam"
"1630",1913,"Wedde","Groningen",2,1897,"Winschoten"
"1631",1913,"Weesp","Noord-Holland",2,1897,"Hilversum"
"1632",1913,"Weststellingwerf","Friesland",3,1897,"Weststellingwerf"
"1633",1913,"Wijchen","Gelderland",1,1897,"Druten"
"1634",1913,"Wijhe","Overijssel",1,1897,"Zwolle"
"1635",1913,"Wildervank","Groningen",4,1897,"Assen"
"1636",1913,"Winschoten","Groningen",1,1897,"Winschoten"
"1637",1913,"Zaandam","Noord-Holland",7,1897,"Zaandam"
"1638",1913,"Zaandijk","Noord-Holland",1,1897,"Zaandam"
"1639",1913,"Zeist","Utrecht",2,1897,"Amersfoort"
"1640",1913,"Zoeterwoude","Zuid-Holland",1,1897,"Katwijk"
"1641",1913,"Zwolle","Overijssel",3,1897,"Zwolle"
"1642",1914,"Alkmaar","Noord-Holland",1,1897,"Alkmaar"
"1643",1914,"Almelo","Overijssel",2,1897,"Almelo"
"1644",1914,"Amersfoort","Utrecht",5,1897,"Amersfoort"
"1645",1914,"Amsterdam","Noord-Holland",67,1897,"Amsterdam"
"1646",1914,"Apeldoorn","Gelderland",2,1897,"Apeldoorn"
"1647",1914,"Appingedam","Groningen",1,1897,"Appingedam"
"1648",1914,"Arnhem","Gelderland",3,1897,"Arnhem"
"1649",1914,"Beerta","Groningen",2,1897,"Winschoten"
"1650",1914,"Bergen op Zoom","Noord-Brabant",1,1897,"Bergen op Zoom"
"1651",1914,"Bierum","Groningen",1,1897,"Appingedam"
"1652",1914,"Bolsward","Friesland",1,1897,"Harlingen"
"1653",1914,"Borger","Drenthe",5,1897,"Emmen"
"1654",1914,"Borne","Overijssel",1,1897,"Almelo"
"1655",1914,"Boxmeer","Noord-Brabant",1,1897,"Grave"
"1656",1914,"Boxtel","Noord-Brabant",1,1897,"Den Bosch"
"1657",1914,"Breda","Noord-Brabant",3,1897,"Breda"
"1658",1914,"Bussum","Noord-Holland",1,1897,"Hilversum"
"1659",1914,"Culemborg","Gelderland",1,1897,"Wijk bij Duurstede"
"1660",1914,"Dalfsen","Overijssel",1,1897,"Zwolle"
"1661",1914,"Den Bosch","Noord-Brabant",5,1897,"Den Bosch"
"1662",1914,"Den Haag","Zuid-Holland",12,1897,"Den Haag"
"1663",1914,"Deventer","Overijssel",10,1897,"Deventer"
"1664",1914,"Dodewaard","Gelderland",1,1897,"Tiel"
