"","JAAR","GEMEENTE","PROVINCIE","howmuch","temp","district"
"836",1903,"Termunten","Groningen",1,1897,"Winschoten"
"837",1903,"Terneuzen","Zeeland",1,1897,NA
"838",1903,"Tiel","Noord-Brabant",1,1897,"Tiel"
"839",1903,"Tietjerksteradeel","Friesland",1,1897,"Tietjerksteradeel"
"840",1903,"Utrecht","Utrecht",4,1897,"Utrecht"
"841",1903,"Veenendaal","Utrecht",1,1897,"Ede"
"842",1903,"Velsen","Noord-Holland",3,1897,"Beverwijk"
"843",1903,"Vianen","Zuid-Holland",1,1897,"Sliedrecht"
"844",1903,"Vlaardingen","Zuid-Holland",1,1897,"Schiedam"
"845",1903,"Vlagtwedde","Groningen",1,1897,"Veendam"
"846",1903,"Voorburg","Zuid-Holland",1,1897,"Loosduinen"
"847",1903,"Waalwijk","Noord-Brabant",1,1897,"Waalwijk"
"848",1903,"Wildervank","Groningen",3,1897,"Assen"
"849",1903,"Winschoten","Groningen",1,1897,"Winschoten"
"850",1903,"Zaandam","Noord-Holland",6,1897,"Zaandam"
"851",1903,"Zaandijk","Noord-Holland",1,1897,"Zaandam"
"852",1903,"Zutphen","Gelderland",3,1897,"Zutphen"
"853",1904,"Almelo","Overijssel",2,1897,"Almelo"
"854",1904,"Amsterdam","Noord-Holland",27,1897,"Amsterdam"
"855",1904,"Arnhem","Gelderland",4,1897,"Arnhem"
"856",1904,"Baarn","Utrecht",1,1897,"Amersfoort"
"857",1904,"Barradeel","Friesland",1,1897,"Harlingen"
"858",1904,"Bedum","Groningen",1,1897,"Hoogezand"
"859",1904,"Beemster","Noord-Holland",1,1897,"Hoorn"
"860",1904,"Beerta","Groningen",2,1897,"Winschoten"
"861",1904,"Borculo","Gelderland",1,1897,"Lochem"
"862",1904,"Borger","Drenthe",2,1897,"Emmen"
"863",1904,"Brummen","Gelderland",1,1897,"Zutphen"
"864",1904,"Delfzijl","Groningen",1,1897,"Appingedam"
"865",1904,"Den Haag","Zuid-Holland",6,1897,"Den Haag"
"866",1904,"Deventer","Overijssel",4,1897,"Deventer"
"867",1904,"Doetinchem","Gelderland",2,1897,NA
"868",1904,"Dordrecht","Zuid-Holland",1,1897,"Dordrecht"
"869",1904,"Ede","Gelderland",1,1897,"Ede"
"870",1904,"Emmen","Drenthe",1,1897,"Emmen"
"871",1904,"Enschede","Overijssel",1,1897,"Enschede"
"872",1904,"Finsterwolde","Groningen",2,1897,"Winschoten"
"873",1904,"Gasselte","Drenthe",1,1897,"Assen"
"874",1904,"Goirle","Noord-Brabant",2,1897,"Tilburg"
"875",1904,"Gouda","Zuid-Holland",1,1897,"Gouda"
"876",1904,"Groningen","Groningen",11,1897,"Groningen"
"877",1904,"Haarlem","Noord-Holland",2,1897,"Haarlem"
"878",1904,"Haarlemmermeer","Noord-Holland",1,1897,"Haarlemmermeer"
"879",1904,"Heerenveen","Friesland",2,1897,NA
"880",1904,"Helmond","Noord-Brabant",2,1897,"Helmond"
"881",1904,"Hilvarenbeek","Noord-Brabant",1,1897,"Tilburg"
"882",1904,"Hilversum","Noord-Holland",1,1897,"Hilversum"
"883",1904,"Hoogezand-","Groningen",1,1897,NA
"884",1904,"Kampen","Overijssel",1,1897,"Kampen"
"885",1904,"Leiden","Zuid-Holland",1,1897,"Leiden"
"886",1904,"Meeden","Groningen",1,1897,"Veendam"
"887",1904,"Naarden","Noord-Holland",1,1897,"Hilversum"
"888",1904,"Nijmegen","Gelderland",1,1897,"Nijmegen"
"889",1904,"Odoorn","Drenthe",1,1897,"Emmen"
"890",1904,"Oldenzaal","Overijssel",1,1897,"Enschede"
"891",1904,"Opsterland","Friesland",1,1897,"Schoterland"
"892",1904,"Oud-Beijer","Zuid-Holland",1,1897,NA
"893",1904,"Pekela","Groningen",2,1897,NA
"894",1904,"Purmerend","Noord-Holland",1,1897,"Hoorn"
"895",1904,"Raamsdonk","Noord-Brabant",1,1897,"Zevenbergen"
"896",1904,"Rijswijk","Zuid-Holland",2,1897,"Gorinchem"
"897",1904,"Rijswijk","Zuid-Holland",2,1897,"Loosduinen"
"898",1904,"Rotterdam","Zuid-Holland",5,1897,"Rotterdam"
"899",1904,"Sappemeer","Groningen",1,1897,"Veendam"
"900",1904,"Sloten","Noord-Holland",1,1897,"Sneek"
"901",1904,"Sloten","Noord-Holland",1,1897,"Haarlemmermeer"
"902",1904,"Smallingerland","Friesland",1,1897,"Tietjerksteradeel"
"903",1904,"Sprang-Capelle","Noord-Brabant",1,1897,NA
"904",1904,"Susteren","Limburg",1,1897,"Roermond"
"905",1904,"Tilburg","Noord-Brabant",2,1897,"Tilburg"
"906",1904,"Uithuizen","Groningen",1,1897,"Appingedam"
"907",1904,"Utrecht","Utrecht",4,1897,"Utrecht"
"908",1904,"Veenendaal","Utrecht",3,1897,"Ede"
"909",1904,"Vledder","Drenthe",3,1897,"Weststellingwerf"
"910",1904,"Waalwijk","Noord-Brabant",1,1897,"Waalwijk"
"911",1904,"Wageningen","Gelderland",2,1897,"Elst"
"912",1904,"Wildervank","Groningen",1,1897,"Assen"
"913",1904,"Winschoten","Groningen",3,1897,"Winschoten"
"914",1904,"Winsum","Groningen",1,1897,"Zuidhorn"
"915",1904,"Winterswijk","Overijssel",2,1897,"Doetinchem"
"916",1904,"Zaandam","Noord-Holland",1,1897,"Zaandam"
"917",1904,"Zaltbommel","Gelderland",1,1897,"Druten"
"918",1904,"Zoeterwoude","Zuid-Holland",1,1897,"Katwijk"
"919",1904,"Zwijndrecht","Zuid-Holland",1,1897,"Dordrecht"
"920",1905,"Amersfoort","Utrecht",1,1897,"Amersfoort"
"921",1905,"Amsterdam","Noord-Holland",62,1897,"Amsterdam"
"922",1905,"Borger","Drenthe",1,1897,"Emmen"
"923",1905,"Boxmeer","Noord-Brabant",1,1897,"Grave"
"924",1905,"Boxtel","Noord-Brabant",1,1897,"Den Bosch"
"925",1905,"Breda","Noord-Brabant",6,1897,"Breda"
"926",1905,"Delft","Zuid-Holland",2,1897,"Delft"
"927",1905,"Delfzijl","Groningen",1,1897,"Appingedam"
"928",1905,"Den Bosch","Noord-Brabant",1,1897,"Den Bosch"
"929",1905,"Den Haag","Zuid-Holland",19,1897,"Den Haag"
"930",1905,"Doorwerth","Gelderland",1,1897,"Elst"
"931",1905,"Eindhoven","Noord-Brabant",2,1897,"Eindhoven"
"932",1905,"Emmen","Drenthe",1,1897,"Emmen"
"933",1905,"Enschede","Overijssel",4,1897,"Enschede"
"934",1905,"Gemert","Noord-Brabant",1,1897,"Veghel"
"935",1905,"Groningen","Groningen",7,1897,"Groningen"
"936",1905,"Haarlem","Noord-Holland",6,1897,"Haarlem"
"937",1905,"Harlingen","Friesland",1,1897,"Harlingen"
"938",1905,"Hilversum","Noord-Holland",2,1897,"Hilversum"
"939",1905,"Hoogeloon","Noord-Brabant",1,1897,"Eindhoven"
"940",1905,"Jutphaas","Utrecht",1,1897,"Wijk bij Duurstede"
"941",1905,"Maarssen","Utrecht",1,1897,"Breukelen"
"942",1905,"Maastricht","Limburg",6,1897,"Maastricht"
"943",1905,"Middelburg","Zeeland",1,1897,"Middelburg"
"944",1905,"Muiden","Noord-Holland",1,1897,"Hilversum"
"945",1905,"Naarden","Noord-Holland",2,1897,"Hilversum"
"946",1905,"Nijmegen","Gelderland",1,1897,"Nijmegen"
"947",1905,"Odoorn","Drenthe",1,1897,"Emmen"
"948",1905,"Overschie","Zuid-Holland",2,1897,"Schiedam"
"949",1905,"Pekela","Groningen",2,1897,NA
"950",1905,"Rotterdam","Zuid-Holland",16,1897,"Rotterdam"
"951",1905,"Sappemeer","Groningen",1,1897,"Veendam"
"952",1905,"Sliedrecht","Zuid-Holland",1,1897,"Sliedrecht"
"953",1905,"Terneuzen","Zeeland",2,1897,NA
"954",1905,"Teteringen","Noord-Brabant",1,1897,"Oosterhout"
"955",1905,"Tiel","Noord-Brabant",1,1897,"Tiel"
"956",1905,"Tilburg","Noord-Brabant",3,1897,"Tilburg"
"957",1905,"Uden","Noord-Brabant",1,1897,"Veghel"
"958",1905,"Utrecht","Utrecht",2,1897,"Utrecht"
"959",1905,"Veendam","Groningen",1,1897,"Veendam"
"960",1905,"Velsen","Noord-Holland",1,1897,"Beverwijk"
"961",1905,"Vlaardingen","Zuid-Holland",1,1897,"Schiedam"
"962",1905,"Vledder","Drenthe",1,1897,"Weststellingwerf"
"963",1905,"Wageningen","Gelderland",1,1897,"Elst"
"964",1905,"Wijk bij Duurstede","Utrecht",1,1897,"Wijk bij Duurstede"
"965",1905,"Winschoten","Groningen",1,1897,"Winschoten"
"966",1905,"Wormerveer","Noord-Holland",1,1897,"Zaandam"
"967",1905,"Zaandam","Noord-Holland",1,1897,"Zaandam"
"968",1905,"Zwijndrecht","Zuid-Holland",1,1897,"Dordrecht"
"969",1906,"Alblasserdam","Zuid-Holland",1,1897,"Sliedrecht"
"970",1906,"Almelo","Overijssel",3,1897,"Almelo"
"971",1906,"Amsterdam","Noord-Holland",60,1897,"Amsterdam"
"972",1906,"Arnhem","Gelderland",5,1897,"Arnhem"
"973",1906,"Assen","Drenthe",2,1897,"Assen"
"974",1906,"Baarn","Utrecht",1,1897,"Amersfoort"
"975",1906,"Bemmel","Gelderland",1,1897,"Elst"
"976",1906,"Bergh","Gelderland",1,1897,"Rheden"
"977",1906,"Beverwijk","Noord-Holland",2,1897,"Beverwijk"
"978",1906,"Borger","Drenthe",3,1897,"Emmen"
"979",1906,"Breda","Noord-Brabant",3,1897,"Breda"
"980",1906,"Bussum","Noord-Holland",1,1897,"Hilversum"
"981",1906,"Castricum","Noord-Holland",1,1897,"Beverwijk"
"982",1906,"Culemborg","Gelderland",1,1897,"Wijk bij Duurstede"
"983",1906,"Delft","Zuid-Holland",1,1897,"Delft"
"984",1906,"Den Haag","Zuid-Holland",23,1897,"Den Haag"
"985",1906,"Deventer","Overijssel",2,1897,"Deventer"
"986",1906,"Dokkum","Friesland",1,1897,"Dokkum"
"987",1906,"Domburg","Zeeland",1,1897,"Middelburg"
"988",1906,"Doniawerstal","Friesland",1,1897,"Sneek"
"989",1906,"Dordrecht","Zuid-Holland",3,1897,"Dordrecht"
"990",1906,"Eindhoven","Noord-Brabant",4,1897,"Eindhoven"
"991",1906,"Elst","Gelderland",1,1897,"Elst"
"992",1906,"Emmen","Drenthe",4,1897,"Emmen"
"993",1906,"Enschede","Overijssel",4,1897,"Enschede"
"994",1906,"Finsterwolde","Groningen",1,1897,"Winschoten"
"995",1906,"Geertruidenberg","Noord-Brabant",1,1897,"Zevenbergen"
"996",1906,"Geldrop","Noord-Brabant",1,1897,"Helmond"
"997",1906,"Gieten","Drenthe",1,1897,"Assen"
"998",1906,"Gouda","Zuid-Holland",1,1897,"Gouda"
"999",1906,"Groningen","Groningen",9,1897,"Groningen"
"1000",1906,"Haarlem","Noord-Holland",2,1897,"Haarlem"
"1001",1906,"Ham, den","Overijssel",1,1897,NA
"1002",1906,"Helmond","Noord-Brabant",1,1897,"Helmond"
"1003",1906,"Hilversum","Noord-Holland",3,1897,"Hilversum"
"1004",1906,"Holten","Overijssel",1,1897,"Ommen"
"1005",1906,"Kantens","Groningen",1,1897,"Appingedam"
"1006",1906,"Krommenie","Noord-Holland",2,1897,"Beverwijk"
"1007",1906,"Leeuwarden","Friesland",1,1897,"Leeuwarden"
"1008",1906,"Leiden","Zuid-Holland",4,1897,"Leiden"
"1009",1906,"Leiderdorp","Zuid-Holland",1,1897,"Katwijk"
"1010",1906,"Leidschendam","Zuid-Holland",1,1897,NA
"1011",1906,"Loppersum","Groningen",3,1897,"Appingedam"
"1012",1906,"Meeden","Groningen",1,1897,"Veendam"
"1013",1906,"Muiden","Noord-Holland",1,1897,"Hilversum"
"1014",1906,"Nijmegen","Gelderland",1,1897,"Nijmegen"
"1015",1906,"Odoorn","Drenthe",3,1897,"Emmen"
"1016",1906,"Onstwedde","Groningen",1,1897,"Veendam"
"1017",1906,"Oosterhout","Noord-Brabant",1,1897,"Oosterhout"
"1018",1906,"Pekela","Groningen",1,1897,NA
"1019",1906,"Purmerend","Noord-Holland",1,1897,"Hoorn"
"1020",1906,"Renkum","Gelderland",1,1897,"Elst"
"1021",1906,"Rijssen","Overijssel",1,1897,"Almelo"
"1022",1906,"Rilland-Bath","Zeeland",1,1897,"Hontenisse"
"1023",1906,"Rotterdam","Zuid-Holland",23,1897,"Rotterdam"
"1024",1906,"Schiedam","Zuid-Holland",1,1897,"Schiedam"
"1025",1906,"Sneek","Friesland",1,1897,"Sneek"
"1026",1906,"Sommelsdijk","Zuid-Holland",1,1897,"Zierikzee"
"1027",1906,"Stedum","Groningen",1,1897,"Appingedam"
"1028",1906,"Termunten","Groningen",1,1897,"Winschoten"
"1029",1906,"Terneuzen","Zeeland",1,1897,NA
"1030",1906,"Tiel","Noord-Brabant",1,1897,"Tiel"
"1031",1906,"Tilburg","Noord-Brabant",1,1897,"Tilburg"
"1032",1906,"Utrecht","Utrecht",2,1897,"Utrecht"
"1033",1906,"Veendam","Groningen",1,1897,"Veendam"
"1034",1906,"Veenendaal","Utrecht",5,1897,"Ede"
"1035",1906,"Vlissingen","Zeeland",2,1897,"Middelburg"
"1036",1906,"Wageningen","Gelderland",4,1897,"Elst"
"1037",1906,"Waspik","Noord-Brabant",1,1897,"Waalwijk"
"1038",1906,"Wassenaar","Zuid-Holland",2,1897,"Katwijk"
"1039",1906,"Weesp","Noord-Holland",1,1897,"Hilversum"
"1040",1906,"Westkapelle","Zeeland",1,1897,"Middelburg"
"1041",1906,"Weststellingwerf","Friesland",2,1897,"Weststellingwerf"
"1042",1906,"Winschoten","Groningen",3,1897,"Winschoten"
"1043",1906,"Winsum","Groningen",1,1897,"Zuidhorn"
"1044",1906,"Zaandam","Noord-Holland",2,1897,"Zaandam"
"1045",1906,"Zierikzee","Zeeland",1,1897,"Zierikzee"
"1046",1906,"Zwijndrecht","Zuid-Holland",1,1897,"Dordrecht"
"1047",1907,"Almelo","Overijssel",3,1897,"Almelo"
"1048",1907,"Ammerstol","Zuid-Holland",1,1897,"Bodegraven"
"1049",1907,"Amsterdam","Noord-Holland",51,1897,"Amsterdam"
"1050",1907,"Appingedam","Groningen",1,1897,"Appingedam"
"1051",1907,"Arnhem","Gelderland",2,1897,"Arnhem"
"1052",1907,"Beerta","Groningen",2,1897,"Winschoten"
"1053",1907,"Bemmel","Gelderland",1,1897,"Elst"
"1054",1907,"Boxtel","Noord-Brabant",1,1897,"Den Bosch"
"1055",1907,"Breda","Noord-Brabant",1,1897,"Breda"
"1056",1907,"Bussum","Noord-Holland",1,1897,"Hilversum"
"1057",1907,"Culemborg","Gelderland",1,1897,"Wijk bij Duurstede"
"1058",1907,"Delden","Overijssel",1,1897,NA
"1059",1907,"Delft","Zuid-Holland",4,1897,"Delft"
"1060",1907,"Den Bosch","Noord-Brabant",2,1897,"Den Bosch"
"1061",1907,"Den Haag","Zuid-Holland",5,1897,"Den Haag"
"1062",1907,"Deventer","Overijssel",9,1897,"Deventer"
"1063",1907,"Doniawerstal","Friesland",1,1897,"Sneek"
"1064",1907,"Dordrecht","Zuid-Holland",3,1897,"Dordrecht"
"1065",1907,"Eindhoven","Noord-Brabant",5,1897,"Eindhoven"
"1066",1907,"Emmen","Drenthe",1,1897,"Emmen"
"1067",1907,"Enschede","Overijssel",5,1897,"Enschede"
"1068",1907,"Finsterwolde","Groningen",1,1897,"Winschoten"
"1069",1907,"Goor","Overijssel",1,1897,"Lochem"
"1070",1907,"Gouda","Zuid-Holland",2,1897,"Gouda"
"1071",1907,"Groningen","Groningen",2,1897,"Groningen"
"1072",1907,"Haarlem","Noord-Holland",4,1897,"Haarlem"
"1073",1907,"Haskerland","Friesland",2,1897,"Schoterland"
"1074",1907,"Heerenveen","Friesland",1,1897,NA
"1075",1907,"Helmond","Noord-Brabant",3,1897,"Helmond"
"1076",1907,"Hengelo","Overijssel",2,1897,"Enschede"
"1077",1907,"Hengelo","Overijssel",2,1897,"Zutphen"
"1078",1907,"Kampen","Overijssel",1,1897,"Kampen"
"1079",1907,"Klaaswaal","Zuid-Holland",1,1897,"Ridderkerk"
"1080",1907,"Krimpen ad Ijssel","Zuid-Holland",1,1897,NA
"1081",1907,"Krommenie","Noord-Holland",2,1897,"Beverwijk"
"1082",1907,"Leeuwarden","Friesland",2,1897,"Leeuwarden"
"1083",1907,"Leiden","Zuid-Holland",2,1897,"Leiden"
"1084",1907,"Maastricht","Limburg",3,1897,"Maastricht"
"1085",1907,"Muiden","Noord-Holland",1,1897,"Hilversum"
"1086",1907,"Nieuwer Amstel","Noord-Holland",1,1897,NA
"1087",1907,"Odoorn","Drenthe",1,1897,"Emmen"
"1088",1907,"Onbekend","België / Belgium",1,1897,NA
"1089",1907,"Ooststelli","Friesland",1,1897,NA
"1090",1907,"Pekela","Groningen",1,1897,NA
"1091",1907,"Rheden","Gelderland",1,1897,"Rheden"
"1092",1907,"Rhenen","Utrecht",1,1897,"Ede"
"1093",1907,"Rotterdam","Zuid-Holland",27,1897,"Rotterdam"
"1094",1907,"Sappemeer","Groningen",1,1897,"Veendam"
"1095",1907,"Scheemda","Groningen",3,1897,"Winschoten"
"1096",1907,"Sloten","Noord-Holland",1,1897,"Sneek"
"1097",1907,"Sloten","Noord-Holland",1,1897,"Haarlemmermeer"
"1098",1907,"Smallingerland","Friesland",1,1897,"Tietjerksteradeel"
"1099",1907,"Stratum","Noord-Brabant",2,1897,"Eindhoven"
"1100",1907,"Termunten","Groningen",1,1897,"Winschoten"
"1101",1907,"Tiel","Noord-Brabant",1,1897,"Tiel"
"1102",1907,"Uden","Noord-Brabant",1,1897,"Veghel"
"1103",1907,"Utrecht","Utrecht",2,1897,"Utrecht"
"1104",1907,"Veendam","Groningen",1,1897,"Veendam"
"1105",1907,"Venray","Limburg",1,1897,NA
"1106",1907,"Vianen","Zuid-Holland",2,1897,"Sliedrecht"
"1107",1907,"Vlaardingen","Zuid-Holland",2,1897,"Schiedam"
"1108",1907,"Vught","Noord-Brabant",1,1897,"Den Bosch"
"1109",1907,"Wageningen","Gelderland",5,1897,"Elst"
"1110",1907,"Weesp","Noord-Holland",1,1897,"Hilversum"
"1111",1907,"Werkendam","Noord-Brabant",1,1897,"Gorinchem"
"1112",1907,"Winschoten","Groningen",1,1897,"Winschoten"
"1113",1907,"Zaandam","Noord-Holland",1,1897,"Zaandam"
"1114",1907,"Zaltbommel","Gelderland",1,1897,"Druten"
"1115",1907,"Zierikzee","Zeeland",1,1897,"Zierikzee"
"1116",1907,"Zutphen","Gelderland",1,1897,"Zutphen"
"1117",1908,"Alkmaar","Noord-Holland",1,1897,"Alkmaar"
"1118",1908,"Almelo","Overijssel",3,1897,"Almelo"
"1119",1908,"Amsterdam","Noord-Holland",18,1897,"Amsterdam"
"1120",1908,"Apeldoorn","Gelderland",4,1897,"Apeldoorn"
"1121",1908,"Appingedam","Groningen",2,1897,"Appingedam"
"1122",1908,"Arnhem","Gelderland",5,1897,"Arnhem"
"1123",1908,"Avereest","Overijssel",1,1897,"Meppel"
"1124",1908,"Borculo","Gelderland",1,1897,"Lochem"
"1125",1908,"Borger","Drenthe",2,1897,"Emmen"
"1126",1908,"Breda","Noord-Brabant",3,1897,"Breda"
"1127",1908,"Bussum","Noord-Holland",1,1897,"Hilversum"
"1128",1908,"Delft","Zuid-Holland",1,1897,"Delft"
"1129",1908,"Den Bosch","Noord-Brabant",1,1897,"Den Bosch"
"1130",1908,"Den Haag","Zuid-Holland",8,1897,"Den Haag"
"1131",1908,"Deventer","Overijssel",3,1897,"Deventer"
"1132",1908,"Diemen","Noord-Holland",3,1897,"Hilversum"
"1133",1908,"Dordrecht","Zuid-Holland",2,1897,"Dordrecht"
"1134",1908,"Druten","Gelderland",1,1897,"Druten"
"1135",1908,"Ede","Gelderland",2,1897,"Ede"
"1136",1908,"Eindhoven","Noord-Brabant",4,1897,"Eindhoven"
"1137",1908,"Enschede","Overijssel",1,1897,"Enschede"
"1138",1908,"Geldrop","Noord-Brabant",1,1897,"Helmond"
"1139",1908,"Goirle","Noord-Brabant",3,1897,"Tilburg"
"1140",1908,"Gouda","Zuid-Holland",2,1897,"Gouda"
"1141",1908,"Groningen","Groningen",2,1897,"Groningen"
"1142",1908,"Haarlem","Noord-Holland",1,1897,"Haarlem"
"1143",1908,"Haarlemmermeer","Noord-Holland",3,1897,"Haarlemmermeer"
"1144",1908,"Ham, den","Overijssel",2,1897,NA
"1145",1908,"Haskerland","Friesland",1,1897,"Schoterland"
"1146",1908,"Heerenveen","Friesland",1,1897,NA
"1147",1908,"Hilvarenbeek","Noord-Brabant",1,1897,"Tilburg"
"1148",1908,"Hoogezand-","Groningen",1,1897,NA
"1149",1908,"Laren","Noord-Holland",1,1897,"Hilversum"
"1150",1908,"Laren","Noord-Holland",1,1897,"Lochem"
"1151",1908,"Leeuwarden","Friesland",2,1897,"Leeuwarden"
"1152",1908,"Leiden","Zuid-Holland",1,1897,"Leiden"
"1153",1908,"Maastricht","Limburg",1,1897,"Maastricht"
"1154",1908,"Meeden","Groningen",1,1897,"Veendam"
"1155",1908,"Midwolda","Groningen",2,1897,"Winschoten"
"1156",1908,"Moergestel","Noord-Brabant",2,1897,"Tilburg"
"1157",1908,"Muiden","Noord-Holland",2,1897,"Hilversum"
"1158",1908,"Nijkerk","Gelderland",1,1897,"Ede"
"1159",1908,"Nijmegen","Gelderland",1,1897,"Nijmegen"
"1160",1908,"Odoorn","Drenthe",1,1897,"Emmen"
"1161",1908,"Oisterwijk","Noord-Brabant",1,1897,"Tilburg"
"1162",1908,"Onstwedde","Groningen",1,1897,"Veendam"
"1163",1908,"Opsterland","Friesland",2,1897,"Schoterland"
"1164",1908,"Ouder-Amstel","Noord-Holland",1,1897,"Hilversum"
"1165",1908,"Pekela","Groningen",3,1897,NA
"1166",1908,"Poortugaal","Zuid-Holland",1,1897,"Brielle"
"1167",1908,"Renkum","Gelderland",1,1897,"Elst"
"1168",1908,"Rheden","Gelderland",1,1897,"Rheden"
"1169",1908,"Rijswijk","Zuid-Holland",1,1897,"Gorinchem"
"1170",1908,"Rijswijk","Zuid-Holland",1,1897,"Loosduinen"
"1171",1908,"Rotterdam","Zuid-Holland",19,1897,"Rotterdam"
"1172",1908,"Sliedrecht","Zuid-Holland",1,1897,"Sliedrecht"
"1173",1908,"Sloten","Noord-Holland",1,1897,"Sneek"
"1174",1908,"Sloten","Noord-Holland",1,1897,"Haarlemmermeer"
"1175",1908,"Sluis","Zeeland",2,1897,"Oostburg"
"1176",1908,"Steenwijkerwold","Overijssel",1,1897,"Steenwijk"
"1177",1908,"Ten Boer","Groningen",1,1897,"Hoogezand"
"1178",1908,"Tiel","Noord-Brabant",2,1897,"Tiel"
"1179",1908,"Tilburg","Noord-Brabant",3,1897,"Tilburg"
"1180",1908,"Utrecht","Utrecht",1,1897,"Utrecht"
"1181",1908,"Veenendaal","Utrecht",3,1897,"Ede"
"1182",1908,"Vlaardingen","Zuid-Holland",1,1897,"Schiedam"
"1183",1908,"Vlagtwedde","Groningen",1,1897,"Veendam"
"1184",1908,"Wageningen","Gelderland",1,1897,"Elst"
"1185",1908,"Weststellingwerf","Friesland",1,1897,"Weststellingwerf"
"1186",1908,"Wijhe","Overijssel",1,1897,"Zwolle"
"1187",1908,"Winschoten","Groningen",1,1897,"Winschoten"
"1188",1908,"Winterswijk","Overijssel",1,1897,"Doetinchem"
"1189",1908,"Woensel","Noord-Brabant",1,1897,"Eindhoven"
"1190",1908,"Zutphen","Gelderland",2,1897,"Zutphen"
"1191",1909,"Alkmaar","Noord-Holland",2,1897,"Alkmaar"
"1192",1909,"Amersfoort","Utrecht",1,1897,"Amersfoort"
"1193",1909,"Amsterdam","Noord-Holland",63,1897,"Amsterdam"
"1194",1909,"Apeldoorn","Gelderland",3,1897,"Apeldoorn"
"1195",1909,"Arnhem","Gelderland",2,1897,"Arnhem"
"1196",1909,"Assen","Drenthe",1,1897,"Assen"
"1197",1909,"Bedum","Friesland",1,1897,"Hoogezand"
"1198",1909,"Beek en Donk","Noord-Brabant",1,1897,"Veghel"
"1199",1909,"Beerta","Groningen",2,1897,"Winschoten"
"1200",1909,"Beilen","Drenthe",2,1897,"Emmen"
"1201",1909,"Bergen op Zoom","Noord-Brabant",1,1897,"Bergen op Zoom"
"1202",1909,"Best","Noord-Brabant",3,1897,"Eindhoven"
"1203",1909,"Beverwijk","Noord-Holland",1,1897,"Beverwijk"
"1204",1909,"Bolsward","Friesland",2,1897,"Harlingen"
"1205",1909,"Breda","Noord-Brabant",1,1897,"Breda"
"1206",1909,"Cuyk","Noord-Brabant",1,1897,NA
"1207",1909,"Delft","Zuid-Holland",2,1897,"Delft"
"1208",1909,"Den Bosch","Noord-Brabant",1,1897,"Den Bosch"
"1209",1909,"Den Haag","Zuid-Holland",7,1897,"Den Haag"
"1210",1909,"Deventer","Overijssel",2,1897,"Deventer"
"1211",1909,"Doesburg","Gelderland",1,1897,"Zutphen"
"1212",1909,"Doetinchem","Gelderland",1,1897,NA
"1213",1909,"Dordrecht","Zuid-Holland",3,1897,"Dordrecht"
"1214",1909,"Druten","Gelderland",1,1897,"Druten"
"1215",1909,"Eindhoven","Noord-Brabant",3,1897,"Eindhoven"
"1216",1909,"Emmen","Drenthe",2,1897,"Emmen"
"1217",1909,"Enschede","Overijssel",2,1897,"Enschede"
"1218",1909,"Finsterwolde","Groningen",2,1897,"Winschoten"
"1219",1909,"Goor","Overijssel",1,1897,"Lochem"
"1220",1909,"Gouda","Zuid-Holland",2,1897,"Gouda"
"1221",1909,"Groningen","Groningen",7,1897,"Groningen"
"1222",1909,"Haarlem","Noord-Holland",1,1897,"Haarlem"
"1223",1909,"Helmond","Noord-Brabant",1,1897,"Helmond"
"1224",1909,"Hilvarenbeek","Noord-Brabant",1,1897,"Tilburg"
"1225",1909,"Hilversum","Noord-Holland",2,1897,"Hilversum"
"1226",1909,"Hoorn","Noord-Holland",3,1897,"Hoorn"
"1227",1909,"Leeuwarden","Friesland",4,1897,"Leeuwarden"
"1228",1909,"Leiden","Zuid-Holland",1,1897,"Leiden"
"1229",1909,"Lieshout","Noord-Brabant",1,1897,"Veghel"
"1230",1909,"Lochem","Gelderland",2,1897,"Lochem"
"1231",1909,"Loon op Zand","Noord-Brabant",3,1897,"Oosterhout"
"1232",1909,"Maastricht","Limburg",1,1897,"Maastricht"
"1233",1909,"Nijmegen","Gelderland",2,1897,"Nijmegen"
"1234",1909,"Oldekerk","Groningen",1,1897,"Zuidhorn"
"1235",1909,"Onstwedde","Groningen",1,1897,"Veendam"
"1236",1909,"Oost-Soubu","Zeeland",1,1897,NA
"1237",1909,"Oudenbosch","Noord-Brabant",1,1897,"Zevenbergen"
"1238",1909,"Pekela","Groningen",1,1897,NA
"1239",1909,"Purmerend","Noord-Holland",2,1897,"Hoorn"
"1240",1909,"Renkum","Gelderland",1,1897,"Elst"
"1241",1909,"Rheden","Gelderland",4,1897,"Rheden"
"1242",1909,"Rotterdam","Zuid-Holland",15,1897,"Rotterdam"
"1243",1909,"Sleen","Drenthe",1,1897,"Emmen"
"1244",1909,"Stratum","Noord-Brabant",1,1897,"Eindhoven"
"1245",1909,"Tilburg","Noord-Brabant",2,1897,"Tilburg"
"1246",1909,"Ulrum","Groningen",1,1897,"Zuidhorn"
"1247",1909,"Urk","Overijssel",1,1897,"Enkhuizen"
"1248",1909,"Utrecht","Utrecht",4,1897,"Utrecht"
"1249",1909,"Velsen","Noord-Holland",1,1897,"Beverwijk"
"1250",1909,"Venray","Limburg",1,1897,NA
"1251",1909,"Vlaardingen","Zuid-Holland",2,1897,"Schiedam"
"1252",1909,"Vlissingen","Zeeland",1,1897,"Middelburg"
"1253",1909,"Vries","Drenthe",1,1897,"Assen"
