Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Leeuwarden;KD7;Kiesgerechtigden;;5366
Leeuwarden;KD7;Opkomst;;3663
Leeuwarden;KD7;AantalStembriefjes;;3663
Leeuwarden;KD7;AantalGeldigeStemmen;;3609
Leeuwarden;KD7;AantalBlancoStemmen;;54
Leeuwarden;KD7;;H. Pyttersen;1941
Leeuwarden;KD7;;W. Bax;1668
Winschoten;KD4;Kiesgerechtigden;;6090
Winschoten;KD4;Opkomst;;4469
Winschoten;KD4;AantalStembriefjes;;4469
Winschoten;KD4;AantalGeldigeStemmen;;4402
Winschoten;KD4;AantalBlancoStemmen;;67
Winschoten;KD4;;B.L. Tijdens;2233
Winschoten;KD4;;H.H.van Kol;2169
