"","JAAR","GEMEENTE","PlaatsID","PROVINCIE","howmuch"
"1",1372,"Leiden",450,"Zuid-Holland",1
"2",1391,"Leiden",450,"Zuid-Holland",1
"3",1443,"Leiden",450,"Zuid-Holland",1
"4",1470,"Leiden",450,"Zuid-Holland",1
"5",1500,"Steenbergen",733,"Noord-Brabant",1
"6",1611,"Onbekend",960,"Onbekend / Unknown",1
"7",1613,"Onbekend",960,"Onbekend / Unknown",1
"8",1615,"nvt",949,"Onbekend / Unknown",1
"9",1616,"Amsterdam",27,"Noord-Holland",1
"10",1616,"Onbekend",960,"Onbekend / Unknown",1
"11",1621,"Onbekend",960,"Onbekend / Unknown",1
"12",1629,"Onbekend",960,"Onbekend / Unknown",1
"13",1630,"Onbekend",960,"Onbekend / Unknown",2
"14",1635,"Onbekend",960,"Onbekend / Unknown",1
"15",1636,"Onbekend",960,"Onbekend / Unknown",1
"16",1637,"Leiden",450,"Zuid-Holland",1
"17",1638,"Onbekend",960,"Onbekend / Unknown",1
"18",1652,"nvt",949,"Onbekend / Unknown",1
"19",1653,"nvt",949,"Onbekend / Unknown",1
"20",1654,"nvt",958,"Zeeland",1
"21",1655,"Gouda",290,"Zuid-Holland",1
"22",1667,"nvt",949,"Onbekend / Unknown",1
"23",1670,"Amsterdam",27,"Noord-Holland",1
"24",1675,"nvt",949,"Onbekend / Unknown",1
"25",1677,"nvt",949,"Onbekend / Unknown",1
"26",1694,"nvt",949,"Onbekend / Unknown",1
"27",1700,"Leiden",450,"Zuid-Holland",1
"28",1701,"Leiden",450,"Zuid-Holland",3
"29",1705,"nvt",949,"Onbekend / Unknown",1
"30",1716,"Leiden",450,"Zuid-Holland",1
"31",1722,"nvt",949,"Onbekend / Unknown",1
"32",1733,"nvt",949,"Onbekend / Unknown",1
"33",1736,"Amsterdam",27,"Noord-Holland",1
"34",1744,"Amsterdam",27,"Noord-Holland",1
"35",1745,"nvt",949,"Onbekend / Unknown",1
"36",1750,"",1310,"",1
"37",1750,"Texel",763,"Noord-Holland",1
"38",1763,"nvt",949,"Onbekend / Unknown",1
"39",1810,"Haskerland",700,"Friesland",1
"40",1812,"Muiden",516,"Noord-Holland",1
"41",1817,"Den Helder",178,"Noord-Holland",1
"42",1817,"Heerenveen",9,"Friesland",1
"43",1818,"Heerenveen",9,"Friesland",1
"44",1819,"Den Haag",687,"Zuid-Holland",1
"45",1819,"Finsterwolde",251,"Groningen",1
"46",1819,"Heerenveen",9,"Friesland",1
"47",1820,"Zuidbroek",929,"Groningen",1
"48",1821,"Alkmaar",14,"Noord-Holland",1
"49",1821,"Purmerend",634,"Noord-Holland",1
"50",1822,"Amsterdam",27,"Noord-Holland",1
"51",1823,"Akersloot",10,"Noord-Holland",2
"52",1823,"Oud-Beijer",614,"Zuid-Holland",1
"53",1824,"Den Helder",178,"Noord-Holland",1
"54",1824,"Hemelumer",342,"Friesland",1
"55",1825,"Apeldoorn",35,"Gelderland",1
"56",1825,"Terneuzen",758,"Zeeland",1
"57",1825,"Vollenhove",824,"Overijssel",1
"58",1826,"Den Haag",177,"Zuid-Holland",1
"59",1826,"Terneuzen",679,"Zeeland",1
"60",1827,"Meppel",499,"Drenthe",1
"61",1827,"Tilburg",770,"Noord-Brabant",1
"62",1827,"Workum",905,"Friesland",1
"63",1828,"Lemsterland",456,"Friesland",1
"64",1828,"Nieuwerkerk",933,"Zuid-Holland",1
"65",1829,"Kortgene",1006,"Zeeland",1
"66",1829,"Nieuwe Schans",529,"Groningen",1
"67",1830,"Lemsterland",456,"Friesland",1
"68",1831,"Lemsterland",456,"Friesland",1
"69",1833,"Geldrop",266,"Noord-Brabant",1
"70",1833,"Opsterland",769,"Friesland",1
"71",1835,"Almelo",15,"Overijssel",1
"72",1835,"Enschede",471,"Overijssel",1
"73",1836,"Assen",44,"Drenthe",1
"74",1836,"Avereest",167,"Overijssel",1
"75",1836,"Meppel",499,"Drenthe",1
"76",1837,"Ijsselmonde",391,"Zuid-Holland",1
"77",1837,"Leeuwarden",449,"Friesland",1
"78",1837,"Sneek",716,"Friesland",1
"79",1838,"Amsterdam",27,"Noord-Holland",1
"80",1838,"Harlingen",316,"Friesland",1
"81",1838,"Leeuwarden",449,"Friesland",1
"82",1838,"Lemsterland",590,"Friesland",1
"83",1838,"Opsterland",760,"Friesland",1
"84",1838,"Veenendaal",801,"Utrecht",1
"85",1839,"Hemelumer",342,"Friesland",1
"86",1840,"Avereest",167,"Overijssel",1
"87",1840,"Haarlemmermeer",305,"Noord-Holland",2
"88",1840,"Hemelumer",430,"Friesland",1
"89",1840,"Lemsterland",456,"Friesland",1
"90",1840,"Maarn",479,"Utrecht",1
"91",1840,"Moordrecht",515,"Zuid-Holland",1
"92",1840,"Weststellingwerd",1321,"Friesland",1
"93",1840,"Zevenhuizen",922,"Zuid-Holland",1
"94",1841,"Ede",81,"Gelderland",1
"95",1841,"Ede",215,"Gelderland",1
"96",1841,"Haarlem",304,"Noord-Holland",1
"97",1841,"Menaldumadeel",498,"Friesland",1
"98",1841,"Sloten",710,"Noord-Holland",1
"99",1842,"Arnhem",42,"Gelderland",1
"100",1842,"Ede",81,"Gelderland",1
"101",1842,"Ede",215,"Gelderland",2
"102",1842,"Ferwerderadeel",309,"Friesland",1
"103",1842,"Smilde",715,"Drenthe",1
"104",1843,"Renswoude",648,"Utrecht",1
"105",1843,"Smallingerland",606,"Friesland",1
"106",1844,"barsingerh",423,"Noord-Holland",1
"107",1844,"Delft",834,"Zuid-Holland",1
"108",1844,"Helvoirt",161,"Noord-Brabant",1
"109",1844,"Hemelumer",343,"Friesland",1
"110",1844,"Nootdorp",558,"Zuid-Holland",1
"111",1844,"Opsterland",760,"Friesland",1
"112",1844,"Terneuzen",758,"Zeeland",1
"113",1844,"Weststellingwerf",872,"Friesland",1
"114",1845,"Amsterdam",143,"Noord-Holland",1
"115",1845,"Bedum",556,"Friesland",1
"116",1845,"Biervliet",100,"Zeeland",1
"117",1845,"Hemelumer",343,"Friesland",1
"118",1845,"Leek",445,"Groningen",1
"119",1845,"Weststellingwerd",1321,"Friesland",1
"120",1846,"Eindhoven",228,"Noord-Brabant",1
"121",1846,"Helmond",340,"Noord-Brabant",1
"122",1846,"nvt",97,"Zeeland",1
"123",1846,"Vught",837,"Noord-Brabant",1
"124",1846,"Westkapelle",871,"Zeeland",1
"125",1846,"Wissenkerke",896,"Zeeland",1
"126",1847,"Lemsterland",455,"Friesland",1
"127",1848,"Biervliet",100,"Zeeland",1
"128",1848,"Helmond",340,"Noord-Brabant",1
"129",1848,"Kampen",406,"Overijssel",1
"130",1848,"Loosdrecht",473,"Utrecht",1
"131",1848,"Philippine",630,"Zeeland",1
"132",1849,"Den Bosch",602,"Noord-Brabant",1
"133",1849,"Gemert",268,"Noord-Brabant",1
"134",1849,"Kampen",406,"Overijssel",1
"135",1849,"Tholen",366,"Zeeland",1
"136",1849,"Tiel",1063,"Noord-Brabant",1
"137",1850,"Avereest",167,"Overijssel",1
"138",1850,"Goes",284,"Zeeland",1
"139",1850,"Helmond",340,"Noord-Brabant",1
"140",1850,"Vogelwaard",822,"Zeeland",1
"141",1851,"Hemelumer",430,"Friesland",1
"142",1852,"nvt",958,"Zeeland",1
"143",1852,"Rilland-Bath",659,"Zeeland",1
"144",1853,"Helmond",340,"Noord-Brabant",1
"145",1853,"Nieuwer Amstel",26,"Noord-Holland",1
"146",1853,"nvt",950,"Drenthe",1
"147",1853,"nvt",951,"Friesland",1
"148",1853,"Ooststellingwerf",37,"Friesland",1
"149",1853,"Opsterland",760,"Friesland",1
"150",1854,"Hellendoorn",551,"Overijssel",1
"151",1854,"Schiedam",688,"Zuid-Holland",1
"152",1855,"Breda",131,"Noord-Brabant",1
"153",1855,"Hooge Zwaluwe",509,"Noord-Brabant",1
"154",1855,"nvt",951,"Friesland",1
"155",1856,"Avereest",167,"Overijssel",1
"156",1856,"Dokkum",193,"Friesland",1
"157",1856,"Opsterland",760,"Friesland",1
"158",1857,"",1047,"Zuid-Holland",1
"159",1857,"Heerjansdam",330,"Zuid-Holland",1
"160",1857,"nvt",959,"Zuid-Holland",1
"161",1857,"Utrecht",790,"Utrecht",1
"162",1858,"Hemelumer",430,"Friesland",1
"163",1858,"Skasterland",1143,"Friesland",1
"164",1858,"Ulrum",787,"Groningen",1
"165",1859,"Waalwijk",840,"Noord-Brabant",1
"166",1860,"Amsterdam",27,"Noord-Holland",1
"167",1860,"Smallingerland",606,"Friesland",1
"168",1860,"Steenwijk",735,"Overijssel",1
"169",1861,"Borssele",125,"Zeeland",1
"170",1861,"Breda",131,"Noord-Brabant",1
"171",1861,"Delft",173,"Zuid-Holland",1
"172",1861,"Deventer",181,"Overijssel",1
"173",1861,"Ommen",581,"Overijssel",1
"174",1861,"Steenwijk",735,"Overijssel",1
"175",1861,"Wilnis",888,"Utrecht",1
"176",1861,"Woensdrecht",899,"Noord-Brabant",1
"177",1862,"Emmen",233,"Drenthe",1
"178",1862,"Enschede",239,"Overijssel",1
"179",1862,"Enschede",471,"Overijssel",1
"180",1862,"Steenwijk",735,"Overijssel",1
"181",1863,"Brouwershaven",139,"Zeeland",1
"182",1863,"Harlingen",316,"Friesland",1
"183",1863,"Steenwijk",735,"Overijssel",1
"184",1863,"Wormerveer",907,"Noord-Holland",1
"185",1864,"Breda",131,"Noord-Brabant",1
"186",1864,"Groningen",299,"Groningen",1
"187",1864,"Steenwijk",735,"Overijssel",1
"188",1864,"Tilburg",770,"Noord-Brabant",1
"189",1864,"Zutphen",939,"Gelderland",1
"190",1865,"",1098,"nederland",1
"191",1865,"Amsterdam",27,"Noord-Holland",1
"192",1865,"Avereest",47,"Overijssel",1
"193",1865,"Borne",124,"Overijssel",1
"194",1865,"Gramsbergen",292,"Overijssel",1
"195",1865,"Hardenberg",311,"Overijssel",1
"196",1865,"Opsterland",75,"Friesland",1
"197",1865,"Opsterland",760,"Friesland",1
"198",1865,"Velsen",808,"Noord-Holland",2
"199",1865,"Weststellingwerd",1321,"Friesland",1
"200",1866,"",1098,"nederland",1
"201",1866,"Amsterdam",27,"Noord-Holland",1
"202",1866,"Avereest",167,"Overijssel",1
"203",1866,"Enschede",239,"Overijssel",1
"204",1866,"Roermond",661,"Limburg",1
"205",1866,"Rotterdam",432,"Zuid-Holland",1
"206",1866,"Steenwijkerwold",736,"Overijssel",1
"207",1866,"Velsen",808,"Noord-Holland",1
"208",1866,"Zuidbroek",929,"Groningen",1
"209",1867,"Amsterdam",27,"Noord-Holland",1
"210",1867,"Arnhem",42,"Gelderland",1
"211",1867,"Enschede",239,"Overijssel",1
"212",1867,"Nijmegen",550,"Gelderland",1
"213",1867,"Staphorst",730,"Overijssel",1
"214",1867,"Utrecht",790,"Utrecht",1
"215",1868,"Alphen ad Rijn",18,"Zuid-Holland",1
"216",1868,"Amsterdam",27,"Noord-Holland",1
"217",1868,"Den Haag",177,"Zuid-Holland",2
"218",1868,"Gouda",290,"Zuid-Holland",1
"219",1868,"Heerenveen",328,"Friesland",1
"220",1868,"Koudekerk ad Rijn",428,"Zuid-Holland",1
"221",1868,"Leiden",450,"Zuid-Holland",2
"222",1868,"nvt",956,"Overijssel",1
"223",1868,"Oldemarkt",618,"Overijssel",1
"224",1868,"Opsterland",75,"Friesland",1
"225",1868,"Opsterland",760,"Friesland",1
"226",1868,"Steenwijk",735,"Overijssel",1
"227",1868,"Weststellingwerd",1321,"Friesland",1
"228",1868,"Zwartsluis",944,"Overijssel",2
"229",1869,"",1285,"zeeland",1
"230",1869,"Almelo",15,"Overijssel",1
"231",1869,"Amsterdam",27,"Noord-Holland",2
"232",1869,"Arnemuiden",980,"Zeeland",1
"233",1869,"Breda",131,"Noord-Brabant",1
"234",1869,"Den Helder",178,"Noord-Holland",1
"235",1869,"Empel en Meerwijk",160,"Noord-Brabant",1
"236",1869,"Haarlem",304,"Noord-Holland",1
"237",1869,"Harlingen",316,"Friesland",1
"238",1869,"Heerenveen",328,"Friesland",2
"239",1869,"Kampen",406,"Overijssel",1
"240",1869,"Lemsterland",455,"Friesland",1
"241",1869,"Middelburg",500,"Zeeland",1
"242",1869,"Noordbroek",552,"Groningen",1
"243",1869,"nvt",953,"nederland",1
"244",1869,"Opsterland",74,"Friesland",1
"245",1869,"Opsterland",760,"Friesland",2
"246",1869,"Rotterdam",669,"Zuid-Holland",1
"247",1869,"Sneek",716,"Friesland",1
"248",1869,"Utrecht",790,"Utrecht",1
"249",1869,"Veere",804,"Zeeland",1
"250",1869,"Vlissingen",820,"Zeeland",1
"251",1869,"Wierden",875,"Overijssel",1
"252",1869,"Zevenhuizen",922,"Zuid-Holland",1
"253",1870,"Amsterdam",27,"Noord-Holland",7
"254",1870,"Breda",131,"Noord-Brabant",1
"255",1870,"Den Haag",177,"Zuid-Holland",1
"256",1870,"Dokkum",193,"Friesland",1
"257",1870,"Lemsterland",455,"Friesland",1
"258",1870,"Meppel",499,"Drenthe",1
"259",1870,"nvt",390,"Zuid-Holland",1
"260",1870,"Tietjerkst",768,"Friesland",1
"261",1870,"Vlissingen",820,"Zeeland",1
"262",1870,"Wageningen",843,"Gelderland",1
"263",1871,"Amsterdam",27,"Noord-Holland",1
"264",1871,"Delfzijl",174,"Groningen",1
"265",1871,"Den Haag",177,"Zuid-Holland",2
"266",1871,"Harlingen",316,"Friesland",1
"267",1871,"Heerenveen",771,"Friesland",1
"268",1871,"Hoorn",377,"Noord-Holland",1
"269",1871,"Loppersum",1113,"Groningen",1
"270",1871,"nvt",951,"Friesland",1
"271",1871,"Rotterdam",669,"Zuid-Holland",1
"272",1871,"Vlaardingen",815,"Zuid-Holland",2
"273",1871,"Weststellingwerd",1321,"Friesland",1
"274",1871,NA,NA,NA,1
"275",1872,"Almelo",15,"Overijssel",1
"276",1872,"Amsterdam",27,"Noord-Holland",5
"277",1872,"Arnhem",42,"Gelderland",1
"278",1872,"Borne",124,"Overijssel",1
"279",1872,"Delfshaven",172,"Zuid-Holland",1
"280",1872,"Den Haag",177,"Zuid-Holland",2
"281",1872,"Dordrecht",200,"Zuid-Holland",1
"282",1872,"Enschede",239,"Overijssel",2
"283",1872,"Gramsbergen",435,"Overijssel",1
"284",1872,"Heerenveen",328,"Friesland",1
"285",1872,"Hellendoorn",551,"Overijssel",1
"286",1872,"Leeuwarden",449,"Friesland",1
"287",1872,"Leiden",680,"Zuid-Holland",1
"288",1872,"Lemsterland",456,"Friesland",1
"289",1872,"Oldemarkt",576,"Overijssel",1
"290",1872,"Rotterdam",669,"Zuid-Holland",4
"291",1872,"Schiedam",688,"Zuid-Holland",1
"292",1872,"Schoonhoven",696,"Zuid-Holland",1
"293",1872,"Utrecht",790,"Utrecht",3
"294",1872,"Veenendaal",801,"Utrecht",1
"295",1872,"Vriezenveen",833,"Overijssel",1
"296",1872,"Weststellingwerf",872,"Friesland",1
"297",1872,"Wierden",875,"Overijssel",1
"298",1872,"Woerden",901,"Zuid-Holland",1
"299",1872,"Zaandam",911,"Noord-Holland",1
"300",1872,"Zwollerkerspel",947,"Overijssel",1
"301",1873,"Almelo",15,"Overijssel",3
"302",1873,"Amsterdam",27,"Noord-Holland",6
"303",1873,"Arnhem",42,"Gelderland",2
"304",1873,"Haarlem",304,"Noord-Holland",1
"305",1873,"Hengelo",345,"Overijssel",1
"306",1873,"Leiden",450,"Zuid-Holland",1
"307",1873,"Opsterland",74,"Friesland",1
"308",1873,"Opsterland",760,"Friesland",1
"309",1873,"Renkum",647,"Gelderland",2
"310",1873,"Weststellingwerf",1322,"Friesland",1
"311",1874,"Amsterdam",27,"Noord-Holland",2
"312",1874,"Avereest",167,"Overijssel",1
"313",1874,"Den Bosch",175,"Noord-Brabant",1
"314",1874,"Den Haag",177,"Zuid-Holland",1
"315",1874,"Eindhoven",228,"Noord-Brabant",1
"316",1874,"Gieten",530,"Drenthe",1
"317",1874,"Groningen",299,"Groningen",1
"318",1874,"Haskerland",317,"Friesland",1
"319",1874,"Leiden",450,"Zuid-Holland",1
"320",1874,"Oldebroek",940,"Gelderland",1
"321",1874,"Opsterland",74,"Friesland",1
"322",1874,"Opsterland",760,"Friesland",1
"323",1874,"Rotterdam",669,"Zuid-Holland",1
"324",1874,"Ulrum",787,"Groningen",1
"325",1874,"Utrecht",790,"Utrecht",1
"326",1875,"Almelo",15,"Overijssel",2
"327",1875,"Amsterdam",27,"Noord-Holland",1
"328",1875,"Delfshaven",172,"Zuid-Holland",1
"329",1875,"Haskerland",317,"Friesland",1
"330",1875,"Opsterland",760,"Friesland",1
"331",1875,"Vlissingen",820,"Zeeland",1
"332",1875,"Vriezenveen",833,"Overijssel",1
"333",1876,"Amsterdam",27,"Noord-Holland",8
"334",1876,"Enschede",239,"Overijssel",1
"335",1876,"Ham, Den",836,"Overijssel",1
"336",1876,"Haskerland",317,"Friesland",1
"337",1876,"Krommenie",436,"Noord-Holland",1
"338",1876,"Leiden",450,"Zuid-Holland",1
"339",1876,"Lienden",461,"Gelderland",1
"340",1876,"Maastricht",485,"Limburg",1
"341",1876,"Opsterland",74,"Friesland",1
"342",1876,"Opsterland",760,"Friesland",2
"343",1876,"Reeuwijk",643,"Zuid-Holland",1
"344",1876,"Rotterdam",669,"Zuid-Holland",1
"345",1876,"Sloten",710,"Noord-Holland",2
"346",1876,"Zutphen",939,"Gelderland",1
"347",1877,"Amsterdam",27,"Noord-Holland",3
"348",1877,"Arnhem",42,"Gelderland",1
"349",1877,"Delfshaven",172,"Zuid-Holland",1
"350",1878,"Amsterdam",27,"Noord-Holland",1
"351",1878,"Arnhem",354,"Gelderland",1
"352",1878,"Deventer",181,"Overijssel",1
"353",1879,"Deventer",181,"Overijssel",1
"354",1879,"Leerdam",448,"Zuid-Holland",1
"355",1879,"Sloten",710,"Noord-Holland",1
"356",1880,"",1097,"",1
"357",1880,"Bergen op Zoom",85,"Noord-Brabant",1
"358",1880,"Den Haag",177,"Zuid-Holland",2
"359",1880,"Deventer",181,"Overijssel",1
"360",1880,"Eindhoven",228,"Noord-Brabant",1
"361",1880,"Hoorn",377,"Noord-Holland",1
"362",1880,"Kampen",406,"Overijssel",1
"363",1880,"Leiden",450,"Zuid-Holland",1
"364",1880,"Liempde",460,"Noord-Brabant",1
"365",1880,"Norg",802,"Drenthe",1
"366",1880,"Opsterland",74,"Friesland",1
"367",1880,"Sloten",710,"Noord-Holland",1
"368",1880,"Wonseradeel",512,"Friesland",1
"369",1881,"Den Haag",687,"Zuid-Holland",1
"370",1881,"Lemsterland",456,"Friesland",1
"371",1881,"Zwolle",392,"Overijssel",1
"372",1882,"",1026,"Drenthe",1
"373",1882,"Den Haag",687,"Zuid-Holland",2
"374",1882,"Egmond aan Zee",225,"Noord-Holland",1
"375",1882,"Hoorn",377,"Noord-Holland",1
"376",1882,"Leiden",450,"Zuid-Holland",6
"377",1882,"Noordwijk",554,"Zuid-Holland",1
"378",1882,"Odoorn",796,"Drenthe",1
"379",1882,"Vlagtwedde",855,"Groningen",1
"380",1882,"Zaandam",911,"Noord-Holland",1
"381",1883,"Amsterdam",27,"Noord-Holland",2
"382",1883,"Breda",131,"Noord-Brabant",1
"383",1883,"Den Haag",687,"Zuid-Holland",1
"384",1883,"Deventer",181,"Overijssel",1
"385",1883,"Eindhoven",228,"Noord-Brabant",1
"386",1883,"Ham, Den",836,"Overijssel",1
"387",1883,"Heerenveen",328,"Friesland",1
"388",1883,"Hilversum",358,"Noord-Holland",1
"389",1883,"Lemsterland",590,"Friesland",1
"390",1883,"nvt",956,"Overijssel",1
"391",1883,"Renkum",647,"Gelderland",1
"392",1883,"Rotterdam",669,"Zuid-Holland",2
"393",1883,"Veenendaal",801,"Utrecht",4
"394",1883,"Waalwijk",94,"Noord-Brabant",1
"395",1883,"Westkapelle",871,"Zeeland",1
"396",1883,"Weststellingwerf",872,"Friesland",1
"397",1884,"Aalsmeer",1,"Noord-Holland",1
"398",1884,"Amsterdam",27,"Noord-Holland",1
"399",1884,"Diemen",183,"Noord-Holland",1
"400",1884,"Eindhoven",228,"Noord-Brabant",2
"401",1884,"Leeuwarder",740,"Friesland",3
"402",1884,"Maastricht",485,"Limburg",1
"403",1884,"Rotterdam",432,"Zuid-Holland",1
"404",1884,"Schiedam",688,"Zuid-Holland",1
"405",1884,"Steenwijk",735,"Overijssel",1
"406",1884,"Valkenswaard",795,"Noord-Brabant",1
"407",1884,"Weststellingwerf",872,"Friesland",1
"408",1884,"Winterswijk",893,"Overijssel",1
"409",1884,"Zevenaar",919,"Gelderland",1
"410",1884,"Zevenbergen",920,"Noord-Brabant",1
"411",1885,"Amsterdam",27,"Noord-Holland",5
"412",1885,"Den Haag",177,"Zuid-Holland",1
"413",1885,"Den Haag",687,"Zuid-Holland",1
"414",1885,"Haskerland",700,"Friesland",1
"415",1885,"Heerenveen",328,"Friesland",1
"416",1885,"Herwen",726,"Groningen",1
"417",1885,"Leiden",450,"Zuid-Holland",1
"418",1885,"Lemsterland",456,"Friesland",1
"419",1885,"Pernis",628,"Zuid-Holland",1
"420",1885,"Roosendaal",664,"Noord-Brabant",1
"421",1885,"Rotterdam",432,"Zuid-Holland",1
"422",1885,"Vught",837,"Noord-Brabant",1
"423",1885,"Weesperkarspel",858,"Noord-Holland",1
"424",1885,"Weststellingwerf",872,"Friesland",1
"425",1886,"Amsterdam",27,"Noord-Holland",3
"426",1886,"Best",95,"Noord-Brabant",1
"427",1886,"Den Haag",687,"Zuid-Holland",1
"428",1886,"Dokkum",193,"Friesland",1
"429",1886,"Dongen",195,"Noord-Brabant",1
"430",1886,"Doniawerstal",578,"Friesland",1
"431",1886,"Enschede",239,"Overijssel",1
"432",1886,"Helmond",340,"Noord-Brabant",1
"433",1886,"Hilversum",358,"Noord-Holland",1
"434",1886,"Maastricht",485,"Limburg",2
"435",1886,"Opsterland",600,"Friesland",1
"436",1886,"Scherpenzeel",686,"Gelderland",1
"437",1886,"Tilburg",770,"Noord-Brabant",1
"438",1886,"Weststellingwerf",872,"Friesland",1
"439",1887,"",965,"buitenland / abroad",1
"440",1887,"",1056,"Noord-Holland",1
"441",1887,"Amsterdam",27,"Noord-Holland",1
"442",1887,"Andel",978,"Noord-Brabant",1
"443",1887,"Den Bosch",175,"Noord-Brabant",1
"444",1887,"Den Haag",177,"Zuid-Holland",2
"445",1887,"Den Haag",687,"Zuid-Holland",1
"446",1887,"Enschede",239,"Overijssel",1
"447",1887,"Heerenveen",403,"Friesland",1
"448",1887,"Heteren",351,"Gelderland",1
"449",1887,"Opsterland",74,"Friesland",1
"450",1887,"Opsterland",760,"Friesland",1
"451",1887,"Rotterdam",669,"Zuid-Holland",2
"452",1887,"Stratum",745,"Noord-Brabant",1
"453",1887,"Tilburg",770,"Noord-Brabant",1
"454",1887,"Veenendaal",801,"Utrecht",1
"455",1887,"Weststellingwerf",872,"Friesland",1
"456",1888,"",1017,"Friesland",1
"457",1888,"Almelo",15,"Overijssel",2
"458",1888,"Amsterdam",27,"Noord-Holland",1
"459",1888,"Assen",44,"Drenthe",1
"460",1888,"Barradeel",61,"Friesland",1
"461",1888,"Blankenham",106,"Overijssel",1
"462",1888,"Blerick",108,"Limburg",1
"463",1888,"Blokzijl",112,"Overijssel",1
"464",1888,"Den Haag",177,"Zuid-Holland",1
"465",1888,"Enschede",239,"Overijssel",1
"466",1888,"Goor",286,"Overijssel",1
"467",1888,"Heerenveen",328,"Friesland",1
"468",1888,"Heerenveen",403,"Friesland",2
"469",1888,"Heerenveen",1081,"Friesland",1
"470",1888,"Helmond",340,"Noord-Brabant",2
"471",1888,"Hoogezand-",375,"Groningen",1
"472",1888,"nvt",950,"Drenthe",2
"473",1888,"Ooststellingwerf",37,"Friesland",1
"474",1888,"Opsterland",74,"Friesland",1
"475",1888,"Opsterland",760,"Friesland",1
"476",1888,"Putten",636,"Gelderland",1
"477",1888,"Veendam",800,"Groningen",1
"478",1888,"Weststellingwerf",872,"Friesland",1
"479",1889,"",1026,"Drenthe",1
"480",1889,"Amsterdam",27,"Noord-Holland",9
"481",1889,"Apeldoorn",35,"Gelderland",1
"482",1889,"Beek",63,"Limburg",1
"483",1889,"Borger",144,"Drenthe",1
"484",1889,"Den Bosch",175,"Noord-Brabant",2
"485",1889,"Diepenveen",185,"Overijssel",1
"486",1889,"Doniawerstal",578,"Friesland",1
"487",1889,"Eindhoven",228,"Noord-Brabant",1
"488",1889,"Goor",286,"Overijssel",1
"489",1889,"Haarlemmermeer",371,"Noord-Holland",1
"490",1889,"Hardenberg",311,"Overijssel",1
"491",1889,"Haskerland",317,"Friesland",1
"492",1889,"Haskerland",700,"Friesland",1
"493",1889,"Heerenveen",80,"Friesland",1
"494",1889,"Heerenveen",419,"Friesland",1
"495",1889,"Helvoirt",161,"Noord-Brabant",1
"496",1889,"Hilversum",358,"Noord-Holland",1
"497",1889,"Horst",296,"Limburg",1
"498",1889,"Katwijk",409,"Zuid-Holland",1
"499",1889,"Kerkrade",412,"Limburg",1
"500",1889,"Klundert",418,"Noord-Brabant",1
"501",1889,"Krommenie",436,"Noord-Holland",1
"502",1889,"Leiden",450,"Zuid-Holland",1
"503",1889,"Maarn",479,"Utrecht",2
"504",1889,"Maastricht",485,"Limburg",1
"505",1889,"onbekend",1208,"Friesland",1
"506",1889,"Onstwedde",519,"Groningen",1
"507",1889,"Ooststelli",593,"Friesland",1
"508",1889,"Ooststellingwerf",37,"Friesland",1
"509",1889,"Opsterland",760,"Friesland",1
"510",1889,"Pekela",627,"Groningen",1
"511",1889,"Rotterdam",669,"Zuid-Holland",8
"512",1889,"Sappemeer",678,"Groningen",1
"513",1889,"Smilde",715,"Drenthe",1
"514",1889,"Sneek",716,"Friesland",1
"515",1889,"Steenwijkerwold",736,"Overijssel",1
"516",1889,"Vlagtwedde",755,"Groningen",1
"517",1889,"Weststellingwerf",872,"Friesland",1
"518",1889,"Weststellingwerf",902,"Friesland",1
"519",1889,"Wildervank",728,"Groningen",1
"520",1890,"",1116,"",1
"521",1890,"Achtkarspelen",1000,"Friesland",1
"522",1890,"Amsterdam",27,"Noord-Holland",4
"523",1890,"Asten",46,"Noord-Brabant",1
"524",1890,"Avereest",47,"Overijssel",1
"525",1890,"Bildt, Het",102,"Friesland",2
"526",1890,"Bildt, Het",399,"Friesland",1
"527",1890,"Borger",144,"Drenthe",2
"528",1890,"Breda",131,"Noord-Brabant",1
"529",1890,"Coevorden",1138,"Drenthe",1
"530",1890,"Culemborg",162,"Gelderland",1
"531",1890,"Den Haag",177,"Zuid-Holland",1
"532",1890,"Elst",232,"Gelderland",1
"533",1890,"Emmen",524,"Drenthe",1
"534",1890,"Emmen",601,"Drenthe",1
"535",1890,"Emmen",668,"Drenthe",1
"536",1890,"Emmen",854,"Drenthe",1
"537",1890,"Enschede",239,"Overijssel",4
"538",1890,"Finsterwolde",251,"Groningen",1
"539",1890,"Groningen",299,"Groningen",2
"540",1890,"Haaften",301,"Gelderland",1
"541",1890,"Haskerland",547,"Friesland",1
"542",1890,"Heerenveen",9,"Friesland",1
"543",1890,"Heerenveen",328,"Friesland",1
"544",1890,"Heerenveen",419,"Friesland",1
"545",1890,"Heerenveen",771,"Friesland",1
"546",1890,"Helmond",340,"Noord-Brabant",1
"547",1890,"Hoogeveen",374,"Drenthe",1
"548",1890,"Lith",13,"Noord-Brabant",1
"549",1890,"Maastricht",485,"Limburg",1
"550",1890,"Midwolda",503,"Groningen",1
"551",1890,"Nijmegen",550,"Gelderland",1
"552",1890,"Odoorn",246,"Drenthe",2
"553",1890,"Odoorn",796,"Drenthe",1
"554",1890,"Odoorn",1185,"Drenthe",1
"555",1890,"Onstwedde",519,"Groningen",1
"556",1890,"Oosterhesselen",1225,"Drenthe",1
"557",1890,"Ooststellingwerf",37,"Friesland",1
"558",1890,"Opsterland",74,"Friesland",1
