"","JAAR","GEMEENTE","PlaatsID","PROVINCIE","howmuch"
"1717",1911,"Maassluis",484,"Zuid-Holland",2
"1718",1911,"Maastricht",485,"Limburg",2
"1719",1911,"Naaldwijk",520,"Zuid-Holland",1
"1720",1911,"Naarden",521,"Noord-Holland",1
"1721",1911,"Oirschot",571,"Noord-Brabant",1
"1722",1911,"Oldenzaal",577,"Overijssel",1
"1723",1911,"Onstwedde",583,"Groningen",1
"1724",1911,"Oosterhesselen",1225,"Drenthe",1
"1725",1911,"Opsterland",600,"Friesland",1
"1726",1911,"Pekela",626,"Groningen",1
"1727",1911,"Rheden",651,"Gelderland",2
"1728",1911,"Rheden",807,"Gelderland",1
"1729",1911,"Rotterdam",669,"Zuid-Holland",38
"1730",1911,"Schiedam",688,"Zuid-Holland",4
"1731",1911,"Sloten",710,"Noord-Holland",1
"1732",1911,"Smallingerland",714,"Friesland",1
"1733",1911,"Sneek",716,"Friesland",3
"1734",1911,"Utrecht",790,"Utrecht",2
"1735",1911,"Veenendaal",801,"Utrecht",1
"1736",1911,"Velsen",388,"Noord-Holland",5
"1737",1911,"Velsen",808,"Noord-Holland",2
"1738",1911,"Vlaardingen",815,"Zuid-Holland",1
"1739",1911,"Vlissingen",820,"Zeeland",3
"1740",1911,"Waalwijk",840,"Noord-Brabant",1
"1741",1911,"Wageningen",843,"Gelderland",1
"1742",1911,"Warnsveld",1194,"Gelderland",1
"1743",1911,"Weesp",857,"Noord-Holland",1
"1744",1911,"Westervoort",869,"Gelderland",1
"1745",1911,"Weststellingwerf",872,"Friesland",5
"1746",1911,"Winterswijk",893,"Overijssel",1
"1747",1911,"Woensel",900,"Noord-Brabant",1
"1748",1911,"Wormer",906,"Noord-Holland",1
"1749",1911,"Wormerveer",907,"Noord-Holland",5
"1750",1911,"Zaandam",911,"Noord-Holland",3
"1751",1911,"Zoelen",842,"Gelderland",1
"1752",1911,"Zutphen",939,"Gelderland",1
"1753",1911,NA,NA,NA,1
"1754",1912,"Alkmaar",14,"Noord-Holland",3
"1755",1912,"Almelo",15,"Overijssel",2
"1756",1912,"Amsterdam",27,"Noord-Holland",87
"1757",1912,"Amsterdam",143,"Noord-Holland",1
"1758",1912,"Amsterdam",533,"Noord-Holland",1
"1759",1912,"Anloo",32,"Drenthe",1
"1760",1912,"Axel",48,"Zeeland",1
"1761",1912,"Axel",713,"Zeeland",1
"1762",1912,"Baflo",55,"Groningen",1
"1763",1912,"Baflo",641,"Groningen",1
"1764",1912,"Bedum",556,"Friesland",2
"1765",1912,"Beemster",308,"Noord-Holland",1
"1766",1912,"Bergen",84,"Noord-Holland",1
"1767",1912,"Bergeyk",88,"Noord-Holland",1
"1768",1912,"Bildt, Het",102,"Friesland",1
"1769",1912,"Borger",120,"Drenthe",1
"1770",1912,"Boskoop",126,"Zuid-Holland",1
"1771",1912,"Breda",131,"Noord-Brabant",1
"1772",1912,"Brunssum",141,"Limburg",1
"1773",1912,"Bussum",150,"Noord-Holland",1
"1774",1912,"Coevorden",158,"Drenthe",1
"1775",1912,"Delft",173,"Zuid-Holland",1
"1776",1912,"Delft",834,"Zuid-Holland",2
"1777",1912,"Delfzijl",174,"Groningen",2
"1778",1912,"Den Bosch",175,"Noord-Brabant",4
"1779",1912,"Den Haag",177,"Zuid-Holland",15
"1780",1912,"Deventer",181,"Overijssel",4
"1781",1912,"Dirksland",189,"Zuid-Holland",1
"1782",1912,"Domburg",194,"Zeeland",1
"1783",1912,"Dordrecht",200,"Zuid-Holland",2
"1784",1912,"Echteld",395,"Gelderland",1
"1785",1912,"Eindhoven",228,"Noord-Brabant",2
"1786",1912,"Emmen",233,"Drenthe",2
"1787",1912,"Emmen",1196,"Drenthe",1
"1788",1912,"Enkhuizen",238,"Noord-Holland",2
"1789",1912,"Enschede",471,"Overijssel",1
"1790",1912,"Ermelo",563,"Gelderland",1
"1791",1912,"Finsterwolde",251,"Groningen",1
"1792",1912,"Gaasterland",257,"Friesland",1
"1793",1912,"Goor",286,"Overijssel",2
"1794",1912,"Gouda",290,"Zuid-Holland",2
"1795",1912,"Groningen",299,"Groningen",6
"1796",1912,"Haarlem",304,"Noord-Holland",1
"1797",1912,"Harlingen",316,"Friesland",3
"1798",1912,"Haskerland",402,"Friesland",1
"1799",1912,"Haskerland",700,"Friesland",1
"1800",1912,"Hattem",320,"Gelderland",1
"1801",1912,"Helmond",340,"Noord-Brabant",2
"1802",1912,"Hendrik Ido Ambacht",344,"Zuid-Holland",1
"1803",1912,"Hoedekensk",360,"Zeeland",1
"1804",1912,"Hoogeveen",20,"Drenthe",1
"1805",1912,"Hoogezand-",375,"Groningen",3
"1806",1912,"Hoogezand-",490,"Groningen",1
"1807",1912,"Hoorn",377,"Noord-Holland",1
"1808",1912,"Koog ad Zaan",425,"Noord-Holland",3
"1809",1912,"Krabbendijke",431,"Zeeland",1
"1810",1912,"Krommenie",436,"Noord-Holland",1
"1811",1912,"Kruiningen",437,"Zeeland",1
"1812",1912,"Leerdam",448,"Zuid-Holland",1
"1813",1912,"Leiden",450,"Zuid-Holland",5
"1814",1912,"Lochem",469,"Gelderland",1
"1815",1912,"Maastricht",485,"Limburg",1
"1816",1912,"Medemblik",492,"Noord-Holland",1
"1817",1912,"Menaldumadeel",73,"Friesland",2
"1818",1912,"Middelburg",500,"Zeeland",1
"1819",1912,"Middelhanrnis",501,"Zuid-Holland",1
"1820",1912,"Midwolda",503,"Groningen",1
"1821",1912,"Midwolda",595,"Groningen",1
"1822",1912,"Nieuw Lekkerkerk",525,"Zuid-Holland",1
"1823",1912,"Noordbroek",552,"Groningen",1
"1824",1912,"Noorddijk",674,"Groningen",1
"1825",1912,"Noordwijk",554,"Zuid-Holland",1
"1826",1912,"Odoorn",567,"Drenthe",4
"1827",1912,"Oldenzaal",577,"Overijssel",1
"1828",1912,"Onstwedde",583,"Groningen",3
"1829",1912,"Oostburg",584,"Zeeland",1
"1830",1912,"Oosthuizen",591,"Noord-Holland",1
"1831",1912,"Ooststelli",593,"Friesland",1
"1832",1912,"Oostvoorne",594,"Zuid-Holland",1
"1833",1912,"Ouder-Amstel",610,"Noord-Holland",2
"1834",1912,"Peize",624,"Drenthe",1
"1835",1912,"Pekela",626,"Groningen",2
"1836",1912,"Poortugaal",632,"Zuid-Holland",1
"1837",1912,"Rheden",651,"Gelderland",1
"1838",1912,"Rotterdam",669,"Zuid-Holland",31
"1839",1912,"Schiedam",688,"Zuid-Holland",9
"1840",1912,"Schoonhoven",696,"Zuid-Holland",1
"1841",1912,"Sleen",706,"Drenthe",1
"1842",1912,"Sliedrecht",707,"Zuid-Holland",1
"1843",1912,"Slochteren",709,"Groningen",1
"1844",1912,"Sloten",710,"Noord-Holland",1
"1845",1912,"Smallingerland",714,"Friesland",1
"1846",1912,"Stratum",745,"Noord-Brabant",1
"1847",1912,"Tegelen",751,"Limburg",1
"1848",1912,"Termunten",757,"Groningen",1
"1849",1912,"Terneuzen",758,"Zeeland",1
"1850",1912,"Tiel",766,"Noord-Brabant",2
"1851",1912,"Tilburg",770,"Noord-Brabant",3
"1852",1912,"Uithuizen",784,"Groningen",2
"1853",1912,"Uithuizermeeden",785,"Groningen",1
"1854",1912,"Usquert",789,"Groningen",1
"1855",1912,"Utrecht",790,"Utrecht",3
"1856",1912,"Valkenswaard",795,"Noord-Brabant",1
"1857",1912,"Veendam",800,"Groningen",2
"1858",1912,"Veenendaal",801,"Utrecht",3
"1859",1912,"Veere",804,"Zeeland",1
"1860",1912,"Velsen",808,"Noord-Holland",3
"1861",1912,"Venlo",809,"Limburg",1
"1862",1912,"Vlaardingen",815,"Zuid-Holland",2
"1863",1912,"Vlagtwedde",816,"Groningen",2
"1864",1912,"Vreeswijk",830,"Utrecht",1
"1865",1912,"Waalre",839,"Noord-Brabant",1
"1866",1912,"Waalwijk",840,"Noord-Brabant",1
"1867",1912,"Wageningen",843,"Gelderland",2
"1868",1912,"Weststellingwerf",872,"Friesland",2
"1869",1912,"Weststellingwerf",902,"Friesland",1
"1870",1912,"Wildervank",728,"Groningen",1
"1871",1912,"Wildervank",886,"Groningen",2
"1872",1912,"Winterswijk",893,"Overijssel",3
"1873",1912,"Wonseradeel",43,"Friesland",1
"1874",1912,"Wonseradeel",903,"Friesland",1
"1875",1912,"Wonseradeel",1150,"Friesland",1
"1876",1912,"Wonseradeel",1205,"Friesland",1
"1877",1912,"Wormerveer",907,"Noord-Holland",3
"1878",1912,"Woudenberg",908,"Utrecht",1
"1879",1912,"Zaandam",911,"Noord-Holland",4
"1880",1912,"Zaltbommel",913,"Gelderland",1
"1881",1912,"Zandt 't",914,"Groningen",1
"1882",1912,"Zeist",918,"Utrecht",1
"1883",1912,"Zijpe",629,"Noord-Holland",2
"1884",1912,"Zuidbroek",929,"Groningen",1
"1885",1912,"Zwijndrecht",945,"Zuid-Holland",1
"1886",1913,"",1037,"",1
"1887",1913,"",1098,"nederland",1
"1888",1913,"",1182,"",1
"1889",1913,"Abcoude",6,"Utrecht",1
"1890",1913,"Almelo",15,"Overijssel",5
"1891",1913,"Alphen ad Rijn",18,"Zuid-Holland",1
"1892",1913,"Alphen ad Rijn",613,"Zuid-Holland",1
"1893",1913,"Ameide",21,"Zuid-Holland",1
"1894",1913,"Amsterdam",27,"Noord-Holland",137
"1895",1913,"Amsterdam",533,"Noord-Holland",2
"1896",1913,"Anloo",32,"Drenthe",1
"1897",1913,"Appingedam",39,"Groningen",1
"1898",1913,"Arnhem",42,"Gelderland",6
"1899",1913,"Assen",44,"Drenthe",5
"1900",1913,"Barradeel",61,"Friesland",5
"1901",1913,"Beemster",67,"Noord-Holland",1
"1902",1913,"Beverwijk",98,"Noord-Holland",2
"1903",1913,"Bierum",99,"Groningen",1
"1904",1913,"Bolsward",116,"Friesland",1
"1905",1913,"Borger",120,"Drenthe",1
"1906",1913,"Borger",1028,"Drenthe",1
"1907",1913,"Borne",124,"Overijssel",1
"1908",1913,"Breda",131,"Noord-Brabant",2
"1909",1913,"Bussum",150,"Noord-Holland",3
"1910",1913,"Culemborg",162,"Gelderland",1
"1911",1913,"Delft",173,"Zuid-Holland",1
"1912",1913,"Delfzijl",174,"Groningen",5
"1913",1913,"Delfzijl",861,"Groningen",1
"1914",1913,"Delfzijl",1068,"Groningen",1
"1915",1913,"Den Bosch",175,"Noord-Brabant",4
"1916",1913,"Den Haag",177,"Zuid-Holland",21
"1917",1913,"Den Helder",178,"Noord-Holland",1
"1918",1913,"Deventer",181,"Overijssel",8
"1919",1913,"Dinteloord",188,"Noord-Brabant",1
"1920",1913,"Dodewaard",190,"Gelderland",1
"1921",1913,"Doetinchem",192,"Gelderland",1
"1922",1913,"Dordrecht",200,"Zuid-Holland",2
"1923",1913,"Druten",208,"Gelderland",1
"1924",1913,"Ede",215,"Gelderland",1
"1925",1913,"Eindhoven",228,"Noord-Brabant",2
"1926",1913,"Emmen",233,"Drenthe",3
"1927",1913,"Emmen",527,"Drenthe",1
"1928",1913,"Enkhuizen",238,"Noord-Holland",2
"1929",1913,"Enschede",239,"Overijssel",4
"1930",1913,"Ferwerderadeel",249,"Friesland",1
"1931",1913,"Fijnaart/H",250,"Noord-Brabant",1
"1932",1913,"Finsterwolde",251,"Groningen",2
"1933",1913,"Franeker",1038,"Friesland",1
"1934",1913,"Gasselte",259,"Drenthe",1
"1935",1913,"Geldermalsen",265,"Gelderland",1
"1936",1913,"Gorinchem",287,"Zuid-Holland",1
"1937",1913,"Gouda",290,"Zuid-Holland",3
"1938",1913,"Grave",293,"Noord-Brabant",1
"1939",1913,"Groesbeek",298,"Gelderland",2
"1940",1913,"Groningen",299,"Groningen",6
"1941",1913,"Haarlem",304,"Noord-Holland",9
"1942",1913,"Hardenberg",311,"Overijssel",2
"1943",1913,"Harderwijk",312,"Overijssel",1
"1944",1913,"Harlingen",316,"Friesland",1
"1945",1913,"Hellendoorn",338,"Overijssel",1
"1946",1913,"Helmond",340,"Noord-Brabant",2
"1947",1913,"Hengelo",345,"Overijssel",1
"1948",1913,"Hillegom",356,"Zuid-Holland",2
"1949",1913,"Hilversum",358,"Noord-Holland",3
"1950",1913,"Hoogezand-",375,"Groningen",3
"1951",1913,"Hoorn",377,"Noord-Holland",1
"1952",1913,"Huizen",382,"Noord-Holland",1
"1953",1913,"Katwijk",409,"Zuid-Holland",1
"1954",1913,"Krimpen ad Ijssel",433,"Zuid-Holland",1
"1955",1913,"Krommenie",436,"Noord-Holland",2
"1956",1913,"Langedijk",441,"Noord-Holland",1
"1957",1913,"Leek",445,"Groningen",1
"1958",1913,"Leerdam",448,"Zuid-Holland",2
"1959",1913,"Leeuwarden",449,"Friesland",4
"1960",1913,"Leiden",450,"Zuid-Holland",4
"1961",1913,"Leiderdorp",451,"Zuid-Holland",1
"1962",1913,"Lienden",461,"Gelderland",1
"1963",1913,"Limmen",465,"Noord-Holland",1
"1964",1913,"Loon op Zand",472,"Noord-Brabant",1
"1965",1913,"Loppersum",475,"Groningen",1
"1966",1913,"Maarssen",480,"Utrecht",1
"1967",1913,"Maassluis",484,"Zuid-Holland",2
"1968",1913,"Maastricht",485,"Limburg",3
"1969",1913,"Meeden",493,"Groningen",1
"1970",1913,"Meppel",499,"Drenthe",1
"1971",1913,"Middelburg",500,"Zeeland",1
"1972",1913,"Midwolda",503,"Groningen",1
"1973",1913,"Montfoort",514,"Utrecht",2
"1974",1913,"Muntendam",518,"Groningen",2
"1975",1913,"Naaldwijk",520,"Zuid-Holland",1
"1976",1913,"Nieuwenhoorn",535,"Zuid-Holland",1
"1977",1913,"Nieuwerker",537,"Zeeland",3
"1978",1913,"Nieuwolda",541,"Groningen",2
"1979",1913,"Nijmegen",550,"Gelderland",1
"1980",1913,"Noordbroek",552,"Groningen",1
"1981",1913,"nvt",953,"nederland",1
"1982",1913,"Odoorn",567,"Drenthe",2
"1983",1913,"Oisterwijk",572,"Noord-Brabant",3
"1984",1913,"Oldenzaal",577,"Overijssel",3
"1985",1913,"Onstwedde",583,"Groningen",3
"1986",1913,"Oosterhess",587,"Drenthe",1
"1987",1913,"Ooststellingwerf",37,"Friesland",1
"1988",1913,"Oss",603,"Noord-Brabant",2
"1989",1913,"Oud-Beijer",614,"Zuid-Holland",1
"1990",1913,"Ouder-Amstel",610,"Noord-Holland",4
"1991",1913,"Pekela",626,"Groningen",2
"1992",1913,"Pekela",627,"Groningen",2
"1993",1913,"Pernis",628,"Zuid-Holland",1
"1994",1913,"Renkum",586,"Gelderland",1
"1995",1913,"Renkum",647,"Gelderland",3
"1996",1913,"Rheden",186,"Gelderland",2
"1997",1913,"Roden",660,"Drenthe",1
"1998",1913,"Rotterdam",669,"Zuid-Holland",44
"1999",1913,"Sappemeer",678,"Groningen",1
"2000",1913,"Schagen",682,"Noord-Holland",1
"2001",1913,"Schiedam",688,"Zuid-Holland",7
"2002",1913,"Sleen",697,"Drenthe",2
"2003",1913,"Sleen",706,"Drenthe",2
"2004",1913,"Slochteren",709,"Groningen",4
"2005",1913,"Sloten",710,"Noord-Holland",3
"2006",1913,"Smilde",715,"Drenthe",1
"2007",1913,"Sneek",716,"Friesland",2
"2008",1913,"Steenwijk",735,"Overijssel",3
"2009",1913,"Steenwijkerwold",736,"Overijssel",1
"2010",1913,"Stratum",745,"Noord-Brabant",1
"2011",1913,"Termunten",122,"Groningen",1
"2012",1913,"Termunten",757,"Groningen",2
"2013",1913,"Termunten",1180,"Groningen",1
"2014",1913,"Tiel",766,"Noord-Brabant",3
"2015",1913,"Tilburg",770,"Noord-Brabant",11
"2016",1913,"Uithoorn",783,"Noord-Holland",1
"2017",1913,"Utrecht",790,"Utrecht",4
"2018",1913,"Valkenswaard",795,"Noord-Brabant",1
"2019",1913,"Veendam",800,"Groningen",5
"2020",1913,"Veendam",962,"Groningen",1
"2021",1913,"Veldhoven",916,"Noord-Brabant",1
"2022",1913,"Velsen",388,"Noord-Holland",1
"2023",1913,"Velsen",808,"Noord-Holland",2
"2024",1913,"Vlaardingen",815,"Zuid-Holland",5
"2025",1913,"Vlagtwedde",816,"Groningen",2
"2026",1913,"Vriezenveen",833,"Overijssel",2
"2027",1913,"Wageningen",843,"Gelderland",1
"2028",1913,"Warffum",848,"Groningen",1
"2029",1913,"Wedde",110,"Groningen",1
"2030",1913,"Wedde",853,"Groningen",1
"2031",1913,"Weesp",857,"Noord-Holland",2
"2032",1913,"Weststellingwerf",872,"Friesland",3
"2033",1913,"Wijchen",879,"Gelderland",1
"2034",1913,"Wijhe",880,"Overijssel",1
"2035",1913,"Wildervank",728,"Groningen",2
"2036",1913,"Wildervank",886,"Groningen",2
"2037",1913,"Winschoten",891,"Groningen",1
"2038",1913,"Zaandam",911,"Noord-Holland",7
"2039",1913,"Zaandijk",912,"Noord-Holland",1
"2040",1913,"Zeist",918,"Utrecht",2
"2041",1913,"Zoeterwoude",926,"Zuid-Holland",1
"2042",1913,"Zwolle",946,"Overijssel",2
"2043",1913,"Zwolle",976,"Overijssel",1
"2044",1914,"Alkmaar",14,"Noord-Holland",1
"2045",1914,"Almelo",15,"Overijssel",2
"2046",1914,"Amersfoort",23,"Utrecht",5
"2047",1914,"Amsterdam",27,"Noord-Holland",66
"2048",1914,"Amsterdam",711,"Noord-Holland",1
"2049",1914,"Apeldoorn",35,"Gelderland",1
"2050",1914,"Apeldoorn",66,"Gelderland",1
"2051",1914,"Appingedam",39,"Groningen",1
"2052",1914,"Arnhem",42,"Gelderland",3
"2053",1914,"Beerta",68,"Groningen",2
"2054",1914,"Bergen op Zoom",85,"Noord-Brabant",1
"2055",1914,"Bierum",99,"Groningen",1
"2056",1914,"Bolsward",116,"Friesland",1
"2057",1914,"Borger",120,"Drenthe",2
"2058",1914,"Borger",144,"Drenthe",1
"2059",1914,"Borger",997,"Drenthe",1
"2060",1914,"Borger",998,"Drenthe",1
"2061",1914,"Borne",124,"Overijssel",1
"2062",1914,"Boxmeer",128,"Noord-Brabant",1
"2063",1914,"Boxtel",129,"Noord-Brabant",1
"2064",1914,"Breda",131,"Noord-Brabant",3
"2065",1914,"Bussum",150,"Noord-Holland",1
"2066",1914,"Culemborg",162,"Gelderland",1
"2067",1914,"Dalfsen",1009,"Overijssel",1
"2068",1914,"Den Bosch",175,"Noord-Brabant",5
"2069",1914,"Den Haag",177,"Zuid-Holland",12
"2070",1914,"Deventer",181,"Overijssel",10
"2071",1914,"Dodewaard",190,"Gelderland",1
"2072",1914,"Doorn",197,"Utrecht",1
"2073",1914,"Dordrecht",200,"Zuid-Holland",6
"2074",1914,"Ede",215,"Gelderland",1
"2075",1914,"Eindhoven",228,"Noord-Brabant",3
"2076",1914,"Emmen",233,"Drenthe",2
"2077",1914,"Emmen",234,"Drenthe",2
"2078",1914,"Enschede",239,"Overijssel",6
"2079",1914,"Enschede",471,"Overijssel",1
"2080",1914,"Franeker",253,"Friesland",1
"2081",1914,"Geertruidenberg",264,"Noord-Brabant",2
"2082",1914,"Geldrop",266,"Noord-Brabant",1
"2083",1914,"Gorinchem",287,"Zuid-Holland",1
"2084",1914,"Gouda",290,"Zuid-Holland",7
"2085",1914,"Groningen",299,"Groningen",6
"2086",1914,"Haarlem",304,"Noord-Holland",8
"2087",1914,"Haren",314,"Groningen",2
"2088",1914,"Harlingen",316,"Friesland",5
"2089",1914,"Haskerland",402,"Friesland",1
"2090",1914,"Haskerland",700,"Friesland",1
"2091",1914,"Heerenveen",328,"Friesland",2
"2092",1914,"Heerenveen",1087,"Friesland",1
"2093",1914,"Heerenveen",1122,"Friesland",1
"2094",1914,"Heerenveen",1142,"Friesland",1
"2095",1914,"Helmond",340,"Noord-Brabant",1
"2096",1914,"Hengelo",345,"Overijssel",1
"2097",1914,"Heusden",353,"Noord-Brabant",1
"2098",1914,"Hilversum",358,"Noord-Holland",1
"2099",1914,"Hoogezand-",375,"Groningen",2
"2100",1914,"Hoogezand-",865,"Groningen",1
"2101",1914,"Hoogkerk",376,"Groningen",1
"2102",1914,"Hoorn",377,"Noord-Holland",1
"2103",1914,"Idaarderadeel",396,"Friesland",1
"2104",1914,"Krommenie",436,"Noord-Holland",1
"2105",1914,"Leeuwarden",449,"Friesland",2
"2106",1914,"Leiden",450,"Zuid-Holland",8
"2107",1914,"Lisse",466,"Zuid-Holland",1
"2108",1914,"Maastricht",485,"Limburg",4
"2109",1914,"Meppel",499,"Drenthe",2
"2110",1914,"Middelburg",500,"Zeeland",1
"2111",1914,"Midwolda",503,"Groningen",2
"2112",1914,"Muntendam",518,"Groningen",1
"2113",1914,"Nieuwolda",541,"Groningen",1
"2114",1914,"Nijmegen",550,"Gelderland",2
"2115",1914,"Noordbroek",552,"Groningen",1
"2116",1914,"Noorddijk",553,"Groningen",1
"2117",1914,"Noordwijkerhout",555,"Zuid-Holland",3
"2118",1914,"Odoorn",567,"Drenthe",2
"2119",1914,"Odoorn",796,"Drenthe",1
"2120",1914,"Onstwedde",519,"Groningen",1
"2121",1914,"Onstwedde",583,"Groningen",2
"2122",1914,"Ooststelli",593,"Friesland",3
"2123",1914,"Oostzaan",596,"Noord-Holland",1
"2124",1914,"Opsterland",288,"Friesland",2
"2125",1914,"Opsterland",600,"Friesland",1
"2126",1914,"Oss",603,"Noord-Brabant",1
"2127",1914,"Pekela",627,"Groningen",1
"2128",1914,"Renkum",647,"Gelderland",1
"2129",1914,"Reusel",649,"Noord-Brabant",1
"2130",1914,"Rheden",651,"Gelderland",1
"2131",1914,"Rijswijk",658,"Zuid-Holland",2
"2132",1914,"Rilland-Bath",659,"Zeeland",1
"2133",1914,"Rotterdam",361,"Zuid-Holland",1
"2134",1914,"Rotterdam",669,"Zuid-Holland",27
"2135",1914,"Ruinen",672,"Drenthe",1
"2136",1914,"Scheemda",684,"Groningen",2
"2137",1914,"Scherpenzeel",686,"Gelderland",1
"2138",1914,"Schiedam",688,"Zuid-Holland",6
"2139",1914,"Schoten",699,"Noord-Holland",1
"2140",1914,"Sleen",706,"Drenthe",2
"2141",1914,"Slochteren",709,"Groningen",1
"2142",1914,"Sloten",710,"Noord-Holland",3
"2143",1914,"Smallingerland",714,"Friesland",2
"2144",1914,"Steenwijkerwold",736,"Overijssel",1
"2145",1914,"Stellendam",739,"Zuid-Holland",1
"2146",1914,"Tegelen",751,"Limburg",1
"2147",1914,"Termunten",757,"Groningen",1
"2148",1914,"Termunten",1206,"Groningen",1
"2149",1914,"Terneuzen",758,"Zeeland",1
"2150",1914,"Tiel",766,"Noord-Brabant",1
"2151",1914,"Tilburg",770,"Noord-Brabant",4
"2152",1914,"Utrecht",790,"Utrecht",3
"2153",1914,"Veendam",800,"Groningen",4
"2154",1914,"Veendam",1135,"Groningen",1
"2155",1914,"Velsen",388,"Noord-Holland",1
"2156",1914,"Velsen",808,"Noord-Holland",2
"2157",1914,"Vlagtwedde",753,"Groningen",1
"2158",1914,"Vlagtwedde",799,"Groningen",1
"2159",1914,"Vlagtwedde",816,"Groningen",1
"2160",1914,"Vledder",817,"Drenthe",1
"2161",1914,"Vriezenveen",833,"Overijssel",2
"2162",1914,"Watergraaf",852,"Noord-Holland",1
"2163",1914,"Wedde",853,"Groningen",2
"2164",1914,"Weert",856,"Limburg",1
"2165",1914,"Weesp",857,"Noord-Holland",1
"2166",1914,"Weststellingwerf",872,"Friesland",2
"2167",1914,"Wildervank",57,"Groningen",1
"2168",1914,"Wildervank",728,"Groningen",4
"2169",1914,"Wildervank",886,"Groningen",2
"2170",1914,"Winschoten",891,"Groningen",4
"2171",1914,"Wormerveer",907,"Noord-Holland",1
"2172",1914,"Woudenberg",908,"Utrecht",1
"2173",1914,"Zaandam",911,"Noord-Holland",9
"2174",1914,"Zaandijk",912,"Noord-Holland",1
"2175",1914,"Zeist",918,"Utrecht",2
"2176",1914,"Zijpe",629,"Noord-Holland",1
"2177",1914,"Zutphen",939,"Gelderland",1
"2178",1914,"Zwijndrecht",1224,"Zuid-Holland",1
"2179",1914,"Zwolle",946,"Overijssel",1
"2180",1914,NA,NA,NA,5
"2181",1915,"",1098,"nederland",1
"2182",1915,"",1174,"",1
"2183",1915,"Almelo",15,"Overijssel",2
"2184",1915,"Amersfoort",23,"Utrecht",1
"2185",1915,"Amsterdam",27,"Noord-Holland",87
"2186",1915,"Amsterdam",533,"Noord-Holland",1
"2187",1915,"Arnhem",42,"Gelderland",3
"2188",1915,"Avereest",167,"Overijssel",1
"2189",1915,"Bloemendaal",111,"Noord-Holland",1
"2190",1915,"Borger",120,"Drenthe",2
"2191",1915,"Borne",124,"Overijssel",1
"2192",1915,"Breda",131,"Noord-Brabant",1
"2193",1915,"Bussum",150,"Noord-Holland",1
"2194",1915,"Coevorden",158,"Drenthe",1
"2195",1915,"Delft",173,"Zuid-Holland",2
"2196",1915,"Delft",834,"Zuid-Holland",1
"2197",1915,"Delfzijl",174,"Groningen",1
"2198",1915,"Den Bosch",175,"Noord-Brabant",2
"2199",1915,"Den Haag",177,"Zuid-Holland",16
"2200",1915,"Den Haag",687,"Zuid-Holland",1
"2201",1915,"Den Helder",178,"Noord-Holland",2
"2202",1915,"Deventer",181,"Overijssel",2
"2203",1915,"Dodewaard",190,"Gelderland",1
"2204",1915,"Echteld",213,"Gelderland",1
"2205",1915,"Eindhoven",228,"Noord-Brabant",3
"2206",1915,"Emmen",233,"Drenthe",2
"2207",1915,"Emmen",527,"Drenthe",1
"2208",1915,"Emmen",601,"Drenthe",1
"2209",1915,"Emmen",1118,"Drenthe",1
"2210",1915,"Enkhuizen",238,"Noord-Holland",1
"2211",1915,"Enschede",239,"Overijssel",1
"2212",1915,"Franeker",1038,"Friesland",1
"2213",1915,"Goedereede",283,"Zuid-Holland",1
"2214",1915,"Gorinchem",287,"Zuid-Holland",1
"2215",1915,"Gouda",290,"Zuid-Holland",5
"2216",1915,"Gramsbergen",292,"Overijssel",1
"2217",1915,"Groningen",299,"Groningen",9
"2218",1915,"Haarlem",304,"Noord-Holland",5
"2219",1915,"Haren",314,"Groningen",1
"2220",1915,"Harlingen",316,"Friesland",2
"2221",1915,"Haskerland",700,"Friesland",1
"2222",1915,"Havelte",322,"Drenthe",3
"2223",1915,"Heinenoord",335,"Zuid-Holland",1
"2224",1915,"Hellendoorn",338,"Overijssel",1
"2225",1915,"Helmond",340,"Noord-Brabant",1
"2226",1915,"Hengelo",345,"Overijssel",2
"2227",1915,"Heusden",353,"Noord-Brabant",2
"2228",1915,"Hilversum",358,"Noord-Holland",2
"2229",1915,"Hoogezand-",375,"Groningen",1
"2230",1915,"Kerkrade",412,"Limburg",1
"2231",1915,"Kollumerla",424,"Friesland",1
"2232",1915,"Koog ad Zaan",425,"Noord-Holland",1
"2233",1915,"Leiden",450,"Zuid-Holland",9
"2234",1915,"Leiderdorp",451,"Zuid-Holland",1
"2235",1915,"Maassluis",484,"Zuid-Holland",1
"2236",1915,"Maastricht",485,"Limburg",1
"2237",1915,"Middelhanrnis",501,"Zuid-Holland",1
"2238",1915,"Midwolda",503,"Groningen",2
"2239",1915,"Neede",523,"Gelderland",1
"2240",1915,"Nieuwolda",541,"Groningen",1
"2241",1915,"Noordbroek",552,"Groningen",1
"2242",1915,"Norg",559,"Drenthe",1
"2243",1915,"nvt",950,"Drenthe",1
"2244",1915,"Odoorn",567,"Drenthe",1
"2245",1915,"Onstwedde",583,"Groningen",1
"2246",1915,"Oost-Soubu",597,"Zeeland",1
"2247",1915,"Oosterhout",588,"Noord-Brabant",1
"2248",1915,"Opsterland",600,"Friesland",1
"2249",1915,"Pekela",626,"Groningen",1
"2250",1915,"Pekela",627,"Groningen",2
"2251",1915,"Raamsdonk",639,"Noord-Brabant",1
"2252",1915,"Rijswijk",658,"Zuid-Holland",2
"2253",1915,"Rolde",662,"Drenthe",3
"2254",1915,"Rotterdam",669,"Zuid-Holland",24
"2255",1915,"Sappemeer",678,"Groningen",1
