Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Bodegraven;KD97;;A. Knijff;3034
Bodegraven;KD97;;mr. J.C.von Briel Sasse;2988
Delft;KD45;Kiesgerechtigden;;5119
Delft;KD45;Opkomst;;4436
Delft;KD45;AantalStembriefjes;;4436
Delft;KD45;AantalGeldigeStemmen;;4383
Delft;KD45;AantalBlancoStemmen;;53
Delft;KD45;;mr. H.A.van de Velde;2327
Delft;KD45;;mr. N.G. Pierson;2056
Den Helder;KD94;Kiesgerechtigden;;6598
Den Helder;KD94;Opkomst;;5426
Den Helder;KD94;AantalStembriefjes;;5426
Den Helder;KD94;AantalGeldigeStemmen;;5374
Den Helder;KD94;AantalBlancoStemmen;;52
Den Helder;KD94;;A.P. Staalman;2918
Den Helder;KD94;;dr. C. Lely;2456
Deventer;KD14;Kiesgerechtigden;;6697
Deventer;KD14;Opkomst;;5538
Deventer;KD14;AantalStembriefjes;;5538
Deventer;KD14;AantalGeldigeStemmen;;5504
Deventer;KD14;AantalBlancoStemmen;;34
Deventer;KD14;;J. Stoffel;3248
Deventer;KD14;;mr. A.van Delden;2256
Doetinchem;KD21;Kiesgerechtigden;;8470
Doetinchem;KD21;Opkomst;;7874
Doetinchem;KD21;AantalStembriefjes;;7874
Doetinchem;KD21;AantalGeldigeStemmen;;7770
Doetinchem;KD21;AantalBlancoStemmen;;104
Doetinchem;KD21;;mr. H.F. Hesselink van Suchtelen;3962
Doetinchem;KD21;;H.A. Pauwen;3808
Dokkum;KD8;Kiesgerechtigden;;5279
Dokkum;KD8;Opkomst;;4745
Dokkum;KD8;AantalStembriefjes;;4745
Dokkum;KD8;AantalGeldigeStemmen;;4722
Dokkum;KD8;AantalBlancoStemmen;;23
Dokkum;KD8;;mr. E. Schaafsma;2418
Dokkum;KD8;;H. Pollema;2304
Dordrecht;KD42;Kiesgerechtigden;;5012
Dordrecht;KD42;Opkomst;;4516
Dordrecht;KD42;AantalStembriefjes;;4516
Dordrecht;KD42;AantalGeldigeStemmen;;4462
Dordrecht;KD42;AantalBlancoStemmen;;54
Dordrecht;KD42;;S.M.H.van Gijn;2296
Dordrecht;KD42;;mr. J.M. Rens;2166
Enschede;KD16;Kiesgerechtigden;;8778
Enschede;KD16;Opkomst;;8492
Enschede;KD16;AantalStembriefjes;;8492
Enschede;KD16;AantalGeldigeStemmen;;8468
Enschede;KD16;AantalBlancoStemmen;;24
Enschede;KD16;;mr. N.G. Pierson;4539
Enschede;KD16;;mr. A.F. Vos de Wael;3929
Franeker;KD11;Kiesgerechtigden;;5651
Franeker;KD11;Opkomst;;4484
Franeker;KD11;AantalStembriefjes;;4484
Franeker;KD11;AantalGeldigeStemmen;;4437
Franeker;KD11;AantalBlancoStemmen;;47
Franeker;KD11;;F. Lieftinck;2476
Franeker;KD11;;H. Kamstra;1961
Gouda;KD40;Kiesgerechtigden;;5728
Gouda;KD40;Opkomst;;5169
Gouda;KD40;AantalStembriefjes;;5169
Gouda;KD40;AantalGeldigeStemmen;;5138
Gouda;KD40;AantalBlancoStemmen;;31
Gouda;KD40;;mr. C.J.E.graaf van Bylandt;2584
Gouda;KD40;;L.F. Duymaer van Twist;2554
Groningen;KD1;Kiesgerechtigden;;5630
Groningen;KD1;Opkomst;;4492
Groningen;KD1;AantalStembriefjes;;4492
Groningen;KD1;AantalGeldigeStemmen;;4423
Groningen;KD1;AantalBlancoStemmen;;69
Groningen;KD1;;mr. H.L. Drucker;2651
Groningen;KD1;;mr. S.van Houten;1703
Haarlemmermeer;KD76;Kiesgerechtigden;;7971
Haarlemmermeer;KD76;Opkomst;;6880
Haarlemmermeer;KD76;AantalStembriefjes;;6880
Haarlemmermeer;KD76;AantalGeldigeStemmen;;6810
Haarlemmermeer;KD76;AantalBlancoStemmen;;70
Haarlemmermeer;KD76;;G.B.'t Hooft;3651
Haarlemmermeer;KD76;;mr. F.J.M.A. Reekers;3159
Harlingen;KD80;Kiesgerechtigden;;5679
Harlingen;KD80;Opkomst;;4785
Harlingen;KD80;AantalStembriefjes;;4785
Harlingen;KD80;AantalGeldigeStemmen;;4723
Harlingen;KD80;AantalBlancoStemmen;;62
Harlingen;KD80;;A. Bouman;2472
Harlingen;KD80;;jhr.mr. T.A.J.van Asch van Wijck;2251
Hontenisse;KD101;Kiesgerechtigden;;5976
Hontenisse;KD101;Opkomst;;5171
Hontenisse;KD101;AantalStembriefjes;;5171
Hontenisse;KD101;AantalGeldigeStemmen;;5121
Hontenisse;KD101;AantalBlancoStemmen;;50
Hontenisse;KD101;;mr. J.G.van Deinse;2679
Hontenisse;KD101;;mr. F.J.F.M. Walter;2424
Hoogezand;KD107;Kiesgerechtigden;;5334
Hoogezand;KD107;Opkomst;;4396
Hoogezand;KD107;AantalStembriefjes;;4396
Hoogezand;KD107;AantalGeldigeStemmen;;4355
Hoogezand;KD107;AantalBlancoStemmen;;41
Hoogezand;KD107;;mr. J.D. Veegens;2800
Hoogezand;KD107;;A. Wiersinga;1594
Katwijk;KD96;Kiesgerechtigden;;5728
Katwijk;KD96;Opkomst;;5140
Katwijk;KD96;AantalStembriefjes;;5140
Katwijk;KD96;AantalGeldigeStemmen;;5082
Katwijk;KD96;AantalBlancoStemmen;;58
Katwijk;KD96;;J.H. Donner;2723
Katwijk;KD96;;jhr. J.W.J.C.M.van Nispen tot Sevenaer;2359
Leeuwarden;KD7;Kiesgerechtigden;;5366
Leeuwarden;KD7;Opkomst;;3786
Leeuwarden;KD7;AantalStembriefjes;;3786
Leeuwarden;KD7;AantalGeldigeStemmen;;3675
Leeuwarden;KD7;AantalBlancoStemmen;;11
Leeuwarden;KD7;;mr. P.J. Troelstra;1872
Leeuwarden;KD7;;C.V. Gerritsen;1803
Loosduinen;KD98;Kiesgerechtigden;;6762
Loosduinen;KD98;Opkomst;;5510
Loosduinen;KD98;AantalStembriefjes;;5510
Loosduinen;KD98;AantalGeldigeStemmen;;5428
Loosduinen;KD98;AantalBlancoStemmen;;82
Loosduinen;KD98;;A. Brummelkamp jr.;3017
Loosduinen;KD98;;mr. A.H.M.van Berckel;2411
Middelburg;KD51;Kiesgerechtigden;;7262
Middelburg;KD51;Opkomst;;6377
Middelburg;KD51;AantalStembriefjes;;6377
Middelburg;KD51;AantalGeldigeStemmen;;6260
Middelburg;KD51;AantalBlancoStemmen;;117
Middelburg;KD51;;mr. C. Lucasse;3137
Middelburg;KD51;;mr. E. Fokker;3123
Ridderkerk;KD49;Kiesgerechtigden;;4547
Ridderkerk;KD49;Opkomst;;4103
Ridderkerk;KD49;AantalStembriefjes;;4103
Ridderkerk;KD49;AantalGeldigeStemmen;;4090
Ridderkerk;KD49;AantalBlancoStemmen;;13
Ridderkerk;KD49;;mr. A.P.R.C.baron van Borch van Verwolde;2056
Ridderkerk;KD49;;mr. G.J. Goekoop;2034
Rotterdam I;KD46;Kiesgerechtigden;;3208
Rotterdam I;KD46;Opkomst;;2777
Rotterdam I;KD46;AantalStembriefjes;;2777
Rotterdam I;KD46;AantalGeldigeStemmen;;2758
Rotterdam I;KD46;AantalBlancoStemmen;;19
Rotterdam I;KD46;;dr. J.T.de Visser;1460
Rotterdam I;KD46;;dr. R.P. Mees R.Az.;1298
Rotterdam II;KD47;Kiesgerechtigden;;3394
Rotterdam II;KD47;Opkomst;;2283
Rotterdam II;KD47;AantalStembriefjes;;2283
Rotterdam II;KD47;AantalGeldigeStemmen;;2243
Rotterdam II;KD47;AantalBlancoStemmen;;40
Rotterdam II;KD47;;D.de Klerk;1649
Rotterdam II;KD47;;jhr.mr. T.A.J.van Asch van Wijck;1194
Rotterdam III;KD116;Kiesgerechtigden;;3222
Rotterdam III;KD116;Opkomst;;2745
Rotterdam III;KD116;AantalStembriefjes;;2745
Rotterdam III;KD116;AantalGeldigeStemmen;;2723
Rotterdam III;KD116;AantalBlancoStemmen;;22
Rotterdam III;KD116;;J.B. Verhey;1798
Rotterdam III;KD116;;dr. H.J.A.M. Schaepman;925
Rotterdam IV;KD117;Kiesgerechtigden;;3839
Rotterdam IV;KD117;Opkomst;;3367
Rotterdam IV;KD117;AantalStembriefjes;;3367
Rotterdam IV;KD117;AantalGeldigeStemmen;;3335
Rotterdam IV;KD117;AantalBlancoStemmen;;32
Rotterdam IV;KD117;;G.H. Hintzen;1980
Rotterdam IV;KD117;;dr. W.B.van Staveren;1355
Rotterdam V;KD118;Kiesgerechtigden;;3355
Rotterdam V;KD118;Opkomst;;2748
Rotterdam V;KD118;AantalStembriefjes;;2748
Rotterdam V;KD118;AantalGeldigeStemmen;;2718
Rotterdam V;KD118;AantalBlancoStemmen;;30
Rotterdam V;KD118;;mr. E.E.van Raalte;1862
Rotterdam V;KD118;;mr. J. Maschek;856
Schoterland;KD81;Kiesgerechtigden;;5584
Schoterland;KD81;Opkomst;;3631
Schoterland;KD81;AantalStembriefjes;;3631
Schoterland;KD81;AantalGeldigeStemmen;;3592
Schoterland;KD81;AantalBlancoStemmen;;39
Schoterland;KD81;;G.L.van der Zwaag;1941
Schoterland;KD81;;H. Pyttersen;1651
's-Gravenhage II;KD44;Kiesgerechtigden;;5834
's-Gravenhage II;KD44;Opkomst;;4836
's-Gravenhage II;KD44;AantalStembriefjes;;4836
's-Gravenhage II;KD44;AantalGeldigeStemmen;;4790
's-Gravenhage II;KD44;AantalBlancoStemmen;;46
's-Gravenhage II;KD44;;J.F.W. Conrad;2695
's-Gravenhage II;KD44;;H.A.le Bron de Vexela;2096
's-Gravenhage III;KD119;Kiesgerechtigden;;5586
's-Gravenhage III;KD119;Opkomst;;4264
's-Gravenhage III;KD119;AantalStembriefjes;;4264
's-Gravenhage III;KD119;AantalGeldigeStemmen;;4243
's-Gravenhage III;KD119;AantalBlancoStemmen;;21
's-Gravenhage III;KD119;;J.M. Pijnacker Hordijk;2407
's-Gravenhage III;KD119;;J.D.baron van Wassenaer van Rosande;1836
Sneek;KD10;Kiesgerechtigden;;6122
Sneek;KD10;Opkomst;;4945
Sneek;KD10;AantalStembriefjes;;4945
Sneek;KD10;AantalGeldigeStemmen;;4903
Sneek;KD10;AantalBlancoStemmen;;42
Sneek;KD10;;mr. J.A.van Gilse;2452
Sneek;KD10;;mr. Th. Heemskerk;2451
Steenwijk;KD70;Kiesgerechtigden;;5863
Steenwijk;KD70;Opkomst;;4553
Steenwijk;KD70;AantalStembriefjes;;4553
Steenwijk;KD70;AantalGeldigeStemmen;;4509
Steenwijk;KD70;AantalBlancoStemmen;;44
Steenwijk;KD70;;J. Meesters 2;2389
Steenwijk;KD70;;mr. A.P.R.C.baron van Borch van Verwolde;2120
Tietjerksteradeel;KD108;Kiesgerechtigden;;5968
Tietjerksteradeel;KD108;Opkomst;;5154
Tietjerksteradeel;KD108;AantalStembriefjes;;5154
Tietjerksteradeel;KD108;AantalGeldigeStemmen;;5104
Tietjerksteradeel;KD108;AantalBlancoStemmen;;50
Tietjerksteradeel;KD108;;mr. P.J. Troelstra;2672
Tietjerksteradeel;KD108;;J.D.de Vries;2432
Utrecht I;KD110;Kiesgerechtigden;;5535
Utrecht I;KD110;Opkomst;;4925
Utrecht I;KD110;AantalStembriefjes;;4925
Utrecht I;KD110;AantalGeldigeStemmen;;4885
Utrecht I;KD110;AantalBlancoStemmen;;40
Utrecht I;KD110;;jhr.mr. A.P.C.van Karnebeek;2865
Utrecht I;KD110;;mr. N.de Ridder;2020
Utrecht II;KD111;Kiesgerechtigden;;4142
Utrecht II;KD111;Opkomst;;3659
Utrecht II;KD111;AantalStembriefjes;;3659
Utrecht II;KD111;AantalGeldigeStemmen;;3615
Utrecht II;KD111;AantalBlancoStemmen;;44
Utrecht II;KD111;;J.N. Bastert;2077
Utrecht II;KD111;;J.W. Bergansius;1538
Weststellingwerf;KD109;Kiesgerechtigden;;5456
Weststellingwerf;KD109;Opkomst;;3607
Weststellingwerf;KD109;AantalStembriefjes;;3607
Weststellingwerf;KD109;AantalGeldigeStemmen;;3578
Weststellingwerf;KD109;AantalBlancoStemmen;;29
Weststellingwerf;KD109;;W.M. Houwing;2174
Weststellingwerf;KD109;;P.van Vliet;1404
Winschoten;KD4;Kiesgerechtigden;;6090
Winschoten;KD4;Opkomst;;3882
Winschoten;KD4;AantalGeldigeStemmen;;3882
Winschoten;KD4;AantalStembriefjes;;3882
Winschoten;KD4;AantalBlancoStemmen;;0
Winschoten;KD4;;mr. P.J. Troelstra;2276
Winschoten;KD4;;dr. D. Bos;1606
Zuidhorn;KD69;Kiesgerechtigden;;6300
Zuidhorn;KD69;Opkomst;;5412
Zuidhorn;KD69;AantalStembriefjes;;5412
Zuidhorn;KD69;AantalGeldigeStemmen;;5336
Zuidhorn;KD69;AantalBlancoStemmen;;76
Zuidhorn;KD69;;G. Zijlma;3022
Zuidhorn;KD69;;dr. A. Kuyper;2314
Zwolle;KD12;Kiesgerechtigden;;6087
Zwolle;KD12;Opkomst;;4798
Zwolle;KD12;AantalStembriefjes;;4798
Zwolle;KD12;AantalGeldigeStemmen;;4726
Zwolle;KD12;AantalBlancoStemmen;;72
Zwolle;KD12;;A.baron van Dedem;2551
Zwolle;KD12;;J. Hoven;2175
