Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Roermond;KD65;Kiesgerechtigden;;1596
Roermond;KD65;AantalStembriefjes;;1305
Roermond;KD65;Opkomst;;1303
Roermond;KD65;AantalGeldigeStemmen;;1282
Roermond;KD65;AantalBlancoStemmen;;8
Roermond;KD65;;mr. K.L.J. Cornelis;590
Roermond;KD65;;mr. J.B.J. Hengst;417
Roermond;KD65;;mr. F.H.K.E.baron van Keverberg de Kessel;275
Zwolle;KD12;Kiesgerechtigden;;2973
Zwolle;KD12;AantalStembriefjes;;1504
Zwolle;KD12;Opkomst;;1503
Zwolle;KD12;AantalGeldigeStemmen;;1491
Zwolle;KD12;AantalBlancoStemmen;;11
Zwolle;KD12;;mr. J.P.J.A.graaf van Zuylen van Nijevelt;484
Zwolle;KD12;;mr. A.van Naamen van Eemnes;346
Zwolle;KD12;;mr. G.A.de Meester;222
Zwolle;KD12;;mr. G.A. IJssel de Schepper;171
Zwolle;KD12;;mr. W.G. Hovy;142
Zwolle;KD12;;mr. H.J.A. Raedt van Oldenbarnevelt;99
