Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Roermond;KD65;Kiesgerechtigden;;1596
Roermond;KD65;Opkomst;;1324
Roermond;KD65;AantalStembriefjes;;1324
Roermond;KD65;AantalGeldigeStemmen;;1311
Roermond;KD65;AantalBlancoStemmen;;11
Roermond;KD65;;mr. K.L.J. Cornelis;857
Roermond;KD65;;mr. J.B.J. Hengst;454
Zwolle;KD12;Kiesgerechtigden;;2973
Zwolle;KD12;Opkomst;;1420
Zwolle;KD12;AantalStembriefjes;;1420
Zwolle;KD12;AantalGeldigeStemmen;;1411
Zwolle;KD12;AantalBlancoStemmen;;6
Zwolle;KD12;;mr. J.P.J.A.graaf van Zuylen van Nijevelt;710
Zwolle;KD12;;mr. A.van Naamen van Eemnes;701
