Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amersfoort;KD26;Kiesgerechtigden;;2801
Amersfoort;KD26;AantalStembriefjes;;1687
Amersfoort;KD26;Opkomst;;1685
Amersfoort;KD26;AantalGeldigeStemmen;;1671
Amersfoort;KD26;AantalBlancoStemmen;;13
Amersfoort;KD26;;jhr.mr. H.A.M.van Asch van Wijck;973
Amersfoort;KD26;;mr. H. Verloren van Themaat;698
Haarlem;KD33;Kiesgerechtigden;;1262
Haarlem;KD33;AantalStembriefjes;;856
Haarlem;KD33;Opkomst;;855
Haarlem;KD33;AantalGeldigeStemmen;;850
Haarlem;KD33;AantalBlancoStemmen;;3
Haarlem;KD33;;J.J.van Mulken;456
Haarlem;KD33;;mr. F.A.van Hall;393
Leiden;KD38;Kiesgerechtigden;;2604
Leiden;KD38;Opkomst;;1314
Leiden;KD38;AantalStembriefjes;;1314
Leiden;KD38;AantalGeldigeStemmen;;1305
Leiden;KD38;AantalBlancoStemmen;;8
Leiden;KD38;;P.H.baron van Taets van Amerongen;702
Leiden;KD38;;mr. G. Groen van Prinsterer;601
Middelburg;KD51;Kiesgerechtigden;;2556
Middelburg;KD51;Opkomst;;1206
Middelburg;KD51;AantalStembriefjes;;1206
Middelburg;KD51;AantalGeldigeStemmen;;1182
Middelburg;KD51;AantalBlancoStemmen;;11
Middelburg;KD51;;mr. S.baron van Heemstra;616
Middelburg;KD51;;mr. W.P. Vis;566
Roermond;KD65;Kiesgerechtigden;;1707
Roermond;KD65;AantalStembriefjes;;1453
Roermond;KD65;Opkomst;;1452
Roermond;KD65;AantalGeldigeStemmen;;1441
Roermond;KD65;AantalBlancoStemmen;;9
Roermond;KD65;;mr. P.L.de Lom de Berg;756
Roermond;KD65;;mr. F.H.K.E.baron van Keverberg de Kessel;685
Sneek;KD10;Kiesgerechtigden;;2859
Sneek;KD10;AantalStembriefjes;;1920
Sneek;KD10;Opkomst;;1917
Sneek;KD10;AantalGeldigeStemmen;;1905
Sneek;KD10;AantalBlancoStemmen;;9
Sneek;KD10;;jhr. W.H. Lycklama à Nijeholt;1025
Sneek;KD10;;mr. A.F. Jongstra;880
Zwolle;KD12;Kiesgerechtigden;;3085
Zwolle;KD12;AantalStembriefjes;;1768
Zwolle;KD12;Opkomst;;1767
Zwolle;KD12;AantalGeldigeStemmen;;1758
Zwolle;KD12;AantalBlancoStemmen;;6
Zwolle;KD12;;mr. G.A.de Meester;977
Zwolle;KD12;;mr. G. Groen van Prinsterer;781
