Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Hilversum;KD77;Opkomst;;2896
Hilversum;KD77;AantalGeldigeStemmen;;2877
Hilversum;KD77;AantalBlancoStemmen;;15
Hilversum;KD77;;mr. T.P.baron van Mackay;1555
Hilversum;KD77;;dr. H.J.A.M. Schaepman;1322
Hontenisse;KD101;Kiesgerechtigden;;3374
Hontenisse;KD101;Opkomst;;2950
Hontenisse;KD101;AantalStembriefjes;;2950
Hontenisse;KD101;AantalGeldigeStemmen;;2927
Hontenisse;KD101;AantalBlancoStemmen;;21
Hontenisse;KD101;;mr. J.G.van Deinse;1551
Hontenisse;KD101;;mr. F.J.F.M. Walter;1376
Lochem;KD86;Kiesgerechtigden;;3522
Lochem;KD86;Opkomst;;2764
Lochem;KD86;AantalStembriefjes;;2764
Lochem;KD86;AantalGeldigeStemmen;;2725
Lochem;KD86;AantalBlancoStemmen;;32
Lochem;KD86;;dr. C. Lely;1447
Lochem;KD86;;J.van Alphen;1278
Loosduinen;KD98;Kiesgerechtigden;;4035
Loosduinen;KD98;Opkomst;;3292
Loosduinen;KD98;AantalStembriefjes;;3292
Loosduinen;KD98;AantalGeldigeStemmen;;3230
Loosduinen;KD98;AantalBlancoStemmen;;56
Loosduinen;KD98;;mr. A.H.M.van Berckel;1755
Loosduinen;KD98;;mr. H.A.van de Velde;1475
Ridderkerk;KD49;Kiesgerechtigden;;2628
Ridderkerk;KD49;Opkomst;;2199
Ridderkerk;KD49;AantalStembriefjes;;2199
Ridderkerk;KD49;AantalGeldigeStemmen;;2177
Ridderkerk;KD49;AantalBlancoStemmen;;19
Ridderkerk;KD49;;A. Smit;1135
Ridderkerk;KD49;;mr. Th. Heemskerk;1042
Schiedam;KD48;Kiesgerechtigden;;2608
Schiedam;KD48;Opkomst;;2250
Schiedam;KD48;AantalStembriefjes;;2250
Schiedam;KD48;AantalGeldigeStemmen;;2217
Schiedam;KD48;AantalBlancoStemmen;;29
Schiedam;KD48;;mr. O.J.H.graaf van Limburg Stirum;1175
Schiedam;KD48;;S.A. Maas;1042
Sliedrecht;KD99;Kiesgerechtigden;;3438
Sliedrecht;KD99;Opkomst;;2631
Sliedrecht;KD99;AantalStembriefjes;;2631
Sliedrecht;KD99;AantalGeldigeStemmen;;2590
Sliedrecht;KD99;AantalBlancoStemmen;;37
Sliedrecht;KD99;;dr. A. Kuyper;1340
Sliedrecht;KD99;;J.A.van Haaften;1250
Sneek;KD10;Kiesgerechtigden;;3739
Sneek;KD10;AantalStembriefjes;;2423
Sneek;KD10;Opkomst;;2422
Sneek;KD10;AantalGeldigeStemmen;;2380
Sneek;KD10;AantalBlancoStemmen;;37
Sneek;KD10;;mr. H. Goeman Borgesius;1215
Sneek;KD10;;H. Pollema;1165
Steenwijk;KD70;Kiesgerechtigden;;2800
Steenwijk;KD70;Opkomst;;2332
Steenwijk;KD70;AantalStembriefjes;;2332
Steenwijk;KD70;AantalGeldigeStemmen;;2308
Steenwijk;KD70;AantalBlancoStemmen;;17
Steenwijk;KD70;;J. Meesters 2;1323
Steenwijk;KD70;;jhr.mr. G.J.T. Beelaerts van Blokland;984
Wijk bij Duurstede;KD89;Kiesgerechtigden;;3248
Wijk bij Duurstede;KD89;AantalStembriefjes;;2737
Wijk bij Duurstede;KD89;Opkomst;;2736
Wijk bij Duurstede;KD89;AantalGeldigeStemmen;;2705
Wijk bij Duurstede;KD89;AantalBlancoStemmen;;28
Wijk bij Duurstede;KD89;;jhr.mr. W.H.de Beaufort;1509
Wijk bij Duurstede;KD89;;S.M.van Wijck;1196
