Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Delft;KD45;Kiesgerechtigden;;3174
Delft;KD45;Opkomst;;2178
Delft;KD45;AantalStembriefjes;;2178
Delft;KD45;AantalGeldigeStemmen;;2117
Delft;KD45;AantalBlancoStemmen;;43
Delft;KD45;;jhr. F.de Casembroot;1279
Delft;KD45;;H. Seret;838
Dordrecht;KD42;Kiesgerechtigden;;2268
Dordrecht;KD42;Opkomst;;1692
Dordrecht;KD42;AantalStembriefjes;;1692
Dordrecht;KD42;AantalGeldigeStemmen;;1683
Dordrecht;KD42;AantalBlancoStemmen;;7
Dordrecht;KD42;;mr. J.B.van Osenbruggen;965
Dordrecht;KD42;;mr. L.W.C. Keuchenius;718
Goes;KD53;Kiesgerechtigden;;2656
Goes;KD53;AantalStembriefjes;;1834
Goes;KD53;Opkomst;;1833
Goes;KD53;AantalGeldigeStemmen;;1771
Goes;KD53;AantalBlancoStemmen;;52
Goes;KD53;;jhr.mr. A.F.de Savornin Lohman;1017
Goes;KD53;;mr. W.A.van Hoek;755
Gouda;KD40;Kiesgerechtigden;;3649
Gouda;KD40;Opkomst;;2535
Gouda;KD40;AantalStembriefjes;;2535
Gouda;KD40;AantalGeldigeStemmen;;2485
Gouda;KD40;AantalBlancoStemmen;;42
Gouda;KD40;;mr. J.G. Patijn;1395
Gouda;KD40;;jhr.mr. A.F.de Savornin Lohman;1090
Haarlemmermeer;KD76;Kiesgerechtigden;;1493
Haarlemmermeer;KD76;Opkomst;;1308
Haarlemmermeer;KD76;AantalStembriefjes;;1308
Haarlemmermeer;KD76;AantalGeldigeStemmen;;1295
Haarlemmermeer;KD76;AantalBlancoStemmen;;9
Haarlemmermeer;KD76;;mr. F.J.M.A. Reekers;673
Haarlemmermeer;KD76;;H.F. Bultman;622
Leiden;KD38;Kiesgerechtigden;;2794
Leiden;KD38;Opkomst;;2220
Leiden;KD38;AantalStembriefjes;;2220
Leiden;KD38;AantalGeldigeStemmen;;2189
Leiden;KD38;AantalBlancoStemmen;;26
Leiden;KD38;;O.baron van Wassenaer van Catwijck;1340
Leiden;KD38;;L.M.de Laat de Kanter;848
Rotterdam;KD73;AantalGeldigeStemmen;;4174
Rotterdam;KD73;Kiesgerechtigden;;3462
Rotterdam;KD73;Opkomst;;2143
Rotterdam;KD73;AantalStembriefjes;;2143
Rotterdam;KD73;AantalBlancoStemmen;;100
Rotterdam;KD73;;J.van Stolk Jzn.;1426
Rotterdam;KD73;;dr. R.P. Mees R.Az.;1327
Rotterdam;KD73;;mr. W.H. Jansen;754
Rotterdam;KD73;;dr. P.J.F. Vermeulen;667
Steenwijk;KD70;Kiesgerechtigden;;1539
Steenwijk;KD70;AantalStembriefjes;;1367
Steenwijk;KD70;Opkomst;;1366
Steenwijk;KD70;AantalGeldigeStemmen;;1356
Steenwijk;KD70;AantalBlancoStemmen;;10
Steenwijk;KD70;;mr. A.J. Thomassen à Thuessink van der Hoop;711
Steenwijk;KD70;;mr. P.J.G.van Diggelen;645
Utrecht;KD25;Kiesgerechtigden;;2751
Utrecht;KD25;Opkomst;;1955
Utrecht;KD25;AantalStembriefjes;;1955
Utrecht;KD25;AantalGeldigeStemmen;;1945
Utrecht;KD25;AantalBlancoStemmen;;9
Utrecht;KD25;;M.W.baron van Tour van Bellinchave;975
Utrecht;KD25;;J.N. Bastert;970
Zwolle;KD12;Kiesgerechtigden;;2828
Zwolle;KD12;Opkomst;;2431
Zwolle;KD12;AantalStembriefjes;;2431
Zwolle;KD12;AantalGeldigeStemmen;;2420
Zwolle;KD12;AantalBlancoStemmen;;7
Zwolle;KD12;;A.baron van Dedem;1329
Zwolle;KD12;;mr. A.van Naamen van Eemnes;1091
