Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;4797
Alkmaar;KD34;AantalStembriefjes;;4384
Alkmaar;KD34;Opkomst;;4380
Alkmaar;KD34;AantalGeldigeStemmen;;4371
Alkmaar;KD34;AantalBlancoStemmen;;6
Alkmaar;KD34;;mr. W.van der Kaay;2470
Alkmaar;KD34;;jhr. C. Hartsen;1901
Amsterdam;KD72;Kiesgerechtigden;;20887
Amsterdam;KD72;Opkomst;;5787
Amsterdam;KD72;AantalStembriefjes;;5787
Amsterdam;KD72;AantalGeldigeStemmen;;5737
Amsterdam;KD72;AantalBlancoStemmen;;44
Amsterdam;KD72;;mr. W.H.de Beaufort;5009
Amsterdam;KD72;;mr. J.D. Veegens;728
Bergen op Zoom;KD63;Kiesgerechtigden;;2860
Bergen op Zoom;KD63;Opkomst;;2488
Bergen op Zoom;KD63;AantalStembriefjes;;2488
Bergen op Zoom;KD63;AantalGeldigeStemmen;;2466
Bergen op Zoom;KD63;AantalBlancoStemmen;;19
Bergen op Zoom;KD63;;L.D.J.L.de Ram;1303
Bergen op Zoom;KD63;;W.H.B. Wilkens;1163
Beverwijk;KD95;Kiesgerechtigden;;3500
Beverwijk;KD95;Opkomst;;3355
Beverwijk;KD95;AantalStembriefjes;;3355
Beverwijk;KD95;AantalGeldigeStemmen;;3337
Beverwijk;KD95;AantalBlancoStemmen;;12
Beverwijk;KD95;;jhr.mr. J.W.G. Boreel van Hogelanden;1745
Beverwijk;KD95;;mr. J.A.N. Travaglino;1592
Bodegraven;KD97;Kiesgerechtigden;;3896
Bodegraven;KD97;AantalStembriefjes;;3493
Bodegraven;KD97;Opkomst;;3492
Bodegraven;KD97;AantalGeldigeStemmen;;3471
Bodegraven;KD97;AantalBlancoStemmen;;20
Bodegraven;KD97;;S.van Velzen jr.;2017
Bodegraven;KD97;;mr. J.G. Patijn;1454
Breukelen;KD92;Kiesgerechtigden;;3800
Breukelen;KD92;Opkomst;;3474
Breukelen;KD92;AantalStembriefjes;;3474
Breukelen;KD92;AantalGeldigeStemmen;;3425
Breukelen;KD92;AantalBlancoStemmen;;42
Breukelen;KD92;;mr. W.J. Royaards van den Ham;1729
Breukelen;KD92;;S.M.van Wijck;1696
Den Helder;KD94;Kiesgerechtigden;;3627
Den Helder;KD94;AantalStembriefjes;;2789
Den Helder;KD94;Opkomst;;2788
Den Helder;KD94;AantalGeldigeStemmen;;2783
Den Helder;KD94;AantalBlancoStemmen;;2
Den Helder;KD94;;S.T. Land;1779
Den Helder;KD94;;H.W.van Marle;1004
Doetinchem;KD21;Kiesgerechtigden;;3629
Doetinchem;KD21;Opkomst;;3319
Doetinchem;KD21;AantalStembriefjes;;3319
Doetinchem;KD21;AantalGeldigeStemmen;;3284
Doetinchem;KD21;AantalBlancoStemmen;;28
Doetinchem;KD21;;mr. J.G.S. Bevers;1755
Doetinchem;KD21;;mr. J.P.R. Tak van Poortvliet;1528
Dordrecht;KD42;Kiesgerechtigden;;2864
Dordrecht;KD42;Opkomst;;2715
Dordrecht;KD42;AantalStembriefjes;;2715
Dordrecht;KD42;AantalGeldigeStemmen;;2699
Dordrecht;KD42;AantalBlancoStemmen;;15
Dordrecht;KD42;;mr. J.B.van Osenbruggen;1413
Dordrecht;KD42;;mr. R.van der Borch van Verwolde;1286
Elst;KD22;Kiesgerechtigden;;3094
Elst;KD22;AantalStembriefjes;;2551
Elst;KD22;Opkomst;;2549
Elst;KD22;AantalGeldigeStemmen;;2517
Elst;KD22;AantalBlancoStemmen;;30
Elst;KD22;;mr. G.W.baron van Dedem;1261
Elst;KD22;;mr. B.M. Bahlmann;1255
Franeker;KD11;Kiesgerechtigden;;3742
Franeker;KD11;Opkomst;;3423
Franeker;KD11;AantalStembriefjes;;3422
Franeker;KD11;AantalGeldigeStemmen;;3409
Franeker;KD11;AantalBlancoStemmen;;7
Franeker;KD11;;F. Lieftinck;1896
Franeker;KD11;;L.W.de Vries;1511
Groningen;KD1;Kiesgerechtigden;;6360
Groningen;KD1;Opkomst;;5588
Groningen;KD1;AantalStembriefjes;;5587
Groningen;KD1;AantalGeldigeStemmen;;5578
Groningen;KD1;AantalBlancoStemmen;;7
Groningen;KD1;;mr. J.D. Veegens;3738
Groningen;KD1;;A. Brummelkamp jr.;1840
Haarlemmermeer;KD76;Kiesgerechtigden;;3595
Haarlemmermeer;KD76;AantalStembriefjes;;3005
Haarlemmermeer;KD76;Opkomst;;3004
Haarlemmermeer;KD76;AantalGeldigeStemmen;;2962
Haarlemmermeer;KD76;AantalBlancoStemmen;;36
Haarlemmermeer;KD76;;mr. F.J.M.A. Reekers;1759
Haarlemmermeer;KD76;;H.F. Bultman;1203
Hontenisse;KD101;Kiesgerechtigden;;3419
Hontenisse;KD101;AantalStembriefjes;;2979
Hontenisse;KD101;Opkomst;;2977
Hontenisse;KD101;AantalGeldigeStemmen;;2951
Hontenisse;KD101;AantalBlancoStemmen;;22
Hontenisse;KD101;;mr. F.J.F.M. Walter;1511
Hontenisse;KD101;;jhr.mr. J.J. Pompe van Meerdervoort;1440
Katwijk;KD96;Kiesgerechtigden;;3861
Katwijk;KD96;AantalStembriefjes;;3221
Katwijk;KD96;Opkomst;;3218
Katwijk;KD96;AantalGeldigeStemmen;;3178
Katwijk;KD96;AantalBlancoStemmen;;35
Katwijk;KD96;;J.H. Donner;1715
Katwijk;KD96;;mr. J. Maschek;1463
Loosduinen;KD98;Kiesgerechtigden;;3747
Loosduinen;KD98;Opkomst;;3395
Loosduinen;KD98;AantalStembriefjes;;3395
Loosduinen;KD98;AantalGeldigeStemmen;;3359
Loosduinen;KD98;AantalBlancoStemmen;;31
Loosduinen;KD98;;mr. A.H.M.van Berckel;2001
Loosduinen;KD98;;jhr.mr. W.T.C.van Doorn;1358
Middelburg;KD51;Kiesgerechtigden;;4267
Middelburg;KD51;Opkomst;;3924
Middelburg;KD51;AantalStembriefjes;;3924
Middelburg;KD51;AantalGeldigeStemmen;;3882
Middelburg;KD51;AantalBlancoStemmen;;31
Middelburg;KD51;;mr. C. Lucasse;1985
Middelburg;KD51;;A. Smit;1895
Oostburg;KD100;Kiesgerechtigden;;3040
Oostburg;KD100;AantalStembriefjes;;2827
Oostburg;KD100;Opkomst;;2825
Oostburg;KD100;AantalGeldigeStemmen;;2803
Oostburg;KD100;AantalBlancoStemmen;;21
Oostburg;KD100;;N. Glinderman;1432
Oostburg;KD100;;mr. P.C.J. Hennequin;1371
Schiedam;KD48;Kiesgerechtigden;;2671
Schiedam;KD48;Opkomst;;2474
Schiedam;KD48;AantalStembriefjes;;2474
Schiedam;KD48;AantalGeldigeStemmen;;2431
Schiedam;KD48;AantalBlancoStemmen;;39
Schiedam;KD48;;mr. J.G. Patijn;1328
Schiedam;KD48;;L.W. Jansen;1103
Schoterland;KD81;Kiesgerechtigden;;2959
Schoterland;KD81;AantalStembriefjes;;2224
Schoterland;KD81;Opkomst;;2221
Schoterland;KD81;AantalGeldigeStemmen;;2203
Schoterland;KD81;AantalBlancoStemmen;;16
Schoterland;KD81;;F. Domela Nieuwenhuis;1167
Schoterland;KD81;;B.H. Heldt;1036
's-Gravenhage;KD74;AantalGeldigeStemmen;;12859
's-Gravenhage;KD74;Kiesgerechtigden;;7591
's-Gravenhage;KD74;Opkomst;;6517
's-Gravenhage;KD74;AantalStembriefjes;;6517
's-Gravenhage;KD74;AantalBlancoStemmen;;137
's-Gravenhage;KD74;;L.J.S.van Kempen;3365
's-Gravenhage;KD74;;mr. L.G. Greeve;3266
's-Gravenhage;KD74;;mr. L.P.M.H.baron van Michiels van Verduynen;3137
's-Gravenhage;KD74;;mr. H.M.A.baron van Goes van Dirxland;3091
Wijk bij Duurstede;KD89;Kiesgerechtigden;;3226
Wijk bij Duurstede;KD89;Opkomst;;2967
Wijk bij Duurstede;KD89;AantalStembriefjes;;2967
Wijk bij Duurstede;KD89;AantalGeldigeStemmen;;2922
Wijk bij Duurstede;KD89;AantalBlancoStemmen;;37
Wijk bij Duurstede;KD89;;dr. H.J.A.M. Schaepman;1563
Wijk bij Duurstede;KD89;;mr. W.baron van Goltstein;1359
Winschoten;KD4;Kiesgerechtigden;;3022
Winschoten;KD4;AantalStembriefjes;;2560
Winschoten;KD4;AantalGeldigeStemmen;;2552
Winschoten;KD4;Opkomst;;2550
Winschoten;KD4;AantalBlancoStemmen;;8
Winschoten;KD4;;mr. D.de Ruiter Zijlker;1423
Winschoten;KD4;;D.R. Mansholt;1129
Wolvega;KD83;Kiesgerechtigden;;2634
Wolvega;KD83;Opkomst;;2150
Wolvega;KD83;AantalStembriefjes;;2150
Wolvega;KD83;AantalGeldigeStemmen;;2133
Wolvega;KD83;AantalBlancoStemmen;;16
Wolvega;KD83;;R.K. Okma;1115
Wolvega;KD83;;mr. P.J.G.van Diggelen;1018
Zuidhorn;KD69;Kiesgerechtigden;;3342
Zuidhorn;KD69;Opkomst;;2971
Zuidhorn;KD69;AantalStembriefjes;;2970
Zuidhorn;KD69;AantalGeldigeStemmen;;2962
Zuidhorn;KD69;AantalBlancoStemmen;;6
Zuidhorn;KD69;;mr. E.J.J.B. Cremers;1662
Zuidhorn;KD69;;S.van Velzen jr.;1300
