Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;3138
Alkmaar;KD34;Opkomst;;1176
Alkmaar;KD34;AantalStembriefjes;;1176
Alkmaar;KD34;AantalGeldigeStemmen;;1171
Alkmaar;KD34;AantalBlancoStemmen;;2
Alkmaar;KD34;;mr. K.A. Poortman;606
Alkmaar;KD34;;J.J. Rochussen;288
Alkmaar;KD34;;J.L. Kikkert;251
Almelo;KD15;Kiesgerechtigden;;1938
Almelo;KD15;Opkomst;;1074
Almelo;KD15;AantalStembriefjes;;1074
Almelo;KD15;AantalGeldigeStemmen;;1067
Almelo;KD15;AantalBlancoStemmen;;3
Almelo;KD15;;mr. G.M.van der Linden;626
Almelo;KD15;;mr. H.van Loghem;402
Amersfoort;KD26;Kiesgerechtigden;;2801
Amersfoort;KD26;AantalStembriefjes;;1300
Amersfoort;KD26;Opkomst;;1298
Amersfoort;KD26;AantalGeldigeStemmen;;1264
Amersfoort;KD26;AantalBlancoStemmen;;13
Amersfoort;KD26;;jhr.mr. H.A.M.van Asch van Wijck;598
Amersfoort;KD26;;mr. H. Verloren van Themaat;527
Amersfoort;KD26;;mr. G.A.de Meester;69
Amersfoort;KD26;;mr. G. Groen van Prinsterer;48
Amsterdam;KD72;Kiesgerechtigden;;4570
Amsterdam;KD72;AantalGeldigeStemmen;;4222
Amsterdam;KD72;AantalStembriefjes;;1420
Amsterdam;KD72;Opkomst;;1420
Amsterdam;KD72;AantalBlancoStemmen;;35
Amsterdam;KD72;;jhr.mr. G.C.J.van Reenen;1376
Amsterdam;KD72;;mr. M.H. Godefroi;1198
Amsterdam;KD72;;mr. J. Heemskerk Bzn.;755
Amsterdam;KD72;;J.D.van Herwerden;506
Amsterdam;KD72;;S.R.van Franck;320
Appingedam;KD3;Kiesgerechtigden;;3201
Appingedam;KD3;AantalStembriefjes;;1273
Appingedam;KD3;Opkomst;;1272
Appingedam;KD3;AantalGeldigeStemmen;;1256
Appingedam;KD3;AantalBlancoStemmen;;4
Appingedam;KD3;;J.F. Zijlker;892
Appingedam;KD3;;mr. E.van Loon;242
Appingedam;KD3;;jhr.mr. O.Q.J.J.van Swinderen;111
Arnhem;KD17;Kiesgerechtigden;;2853
Arnhem;KD17;Opkomst;;1316
Arnhem;KD17;AantalStembriefjes;;1316
Arnhem;KD17;AantalGeldigeStemmen;;1303
Arnhem;KD17;AantalBlancoStemmen;;10
Arnhem;KD17;;mr. Æ.baron van Mackay;727
Arnhem;KD17;;mr. G.A.de Meester;535
Assen;KD5;Kiesgerechtigden;;2413
Assen;KD5;Opkomst;;636
Assen;KD5;AantalStembriefjes;;636
Assen;KD5;AantalGeldigeStemmen;;628
Assen;KD5;AantalBlancoStemmen;;4
Assen;KD5;;mr. P.van der Veen;541
Breda;KD61;Kiesgerechtigden;;3638
Breda;KD61;Opkomst;;1486
Breda;KD61;AantalStembriefjes;;1486
Breda;KD61;AantalGeldigeStemmen;;1399
Breda;KD61;AantalBlancoStemmen;;25
Breda;KD61;;N.R.H. Guljé;1215
Breda;KD61;;mr. P.J.J. Hollingérus Pijpers;88
Breda;KD61;;mr. C.van Baerle;43
Delft;KD45;Kiesgerechtigden;;2944
Delft;KD45;AantalStembriefjes;;1046
Delft;KD45;Opkomst;;1045
Delft;KD45;AantalGeldigeStemmen;;1028
Delft;KD45;AantalBlancoStemmen;;14
Delft;KD45;;mr. W. Wintgens;923
Delft;KD45;;mr. G. Groen van Prinsterer;39
Dokkum;KD8;Kiesgerechtigden;;2529
Dokkum;KD8;Opkomst;;756
Dokkum;KD8;AantalStembriefjes;;756
Dokkum;KD8;AantalGeldigeStemmen;;750
Dokkum;KD8;AantalBlancoStemmen;;5
Dokkum;KD8;;I.T.ter Brugghen Hugenholtz;601
Dokkum;KD8;;mr. S.baron van Heemstra;68
Dokkum;KD8;;mr. G. Groen van Prinsterer;41
Dordrecht;KD42;Kiesgerechtigden;;2063
Dordrecht;KD42;AantalStembriefjes;;671
Dordrecht;KD42;Opkomst;;670
Dordrecht;KD42;AantalGeldigeStemmen;;656
Dordrecht;KD42;AantalBlancoStemmen;;6
Dordrecht;KD42;;mr. G.A.de Raadt;471
Dordrecht;KD42;;mr. J.S. Lotsy;82
Eindhoven;KD60;Kiesgerechtigden;;2146
Eindhoven;KD60;AantalStembriefjes;;945
Eindhoven;KD60;Opkomst;;944
Eindhoven;KD60;AantalGeldigeStemmen;;935
Eindhoven;KD60;AantalBlancoStemmen;;6
Eindhoven;KD60;;mr. A.A.J. Meylink;851
Eindhoven;KD60;;W.van Rekum;39
Gorinchem;KD41;Kiesgerechtigden;;2969
Gorinchem;KD41;Opkomst;;1557
Gorinchem;KD41;AantalStembriefjes;;1557
Gorinchem;KD41;AantalGeldigeStemmen;;1536
Gorinchem;KD41;AantalBlancoStemmen;;11
Gorinchem;KD41;;W.C.M. Begram;1031
Gorinchem;KD41;;C. Schiffer;405
Gorinchem;KD41;;mr. G. Groen van Prinsterer;41
Gouda;KD40;Kiesgerechtigden;;3289
Gouda;KD40;Opkomst;;1847
Gouda;KD40;AantalStembriefjes;;1847
Gouda;KD40;AantalGeldigeStemmen;;1843
Gouda;KD40;AantalBlancoStemmen;;3
Gouda;KD40;;M.A.F.H. Hoffman;1080
Gouda;KD40;;mr. P.F. Hubrecht;603
Gouda;KD40;;mr. S.baron van Heemstra;134
Haarlem;KD33;Kiesgerechtigden;;1262
Haarlem;KD33;AantalStembriefjes;;732
Haarlem;KD33;Opkomst;;731
Haarlem;KD33;AantalGeldigeStemmen;;728
Haarlem;KD33;AantalBlancoStemmen;;1
Haarlem;KD33;;mr. F.A.van Hall;225
Haarlem;KD33;;J.J.van Mulken;197
Haarlem;KD33;;mr. J. Heemskerk Bzn.;161
