Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Haarlem;KD33;;jhr. M. Salvador;132
Hoorn;KD35;Kiesgerechtigden;;4034
Hoorn;KD35;Opkomst;;764
Hoorn;KD35;AantalStembriefjes;;764
Hoorn;KD35;AantalGeldigeStemmen;;758
Hoorn;KD35;AantalBlancoStemmen;;6
Hoorn;KD35;;H. Mensonides;622
Hoorn;KD35;;Mensonides;41
Leeuwarden;KD7;Kiesgerechtigden;;2987
Leeuwarden;KD7;Opkomst;;1487
Leeuwarden;KD7;AantalStembriefjes;;1487
Leeuwarden;KD7;AantalGeldigeStemmen;;1477
Leeuwarden;KD7;AantalBlancoStemmen;;6
Leeuwarden;KD7;;dr. W.H. Idzerda;985
Leeuwarden;KD7;;mr. S.baron van Heemstra;444
Leiden;KD38;Kiesgerechtigden;;2604
Leiden;KD38;Opkomst;;1136
Leiden;KD38;AantalStembriefjes;;1136
Leiden;KD38;AantalGeldigeStemmen;;1123
Leiden;KD38;AantalBlancoStemmen;;6
Leiden;KD38;;P.H.baron van Taets van Amerongen;346
Leiden;KD38;;mr. G. Groen van Prinsterer;345
Leiden;KD38;;jhr. J.A.C.A.van Nispen van Sevenaer;218
Leiden;KD38;;dr. P. Bleeker;184
Maastricht;KD64;Kiesgerechtigden;;2077
Maastricht;KD64;Opkomst;;960
Maastricht;KD64;AantalStembriefjes;;960
Maastricht;KD64;AantalGeldigeStemmen;;917
Maastricht;KD64;AantalBlancoStemmen;;38
Maastricht;KD64;;C.A.baron van Bieberstein Rogalla Zawadsky;902
Middelburg;KD51;Kiesgerechtigden;;2556
Middelburg;KD51;Opkomst;;1074
Middelburg;KD51;AantalStembriefjes;;1074
Middelburg;KD51;AantalGeldigeStemmen;;1036
Middelburg;KD51;AantalBlancoStemmen;;16
Middelburg;KD51;;mr. W.P. Vis;369
Middelburg;KD51;;mr. S.baron van Heemstra;303
Middelburg;KD51;;jhr.mr. J.G.H.van Tets van Goudriaan;265
Middelburg;KD51;;mr. J.P. Dronkers;31
Nijmegen;KD23;Kiesgerechtigden;;2536
Nijmegen;KD23;AantalStembriefjes;;2065
Nijmegen;KD23;Opkomst;;2064
Nijmegen;KD23;AantalGeldigeStemmen;;2034
Nijmegen;KD23;AantalBlancoStemmen;;17
Nijmegen;KD23;;jhr. J.A.C.A.van Nispen van Sevenaer;1215
Nijmegen;KD23;;mr. W.C.C. Sassen jr.;784
Roermond;KD65;Kiesgerechtigden;;1707
Roermond;KD65;Opkomst;;1385
Roermond;KD65;AantalStembriefjes;;1385
Roermond;KD65;AantalGeldigeStemmen;;1360
Roermond;KD65;AantalBlancoStemmen;;11
Roermond;KD65;;mr. P.L.de Lom de Berg;645
Roermond;KD65;;mr. F.H.K.E.baron van Keverberg de Kessel;502
Roermond;KD65;;mr. J.M.L.H. Clercx;209
Rotterdam;KD73;Kiesgerechtigden;;3030
Rotterdam;KD73;AantalGeldigeStemmen;;2175
Rotterdam;KD73;AantalStembriefjes;;1112
Rotterdam;KD73;Opkomst;;1112
Rotterdam;KD73;AantalBlancoStemmen;;43
Rotterdam;KD73;;I.D. Fransen van de Putte;802
Rotterdam;KD73;;mr. A. Hoynck van Papendrecht;777
Rotterdam;KD73;;mr. G. Groen van Prinsterer;276
Rotterdam;KD73;;M.A.F.H. Hoffman;265
's-Gravenhage;KD74;Kiesgerechtigden;;2094
's-Gravenhage;KD74;Opkomst;;644
's-Gravenhage;KD74;AantalStembriefjes;;644
's-Gravenhage;KD74;AantalGeldigeStemmen;;629
's-Gravenhage;KD74;AantalBlancoStemmen;;15
's-Gravenhage;KD74;;mr. J. Kappeyne van de Coppello;411
's-Gravenhage;KD74;;dr. A. Vrolik;154
's-Hertogenbosch;KD55;Kiesgerechtigden;;2753
's-Hertogenbosch;KD55;Opkomst;;1093
's-Hertogenbosch;KD55;AantalStembriefjes;;1093
's-Hertogenbosch;KD55;AantalGeldigeStemmen;;1055
's-Hertogenbosch;KD55;AantalBlancoStemmen;;38
's-Hertogenbosch;KD55;;mr. A.F.X. Luyben;936
's-Hertogenbosch;KD55;;mr. J.F. Kolen;31
Sneek;KD10;Kiesgerechtigden;;2859
Sneek;KD10;Opkomst;;1397
Sneek;KD10;AantalStembriefjes;;1397
Sneek;KD10;AantalGeldigeStemmen;;1385
Sneek;KD10;AantalBlancoStemmen;;5
Sneek;KD10;;mr. A.F. Jongstra;616
Sneek;KD10;;jhr. W.H. Lycklama à Nijeholt;329
Sneek;KD10;;jhr. J.A. Lycklama à Nijeholt;281
Sneek;KD10;;mr. G. Groen van Prinsterer;144
Tiel;KD71;Kiesgerechtigden;;1634
Tiel;KD71;AantalStembriefjes;;706
Tiel;KD71;Opkomst;;705
Tiel;KD71;AantalGeldigeStemmen;;692
Tiel;KD71;AantalBlancoStemmen;;13
Tiel;KD71;;mr. W.F.C.van Lidt de Jeude;539
Tiel;KD71;;J.C.F.van Hoytema;130
Tilburg;KD57;Kiesgerechtigden;;3036
Tilburg;KD57;Opkomst;;950
Tilburg;KD57;AantalStembriefjes;;950
Tilburg;KD57;AantalGeldigeStemmen;;944
Tilburg;KD57;AantalBlancoStemmen;;4
Tilburg;KD57;;mr. F.J. Jespers;756
Tilburg;KD57;;J.H.A. Diepen;99
Tilburg;KD57;;jhr. J.A.C.A.van Nispen van Sevenaer;38
Utrecht;KD25;Kiesgerechtigden;;2866
Utrecht;KD25;Opkomst;;986
Utrecht;KD25;AantalStembriefjes;;986
Utrecht;KD25;AantalGeldigeStemmen;;960
Utrecht;KD25;AantalBlancoStemmen;;23
Utrecht;KD25;;mr. N.P.J. Kien;616
Utrecht;KD25;;mr. S.baron van Heemstra;242
Utrecht;KD25;;mr. W.R. Boer;47
Zierikzee;KD52;Kiesgerechtigden;;1393
Zierikzee;KD52;AantalStembriefjes;;901
Zierikzee;KD52;Opkomst;;900
Zierikzee;KD52;AantalGeldigeStemmen;;852
Zierikzee;KD52;AantalBlancoStemmen;;10
Zierikzee;KD52;;mr. S.H. Anemaet;530
Zierikzee;KD52;;jhr.mr. J.F. Schuurbeque Boeye;226
Zierikzee;KD52;;mr. G.A. Fokker;40
Zierikzee;KD52;;mr. G. Groen van Prinsterer;28
Zierikzee;KD52;;C. Goekoop;16
Zuidhorn;KD69;Kiesgerechtigden;;1713
Zuidhorn;KD69;Opkomst;;442
Zuidhorn;KD69;AantalStembriefjes;;442
Zuidhorn;KD69;AantalGeldigeStemmen;;439
Zuidhorn;KD69;AantalBlancoStemmen;;2
Zuidhorn;KD69;;G. Reinders;411
Zutphen;KD19;Kiesgerechtigden;;2657
Zutphen;KD19;Opkomst;;1152
Zutphen;KD19;AantalStembriefjes;;1152
Zutphen;KD19;AantalGeldigeStemmen;;1133
Zutphen;KD19;AantalBlancoStemmen;;13
Zutphen;KD19;;mr. W.H. Dullert;821
Zutphen;KD19;;E.baron van Lynden;203
Zutphen;KD19;;E.L.baron van Voorst tot Voorst;76
Zwolle;KD12;Kiesgerechtigden;;3085
Zwolle;KD12;Opkomst;;1424
Zwolle;KD12;AantalStembriefjes;;1424
Zwolle;KD12;AantalGeldigeStemmen;;1416
Zwolle;KD12;AantalBlancoStemmen;;4
Zwolle;KD12;;mr. G.A.de Meester;514
Zwolle;KD12;;mr. G. Groen van Prinsterer;474
Zwolle;KD12;;mr. G.A. IJssel de Schepper;173
Zwolle;KD12;;mr. W.G. Hovy;172
Zwolle;KD12;;mr. A.van Naamen van Eemnes;70
