Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Assen;KD5;Kiesgerechtigden;;2213
Assen;KD5;AantalStembriefjes;;1040
Assen;KD5;Opkomst;;1039
Assen;KD5;AantalGeldigeStemmen;;1029
Assen;KD5;AantalBlancoStemmen;;6
Assen;KD5;;mr. H.J. Smidt;581
Assen;KD5;;A. Roelink;240
Assen;KD5;;mr. B.J. Gratama;113
Assen;KD5;;jhr. W.A.van der Feltz;48
Assen;KD5;;mr. P.van der Veen;23
Dordrecht;KD42;Kiesgerechtigden;;2067
Dordrecht;KD42;Opkomst;;1394
Dordrecht;KD42;AantalStembriefjes;;1394
Dordrecht;KD42;AantalGeldigeStemmen;;1378
Dordrecht;KD42;AantalBlancoStemmen;;13
Dordrecht;KD42;;J.P. Bredius;767
Dordrecht;KD42;;mr. J.W. Gefken;397
Dordrecht;KD42;;mr. G.A.de Raadt;204
