Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amsterdam;KD72;Kiesgerechtigden;;4760
Amsterdam;KD72;Opkomst;;1532
Amsterdam;KD72;AantalStembriefjes;;1530
Amsterdam;KD72;AantalGeldigeStemmen;;1518
Amsterdam;KD72;AantalBlancoStemmen;;12
Amsterdam;KD72;;mr. J.P.R. Tak van Poortvliet;952
Amsterdam;KD72;;A.M.J. Henrichs;420
Amsterdam;KD72;;H.W.van Marle;125
Leiden;KD38;Kiesgerechtigden;;2794
Leiden;KD38;AantalStembriefjes;;1682
Leiden;KD38;Opkomst;;1681
Leiden;KD38;AantalGeldigeStemmen;;1666
Leiden;KD38;AantalBlancoStemmen;;14
Leiden;KD38;;J.H. Donner;1021
Leiden;KD38;;W. Rooseboom;462
Leiden;KD38;;jhr.mr. E.van den Berch van Heemstede;142
Leiden;KD38;;R.G.S.baron van Rhemen tot Rhemenshuizen;31
