Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Middelburg;KD51;Kiesgerechtigden;;2697
Middelburg;KD51;Opkomst;;2358
Middelburg;KD51;AantalStembriefjes;;2358
Middelburg;KD51;AantalGeldigeStemmen;;2338
Middelburg;KD51;AantalBlancoStemmen;;13
Middelburg;KD51;;mr. P.C.'t Hooft;1228
Middelburg;KD51;;H.J. Bool;1109
Sneek;KD10;Kiesgerechtigden;;4673
Sneek;KD10;Opkomst;;3895
Sneek;KD10;AantalStembriefjes;;3894
Sneek;KD10;AantalGeldigeStemmen;;3875
Sneek;KD10;AantalBlancoStemmen;;12
Sneek;KD10;;A. Buma;1966
Sneek;KD10;;W.M. Oppedijk;1904
