Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;4779
Alkmaar;KD34;Opkomst;;3124
Alkmaar;KD34;AantalStembriefjes;;3124
Alkmaar;KD34;AantalGeldigeStemmen;;3099
Alkmaar;KD34;AantalBlancoStemmen;;21
Alkmaar;KD34;;A.P.de Lange;1961
Alkmaar;KD34;;mr. H.J. Smidt;1075
Alkmaar;KD34;;mr. J.P. Kraakman;48
Utrecht;KD25;Kiesgerechtigden;;4384
Utrecht;KD25;Opkomst;;2254
Utrecht;KD25;AantalStembriefjes;;2254
Utrecht;KD25;AantalGeldigeStemmen;;2204
Utrecht;KD25;AantalBlancoStemmen;;48
Utrecht;KD25;;jhr.mr. A.P.C.van Karnebeek;1284
Utrecht;KD25;;A.L.W. Seijffardt;617
Utrecht;KD25;;J.H.de Waal Malefijt;274
