Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Almelo;KD15;Kiesgerechtigden;;1938
Almelo;KD15;AantalStembriefjes;;1092
Almelo;KD15;Opkomst;;1091
Almelo;KD15;AantalGeldigeStemmen;;1083
Almelo;KD15;AantalBlancoStemmen;;3
Almelo;KD15;;mr. H.van Loghem;447
Almelo;KD15;;mr. B. Brouwer;341
Almelo;KD15;;mr. P.A.S.van Limburg Brouwer;268
Arnhem;KD17;Kiesgerechtigden;;2853
Arnhem;KD17;Opkomst;;1592
Arnhem;KD17;AantalStembriefjes;;1591
Arnhem;KD17;AantalGeldigeStemmen;;1579
Arnhem;KD17;AantalBlancoStemmen;;12
Arnhem;KD17;;mr. G. Groen van Prinsterer;1021
Arnhem;KD17;;mr. P.C.baron van Nahuijs;382
Arnhem;KD17;;mr. J.J.A.A.baron van Pallandt van Westervoort;125
Arnhem;KD17;;mr. W.G.baron van Brantsen van de Zijp;29
