Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amsterdam VI;KD112;Kiesgerechtigden;;5040
Amsterdam VI;KD112;Opkomst;;2570
Amsterdam VI;KD112;AantalStembriefjes;;2570
Amsterdam VI;KD112;AantalGeldigeStemmen;;2550
Amsterdam VI;KD112;AantalBlancoStemmen;;20
Amsterdam VI;KD112;;mr. Th. Heemskerk;1225
Amsterdam VI;KD112;;W.J. Geertsema;1225
Enschede;KD16;Kiesgerechtigden;;8778
Enschede;KD16;Opkomst;;8307
Enschede;KD16;AantalStembriefjes;;8307
Enschede;KD16;AantalGeldigeStemmen;;8210
Enschede;KD16;AantalBlancoStemmen;;97
Enschede;KD16;;H.H.van Kol;4333
Enschede;KD16;;J.H.ter Veer;3877
