Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Groningen;KD1;Kiesgerechtigden;;1463
Groningen;KD1;Opkomst;;753
Groningen;KD1;AantalStembriefjes;;753
Groningen;KD1;AantalGeldigeStemmen;;752
Groningen;KD1;AantalBlancoStemmen;;1
Groningen;KD1;;mr. J.R. Thorbecke;520
Groningen;KD1;;jhr.mr. O.Q.J.J.van Swinderen;116
Groningen;KD1;;J.D.van Herwerden;48
Groningen;KD1;;mr. D.R. Wijckerheld Bisdom;45
Zutphen;KD19;Kiesgerechtigden;;2763
Zutphen;KD19;Opkomst;;1621
Zutphen;KD19;AantalStembriefjes;;1621
Zutphen;KD19;AantalGeldigeStemmen;;1600
Zutphen;KD19;AantalBlancoStemmen;;15
Zutphen;KD19;;mr. J.R. Thorbecke;905
Zutphen;KD19;;mr. H.J. Swaving;349
Zutphen;KD19;;L.A.F.H.baron van Heeckeren;224
Zutphen;KD19;;mr. L.W.C. Keuchenius;81
