Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Hoogezand;KD107;Opkomst;;5493
Hoogezand;KD107;AantalStembriefjes;;5493
Hoogezand;KD107;AantalGeldigeStemmen;;5440
Hoogezand;KD107;AantalBlancoStemmen;;53
Hoogezand;KD107;;mr. P. Rink;2887
Hoogezand;KD107;;K.ter Laan;2553
Hoorn;KD35;Kiesgerechtigden;;8145
Hoorn;KD35;Opkomst;;7000
Hoorn;KD35;AantalStembriefjes;;7000
Hoorn;KD35;AantalGeldigeStemmen;;6956
Hoorn;KD35;AantalBlancoStemmen;;44
Hoorn;KD35;;P.B.J. Ferf;4561
Hoorn;KD35;;C.D. Wesseling;2395
Leeuwarden;KD7;Kiesgerechtigden;;8026
Leeuwarden;KD7;Opkomst;;6455
Leeuwarden;KD7;AantalStembriefjes;;6455
Leeuwarden;KD7;AantalGeldigeStemmen;;6414
Leeuwarden;KD7;AantalBlancoStemmen;;41
Leeuwarden;KD7;;L.W.J.K. Thomson;3674
Leeuwarden;KD7;;mr. P.J. Troelstra;2740
Lochem;KD86;Kiesgerechtigden;;9406
Lochem;KD86;Opkomst;;7714
Lochem;KD86;AantalStembriefjes;;7714
Lochem;KD86;AantalGeldigeStemmen;;7570
Lochem;KD86;AantalBlancoStemmen;;144
Lochem;KD86;;mr. G. Jannink;4049
Lochem;KD86;;mr. A.baron van Heeckeren van Kell;3551
Rotterdam I;KD46;Kiesgerechtigden;;10111
Rotterdam I;KD46;Opkomst;;7854
Rotterdam I;KD46;AantalStembriefjes;;7854
Rotterdam I;KD46;AantalGeldigeStemmen;;7767
Rotterdam I;KD46;AantalBlancoStemmen;;87
Rotterdam I;KD46;;mr. H. Goeman Borgesius;3911
Rotterdam I;KD46;;jhr.mr. D.J.de Geer;3856
Rotterdam II;KD47;Kiesgerechtigden;;10761
Rotterdam II;KD47;Opkomst;;9026
Rotterdam II;KD47;AantalStembriefjes;;9026
Rotterdam II;KD47;AantalGeldigeStemmen;;8946
Rotterdam II;KD47;AantalBlancoStemmen;;80
Rotterdam II;KD47;;D.de Klerk;4508
Rotterdam II;KD47;;dr. W.B.van Staveren;4438
Rotterdam III;KD116;Kiesgerechtigden;;5628
Rotterdam III;KD116;Opkomst;;4690
Rotterdam III;KD116;AantalStembriefjes;;4690
Rotterdam III;KD116;AantalGeldigeStemmen;;4650
Rotterdam III;KD116;AantalBlancoStemmen;;40
Rotterdam III;KD116;;J.B. Verhey;2539
Rotterdam III;KD116;;mr. J.A. Loeff;2111
Rotterdam IV;KD117;Kiesgerechtigden;;12488
Rotterdam IV;KD117;Opkomst;;9611
Rotterdam IV;KD117;AantalStembriefjes;;9611
Rotterdam IV;KD117;AantalGeldigeStemmen;;9499
Rotterdam IV;KD117;AantalBlancoStemmen;;112
Rotterdam IV;KD117;;J.F. Heemskerk;5029
Rotterdam IV;KD117;;A. Plate;4470
Rotterdam V;KD118;Kiesgerechtigden;;7577
Rotterdam V;KD118;Opkomst;;5819
Rotterdam V;KD118;AantalStembriefjes;;5819
Rotterdam V;KD118;AantalGeldigeStemmen;;5772
Rotterdam V;KD118;AantalBlancoStemmen;;47
Rotterdam V;KD118;;mr. A.de Jong;3115
Rotterdam V;KD118;;mr. E.E.van Raalte;2657
Schoterland;KD81;Kiesgerechtigden;;6707
Schoterland;KD81;Opkomst;;4701
Schoterland;KD81;AantalStembriefjes;;4701
Schoterland;KD81;AantalGeldigeStemmen;;4690
Schoterland;KD81;AantalBlancoStemmen;;11
Schoterland;KD81;;mr. T.H.de Meester;2565
Schoterland;KD81;;J.A. Bergmeyer;2125
's-Gravenhage I;KD43;Kiesgerechtigden;;10950
's-Gravenhage I;KD43;Opkomst;;8380
's-Gravenhage I;KD43;AantalStembriefjes;;8380
's-Gravenhage I;KD43;AantalGeldigeStemmen;;8286
's-Gravenhage I;KD43;AantalBlancoStemmen;;94
's-Gravenhage I;KD43;;K.ter Laan;4367
's-Gravenhage I;KD43;;J. Krap;3919
's-Gravenhage II;KD44;Kiesgerechtigden;;11494
's-Gravenhage II;KD44;Opkomst;;9190
's-Gravenhage II;KD44;AantalStembriefjes;;9190
's-Gravenhage II;KD44;AantalGeldigeStemmen;;9133
's-Gravenhage II;KD44;AantalBlancoStemmen;;57
's-Gravenhage II;KD44;;mr. W. Dolk;4719
's-Gravenhage II;KD44;;J.R. Snoeck Henkemans;4333
Utrecht I;KD110;Kiesgerechtigden;;8578
Utrecht I;KD110;Opkomst;;7456
Utrecht I;KD110;AantalStembriefjes;;7456
Utrecht I;KD110;AantalGeldigeStemmen;;7342
Utrecht I;KD110;AantalBlancoStemmen;;114
Utrecht I;KD110;;jhr.mr. A.P.C.van Karnebeek;3778
Utrecht I;KD110;;mr. H.J.H.baron van Boetzelaer;3564
Utrecht II;KD111;Kiesgerechtigden;;6662
Utrecht II;KD111;Opkomst;;5438
Utrecht II;KD111;AantalStembriefjes;;5438
Utrecht II;KD111;AantalGeldigeStemmen;;5351
Utrecht II;KD111;AantalBlancoStemmen;;87
Utrecht II;KD111;;J.S.F.van Hoogstraten;2992
Utrecht II;KD111;;jhr.mr. J. Roëll;2359
Veendam;KD78;Kiesgerechtigden;;8185
Veendam;KD78;Opkomst;;6092
Veendam;KD78;AantalStembriefjes;;6092
Veendam;KD78;AantalGeldigeStemmen;;6048
Veendam;KD78;AantalBlancoStemmen;;44
Veendam;KD78;;mr. E.A. Smidt;3826
Veendam;KD78;;F.G. Petersen;2222
Weststellingwerf;KD109;Kiesgerechtigden;;6849
Weststellingwerf;KD109;Opkomst;;5285
Weststellingwerf;KD109;AantalStembriefjes;;5285
Weststellingwerf;KD109;AantalGeldigeStemmen;;5226
Weststellingwerf;KD109;AantalBlancoStemmen;;59
Weststellingwerf;KD109;;F.W.N. Hugenholtz;2897
Weststellingwerf;KD109;;H.C. Hogerzeil;2329
Winschoten;KD4;Kiesgerechtigden;;7175
Winschoten;KD4;Opkomst;;4602
Winschoten;KD4;AantalStembriefjes;;4602
Winschoten;KD4;AantalGeldigeStemmen;;4559
Winschoten;KD4;AantalBlancoStemmen;;43
Winschoten;KD4;;dr. D. Bos;3309
Winschoten;KD4;;J.F. Heemskerk;1250
Zaandam;KD37;Kiesgerechtigden;;10269
Zaandam;KD37;Opkomst;;8244
Zaandam;KD37;AantalStembriefjes;;8244
Zaandam;KD37;AantalGeldigeStemmen;;8171
Zaandam;KD37;AantalBlancoStemmen;;73
Zaandam;KD37;;J.E.W. Duijs;4158
Zaandam;KD37;;H.J.C.van Tienen;4013
Zuidhorn;KD69;Kiesgerechtigden;;8647
Zuidhorn;KD69;Opkomst;;7812
Zuidhorn;KD69;AantalStembriefjes;;7812
Zuidhorn;KD69;AantalGeldigeStemmen;;7757
Zuidhorn;KD69;AantalBlancoStemmen;;55
Zuidhorn;KD69;;E.M. Teenstra;4154
Zuidhorn;KD69;;G. Hofstede;3603
Zutphen;KD19;Kiesgerechtigden;;8550
Zutphen;KD19;Opkomst;;7927
Zutphen;KD19;AantalStembriefjes;;7927
Zutphen;KD19;AantalGeldigeStemmen;;7874
Zutphen;KD19;AantalBlancoStemmen;;53
Zutphen;KD19;;F. Lieftinck;4140
Zutphen;KD19;;mr. A.baron van Heeckeren van Kell;3734
