Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Nijmegen;KD23;Kiesgerechtigden;;2574
Nijmegen;KD23;AantalStembriefjes;;1124
Nijmegen;KD23;Opkomst;;1121
Nijmegen;KD23;AantalGeldigeStemmen;;1094
Nijmegen;KD23;AantalBlancoStemmen;;29
Nijmegen;KD23;;jhr.mr. C.J.C.H.van Nispen tot Sevenaer;1044
's-Hertogenbosch;KD55;Kiesgerechtigden;;2833
's-Hertogenbosch;KD55;Opkomst;;1330
's-Hertogenbosch;KD55;AantalStembriefjes;;1330
's-Hertogenbosch;KD55;AantalGeldigeStemmen;;1317
's-Hertogenbosch;KD55;AantalBlancoStemmen;;9
's-Hertogenbosch;KD55;;P.G.J.van der Schrieck;1221
's-Hertogenbosch;KD55;;mr. P.F.van Cooth;78
Tiel;KD71;Kiesgerechtigden;;2988
Tiel;KD71;Opkomst;;1216
Tiel;KD71;AantalStembriefjes;;1216
Tiel;KD71;AantalGeldigeStemmen;;1097
Tiel;KD71;AantalBlancoStemmen;;115
Tiel;KD71;;mr. H.A. ridder van Rappard;1056
