Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amsterdam;KD72;Kiesgerechtigden;;5192
Amsterdam;KD72;Opkomst;;1955
Amsterdam;KD72;AantalStembriefjes;;1954
Amsterdam;KD72;AantalGeldigeStemmen;;1927
Amsterdam;KD72;AantalBlancoStemmen;;27
Amsterdam;KD72;;J. Dirks;787
Amsterdam;KD72;;H.W.van Marle;569
Amsterdam;KD72;;A. Gildemeester;483
