Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Leeuwarden;KD7;Kiesgerechtigden;;5366
Leeuwarden;KD7;Opkomst;;3704
Leeuwarden;KD7;AantalStembriefjes;;3704
Leeuwarden;KD7;AantalGeldigeStemmen;;3669
Leeuwarden;KD7;AantalBlancoStemmen;;35
Leeuwarden;KD7;;H. Pyttersen;1399
Leeuwarden;KD7;;W. Bax;1081
Leeuwarden;KD7;;W.C.van Munster;856
Leeuwarden;KD7;;Z. Middelkoop;333
Winschoten;KD4;Kiesgerechtigden;;6090
Winschoten;KD4;Opkomst;;3908
Winschoten;KD4;AantalStembriefjes;;3908
Winschoten;KD4;AantalGeldigeStemmen;;3875
Winschoten;KD4;AantalBlancoStemmen;;33
Winschoten;KD4;;B.L. Tijdens;1208
Winschoten;KD4;;H.H.van Kol;1181
Winschoten;KD4;;C.V. Gerritsen;1050
Winschoten;KD4;;P. Dijkhuis;436
