"","Regio","sub_election","Type","RegioCode","RegioUitslag","Kandidaat","AantalStemmen","main_election","Electoraat","Geldig","no_of_candidates","number","voteshare","politician","seats"
"761","Almelo",1866-11-13,"herstemming","KD15","","G.A. Vos de Wael",740,1866-10-30,1844,1627,4,3,"0.454824830977259","0",1
"9195","Utrecht",1866-06-26,"herstemming","KD25","","W.R. Boer",574,1866-06-12,2944,1214,2,2,"0.472817133443163","0",1
"6216","Leeuwarden",1866-06-12,"periodiek","KD7","","A. van Assen",681,1866-06-12,3063,1603,3,2,"0.424828446662508","0",1
"6202","Leeuwarden",1865-11-29,"herstemming","KD7","","A. van Assen",741,1864-06-14,3063,1561,2,2,"0.474695707879564","0",1
"11151","Winschoten",1864-08-02,"herstemming","KD4","","T. Borgesius",216,1864-06-14,1175,514,2,2,"0.420233463035019","0",1
"5186","Gouda",1864-06-14,"periodiek","KD40","","J.B.L. Wentholt",1001,1864-06-14,3414,2373,3,2,"0.421828908554572","0",1
"2284","Arnhem",1864-06-14,"periodiek","KD17","","J.F. Pringle",738,1864-06-14,2794,1781,2,2,"0.414373947220663","0",1
"9803","Zwolle",1864-04-05,"herstemming","KD12","","H.J.A. Raedt van Oldenbarnevelt",711,1862-06-10,3159,1689,2,2,"0.420959147424512","0",1
"8936","Tilburg",1864-02-03,"herstemming","KD57","","D. Mulder",858,1862-06-10,3081,1946,2,2,"0.440904419321686","0",1
"7176","Middelburg",1862-06-24,"herstemming","KD51","","W.P. Vis",566,1862-06-10,2556,1182,2,2,"0.478849407783418","0",1
"1040","Amersfoort",1862-06-24,"herstemming","KD26","","H. Verloren van Themaat",698,1862-06-10,2801,1671,2,2,"0.41771394374626","0",1
"1029","Amersfoort",1862-06-10,"periodiek","KD26","","H. Verloren van Themaat",527,1862-06-10,2801,1264,4,2,"0.416930379746835","0",NA
"6169","Leeuwarden",1860-10-30,"tussentijds","KD7","","J. Hessels Tacoma",786,1860-06-12,2946,1656,2,2,"0.47463768115942","0",1
"4863","Gorinchem",1860-06-26,"herstemming","KD41","","A.J. Korteweg",805,1860-06-12,2868,1690,2,2,"0.476331360946746","0",1
"8397","Sneek",1860-06-12,"periodiek","KD10","","L. Britzel",378,1860-06-12,2759,850,2,2,"0.444705882352941","0",1
"6162","Leeuwarden",1860-06-12,"periodiek","KD7","","J. Hessels Tacoma",500,1860-06-12,2946,1039,2,2,"0.481231953801732","0",NA
"4857","Gorinchem",1860-06-12,"periodiek","KD41","","A.J. Korteweg",641,1860-06-12,2868,1592,3,1,"0.402638190954774","0",NA
"3040","Delft",1860-06-12,"periodiek","KD45","","H.G.C.L. Janssens",606,1860-06-12,2859,1404,3,2,"0.431623931623932","0",NA
