Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Breda;KD61;Kiesgerechtigden;;3326
Breda;KD61;Opkomst;;2753
Breda;KD61;AantalStembriefjes;;2753
Breda;KD61;AantalGeldigeStemmen;;2743
Breda;KD61;AantalBlancoStemmen;;9
Breda;KD61;;mr. L.P.M.H.baron van Michiels van Verduynen;1945
Breda;KD61;;mr. P.F.van Cooth;596
Breda;KD61;;F. Rikkers;142
Breda;KD61;;J.F.de Booij;53
Druten;KD88;Kiesgerechtigden;;2947
Druten;KD88;Opkomst;;1886
Druten;KD88;AantalStembriefjes;;1886
Druten;KD88;AantalGeldigeStemmen;;1863
Druten;KD88;AantalBlancoStemmen;;18
Druten;KD88;;mr. J.A.N. Travaglino;1501
Druten;KD88;;mr. M. Tydeman jr.;216
Druten;KD88;;A.C.J. Dericks;49
Druten;KD88;;jhr.mr. G.J.T. Beelaerts van Blokland;45
Steenwijk;KD70;Kiesgerechtigden;;2900
Steenwijk;KD70;Opkomst;;2598
Steenwijk;KD70;AantalStembriefjes;;2598
Steenwijk;KD70;AantalGeldigeStemmen;;2589
Steenwijk;KD70;AantalBlancoStemmen;;6
Steenwijk;KD70;;jhr.mr. G.J.T. Beelaerts van Blokland;1400
Steenwijk;KD70;;mr. W.H.de Beaufort;1184
