Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
's-Gravenhage;KD74;Kiesgerechtigden;;2237
's-Gravenhage;KD74;Opkomst;;1479
's-Gravenhage;KD74;AantalStembriefjes;;1479
's-Gravenhage;KD74;AantalGeldigeStemmen;;1463
's-Gravenhage;KD74;AantalBlancoStemmen;;13
's-Gravenhage;KD74;;jhr. F.de Casembroot;901
's-Gravenhage;KD74;;mr. J. Kappeyne van de Coppello;529
's-Hertogenbosch;KD55;Kiesgerechtigden;;2920
's-Hertogenbosch;KD55;Opkomst;;1114
's-Hertogenbosch;KD55;AantalStembriefjes;;1114
's-Hertogenbosch;KD55;AantalGeldigeStemmen;;1092
's-Hertogenbosch;KD55;AantalBlancoStemmen;;21
's-Hertogenbosch;KD55;;mr. A.F.X. Luyben;1033
's-Hertogenbosch;KD55;;mr. B. Donker Curtius;38
Sneek;KD10;Kiesgerechtigden;;2958
Sneek;KD10;Opkomst;;1753
Sneek;KD10;AantalStembriefjes;;1753
Sneek;KD10;AantalGeldigeStemmen;;1733
Sneek;KD10;AantalBlancoStemmen;;8
Sneek;KD10;;A. Moens;905
Sneek;KD10;;mr. G. Groen van Prinsterer;505
Sneek;KD10;;jhr. J.A. Lycklama à Nijeholt;296
Tiel;KD71;Kiesgerechtigden;;1627
Tiel;KD71;AantalStembriefjes;;895
Tiel;KD71;Opkomst;;893
Tiel;KD71;AantalGeldigeStemmen;;887
Tiel;KD71;AantalBlancoStemmen;;6
Tiel;KD71;;mr. W.F.C.van Lidt de Jeude;736
Tiel;KD71;;J.J. Hasselman;133
Tilburg;KD57;Kiesgerechtigden;;3095
Tilburg;KD57;Opkomst;;944
Tilburg;KD57;AantalStembriefjes;;944
Tilburg;KD57;AantalGeldigeStemmen;;930
Tilburg;KD57;AantalBlancoStemmen;;13
Tilburg;KD57;;mr. F.J. Jespers;803
Tilburg;KD57;;mr. L.W.C. Keuchenius;79
Utrecht;KD25;Kiesgerechtigden;;2944
Utrecht;KD25;AantalStembriefjes;;1742
Utrecht;KD25;Opkomst;;1741
Utrecht;KD25;AantalGeldigeStemmen;;1718
Utrecht;KD25;AantalBlancoStemmen;;1
Utrecht;KD25;;mr. N.P.J. Kien;521
Utrecht;KD25;;mr. W.R. Boer;417
Utrecht;KD25;;mr. C.T.graaf van Lynden van Sandenburg;401
Utrecht;KD25;;mr. B.G.A. Pabst;350
Winschoten;KD4;Kiesgerechtigden;;1156
Winschoten;KD4;AantalStembriefjes;;346
Winschoten;KD4;Opkomst;;345
Winschoten;KD4;AantalGeldigeStemmen;;343
Winschoten;KD4;AantalBlancoStemmen;;3
Winschoten;KD4;;dr. W.J.A. Jonckbloet;306
Winschoten;KD4;;mr. G. Groen van Prinsterer;17
Zierikzee;KD52;Kiesgerechtigden;;1288
Zierikzee;KD52;Opkomst;;931
Zierikzee;KD52;AantalStembriefjes;;931
Zierikzee;KD52;AantalGeldigeStemmen;;904
Zierikzee;KD52;AantalBlancoStemmen;;9
Zierikzee;KD52;;J.J.van Kerkwijk;754
Zierikzee;KD52;;jhr.mr. J.F. Schuurbeque Boeye;107
Zierikzee;KD52;;mr. P.P.van Bosse;23
Zuidhorn;KD69;Kiesgerechtigden;;1341
Zuidhorn;KD69;AantalStembriefjes;;468
Zuidhorn;KD69;Opkomst;;467
Zuidhorn;KD69;AantalGeldigeStemmen;;465
Zuidhorn;KD69;AantalBlancoStemmen;;0
Zuidhorn;KD69;;G. Reinders;267
Zuidhorn;KD69;;mr. G. Groen van Prinsterer;119
Zuidhorn;KD69;;mr. J.H. Geertsema;55
Zutphen;KD19;Kiesgerechtigden;;2763
Zutphen;KD19;Opkomst;;1289
Zutphen;KD19;AantalStembriefjes;;1289
Zutphen;KD19;AantalGeldigeStemmen;;1261
Zutphen;KD19;AantalBlancoStemmen;;24
Zutphen;KD19;;mr. W.H. Dullert;965
Zutphen;KD19;;mr. G. Groen van Prinsterer;209
Zutphen;KD19;;mr. F.R. Pennink;36
Zwolle;KD12;Kiesgerechtigden;;2701
Zwolle;KD12;AantalStembriefjes;;1785
Zwolle;KD12;Opkomst;;1784
Zwolle;KD12;AantalGeldigeStemmen;;1759
Zwolle;KD12;AantalBlancoStemmen;;9
Zwolle;KD12;;mr. G.A. IJssel de Schepper;1108
Zwolle;KD12;;mr. G. Groen van Prinsterer;624
