Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Gorinchem;KD41;Kiesgerechtigden;;3654
Gorinchem;KD41;Opkomst;;1688
Gorinchem;KD41;AantalStembriefjes;;1688
Gorinchem;KD41;AantalGeldigeStemmen;;1601
Gorinchem;KD41;AantalBlancoStemmen;;81
Gorinchem;KD41;;jhr.mr. M.A.de Savornin Lohman;1127
Gorinchem;KD41;;J.A.A. Waldorp;389
Gorinchem;KD41;;J.J.van Tienhoven van den Boogaard;85
