Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Assen;KD5;Kiesgerechtigden;;2675
Assen;KD5;Opkomst;;1102
Assen;KD5;AantalStembriefjes;;1102
Assen;KD5;AantalGeldigeStemmen;;1090
Assen;KD5;AantalBlancoStemmen;;8
Assen;KD5;;jhr. W.A.van der Feltz;518
Assen;KD5;;mr. J.W.J.baron van Vos van Steenwijk;333
Assen;KD5;;mr. J.D. Dibbits;115
Assen;KD5;;jhr.mr. A.F.de Savornin Lohman;101
Haarlem;KD33;Kiesgerechtigden;;2739
Haarlem;KD33;Opkomst;;1178
Haarlem;KD33;AantalStembriefjes;;1178
Haarlem;KD33;AantalGeldigeStemmen;;1137
Haarlem;KD33;AantalBlancoStemmen;;36
Haarlem;KD33;;W.de Meyier;785
Haarlem;KD33;;mr. M.J.van Lennep;160
Haarlem;KD33;;mr. A. Kerdijk;89
Leeuwarden;KD7;Kiesgerechtigden;;3184
Leeuwarden;KD7;Opkomst;;1639
Leeuwarden;KD7;AantalStembriefjes;;1639
Leeuwarden;KD7;AantalGeldigeStemmen;;1625
Leeuwarden;KD7;AantalBlancoStemmen;;9
Leeuwarden;KD7;;J.K.H.de Roo van Alderwerelt;1079
Leeuwarden;KD7;;mr. A. Kerdijk;288
Leeuwarden;KD7;;jhr.mr. A.F.de Savornin Lohman;240
Zutphen;KD19;Kiesgerechtigden;;3308
Zutphen;KD19;Opkomst;;2692
Zutphen;KD19;AantalStembriefjes;;2692
Zutphen;KD19;AantalGeldigeStemmen;;2669
Zutphen;KD19;AantalBlancoStemmen;;16
Zutphen;KD19;;mr. C.J. Sickesz;1403
Zutphen;KD19;;A.baron van Schimmelpenninck van der Oye;1262
