Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Zierikzee;KD52;Kiesgerechtigden;;1393
Zierikzee;KD52;AantalStembriefjes;;1149
Zierikzee;KD52;Opkomst;;1148
Zierikzee;KD52;AantalGeldigeStemmen;;1124
Zierikzee;KD52;AantalBlancoStemmen;;11
Zierikzee;KD52;;J.J.van Kerkwijk;341
Zierikzee;KD52;;jhr.mr. J.F. Schuurbeque Boeye;303
Zierikzee;KD52;;C. Goekoop;119
Zierikzee;KD52;;W.F.del Campo;117
Zierikzee;KD52;;mr. J.E.van den Broek;74
Zierikzee;KD52;;O.baron van Wassenaer van Catwijck;74
Zierikzee;KD52;;mr. D.van Weel;57
