Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;11523
Alkmaar;KD34;Opkomst;;10732
Alkmaar;KD34;AantalStembriefjes;;10732
Alkmaar;KD34;AantalGeldigeStemmen;;10688
Alkmaar;KD34;AantalBlancoStemmen;;44
Alkmaar;KD34;;jhr.mr. P.van Foreest;6144
Alkmaar;KD34;;J.R. Snoeck Henkemans;4544
Amersfoort;KD26;Kiesgerechtigden;;12193
Amersfoort;KD26;Opkomst;;11639
Amersfoort;KD26;AantalStembriefjes;;11639
Amersfoort;KD26;AantalGeldigeStemmen;;11586
Amersfoort;KD26;AantalBlancoStemmen;;53
Amersfoort;KD26;;mr. W.H.de Beaufort;5950
Amersfoort;KD26;;jhr.mr. H.W.van Asch van Wijck;5636
Amsterdam I;KD28;Kiesgerechtigden;;5184
Amsterdam I;KD28;Opkomst;;3819
Amsterdam I;KD28;AantalStembriefjes;;3819
Amsterdam I;KD28;AantalGeldigeStemmen;;3794
Amsterdam I;KD28;AantalBlancoStemmen;;25
Amsterdam I;KD28;;dr. H.F.R. Hubrecht;2583
Amsterdam I;KD28;;J.W. Smit;1211
Amsterdam II;KD29;Kiesgerechtigden;;5041
Amsterdam II;KD29;Opkomst;;3695
Amsterdam II;KD29;AantalStembriefjes;;3695
Amsterdam II;KD29;AantalGeldigeStemmen;;3647
Amsterdam II;KD29;AantalBlancoStemmen;;48
Amsterdam II;KD29;;mr. M. Mendels;2347
Amsterdam II;KD29;;J.R. Snoeck Henkemans;1300
Amsterdam IX;KD115;Kiesgerechtigden;;22557
Amsterdam IX;KD115;Opkomst;;17295
Amsterdam IX;KD115;AantalStembriefjes;;17295
Amsterdam IX;KD115;AantalGeldigeStemmen;;17187
Amsterdam IX;KD115;AantalBlancoStemmen;;108
Amsterdam IX;KD115;;W.H. Vliegen;11038
Amsterdam IX;KD115;;mr. V.H. Rutgers;6149
Amsterdam V;KD32;Kiesgerechtigden;;16136
Amsterdam V;KD32;Opkomst;;10694
Amsterdam V;KD32;AantalStembriefjes;;10694
Amsterdam V;KD32;AantalGeldigeStemmen;;10565
Amsterdam V;KD32;AantalBlancoStemmen;;129
Amsterdam V;KD32;;T.M. Ketelaar;5812
Amsterdam V;KD32;;A.H. Gerhard;4753
Amsterdam VII;KD113;Kiesgerechtigden;;5237
Amsterdam VII;KD113;Opkomst;;4443
Amsterdam VII;KD113;AantalStembriefjes;;4443
Amsterdam VII;KD113;AantalGeldigeStemmen;;4417
Amsterdam VII;KD113;AantalBlancoStemmen;;26
Amsterdam VII;KD113;;W. Boissevain;2555
Amsterdam VII;KD113;;G.A.A. Middelberg;1862
Amsterdam VIII;KD114;Kiesgerechtigden;;5641
Amsterdam VIII;KD114;Opkomst;;4607
Amsterdam VIII;KD114;AantalStembriefjes;;4607
Amsterdam VIII;KD114;AantalGeldigeStemmen;;4557
Amsterdam VIII;KD114;AantalBlancoStemmen;;50
