Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amsterdam VIII;KD114;;A.B. Kleerekoper;2450
Amsterdam VIII;KD114;;W.de Vlugt;2107
Apeldoorn;KD91;Kiesgerechtigden;;10830
Apeldoorn;KD91;Opkomst;;10157
Apeldoorn;KD91;AantalStembriefjes;;10157
Apeldoorn;KD91;AantalGeldigeStemmen;;10102
Apeldoorn;KD91;AantalBlancoStemmen;;55
Apeldoorn;KD91;;mr. W.K.F.P.graaf van Bylandt;5095
Apeldoorn;KD91;;J. Esmeijer;5007
Appingedam;KD3;Kiesgerechtigden;;9238
Appingedam;KD3;Opkomst;;7675
Appingedam;KD3;AantalStembriefjes;;7675
Appingedam;KD3;AantalGeldigeStemmen;;7619
Appingedam;KD3;AantalBlancoStemmen;;56
Appingedam;KD3;;J.H.A. Schaper;4495
Appingedam;KD3;;A. Zijlstra;3124
Arnhem;KD17;Kiesgerechtigden;;9044
Arnhem;KD17;Opkomst;;7917
Arnhem;KD17;AantalStembriefjes;;7917
Arnhem;KD17;AantalGeldigeStemmen;;7890
Arnhem;KD17;AantalBlancoStemmen;;27
Arnhem;KD17;;K. Eland;4852
Arnhem;KD17;;mr. J.A.de Wilde;3038
Bergen op Zoom;KD63;Kiesgerechtigden;;8759
Bergen op Zoom;KD63;Opkomst;;7733
Bergen op Zoom;KD63;AantalStembriefjes;;7733
Bergen op Zoom;KD63;AantalGeldigeStemmen;;7677
Bergen op Zoom;KD63;AantalBlancoStemmen;;56
Bergen op Zoom;KD63;;W.J.F. Juten;3940
Bergen op Zoom;KD63;;L.D.J.L.de Ram;3737
Beverwijk;KD95;Kiesgerechtigden;;15864
Beverwijk;KD95;Opkomst;;14914
Beverwijk;KD95;AantalStembriefjes;;14914
Beverwijk;KD95;AantalGeldigeStemmen;;14858
Beverwijk;KD95;AantalBlancoStemmen;;56
Beverwijk;KD95;;mr. L.N. Roodenburg;7885
Beverwijk;KD95;;W.C.J. Passtoors;6973
Brielle;KD50;Kiesgerechtigden;;8519
Brielle;KD50;Opkomst;;6920
Brielle;KD50;AantalStembriefjes;;6920
Brielle;KD50;AantalGeldigeStemmen;;6875
Brielle;KD50;AantalBlancoStemmen;;45
Brielle;KD50;;A. Roodhuyzen;4278
Brielle;KD50;;A. Colijn jr.;2597
Den Helder;KD94;Kiesgerechtigden;;9031
Den Helder;KD94;Opkomst;;6085
Den Helder;KD94;AantalStembriefjes;;6085
Den Helder;KD94;AantalGeldigeStemmen;;5995
Den Helder;KD94;AantalBlancoStemmen;;90
Den Helder;KD94;;mr. T.H.de Meester;3486
Den Helder;KD94;;C. Thomassen;2509
Dordrecht;KD42;Kiesgerechtigden;;9867
Dordrecht;KD42;Opkomst;;8441
Dordrecht;KD42;AantalStembriefjes;;8441
Dordrecht;KD42;AantalGeldigeStemmen;;8378
Dordrecht;KD42;AantalBlancoStemmen;;63
Dordrecht;KD42;;mr. M.M. Schim van der Loeff;4634
Dordrecht;KD42;;H.C. Hogerzeil;3744
Enschede;KD16;Kiesgerechtigden;;17895
Enschede;KD16;Opkomst;;17185
Enschede;KD16;AantalStembriefjes;;17185
Enschede;KD16;AantalGeldigeStemmen;;17087
Enschede;KD16;AantalBlancoStemmen;;98
Enschede;KD16;;J.W. Albarda;8836
Enschede;KD16;;G. Elhorst;8251
Franeker;KD11;Kiesgerechtigden;;8523
Franeker;KD11;Opkomst;;7559
Franeker;KD11;AantalStembriefjes;;7559
Franeker;KD11;AantalGeldigeStemmen;;7513
Franeker;KD11;AantalBlancoStemmen;;46
Franeker;KD11;;W.P.G. Helsdingen;4338
Franeker;KD11;;A. Colijn jr.;3175
Gorinchem;KD41;Kiesgerechtigden;;8944
Gorinchem;KD41;Opkomst;;8300
Gorinchem;KD41;AantalStembriefjes;;8300
Gorinchem;KD41;AantalGeldigeStemmen;;8248
Gorinchem;KD41;AantalBlancoStemmen;;52
Gorinchem;KD41;;mr. A.C. Visser van Yzendoorn;4262
Gorinchem;KD41;;mr. P.E. Briët;3987
Gouda;KD40;Kiesgerechtigden;;10711
Gouda;KD40;Opkomst;;9857
Gouda;KD40;AantalStembriefjes;;9857
Gouda;KD40;AantalGeldigeStemmen;;9785
Gouda;KD40;AantalBlancoStemmen;;72
Gouda;KD40;;jhr.mr. W.T.C.van Doorn;5411
Gouda;KD40;;mr. J.A.de Wilde;4374
Groningen;KD1;Kiesgerechtigden;;10452
Groningen;KD1;Opkomst;;7565
Groningen;KD1;AantalStembriefjes;;7565
Groningen;KD1;AantalGeldigeStemmen;;7499
Groningen;KD1;AantalBlancoStemmen;;66
Groningen;KD1;;dr. D. Bos;4171
Groningen;KD1;;mr. G.W. Sannes;3328
Haarlem;KD33;Kiesgerechtigden;;10974
Haarlem;KD33;Opkomst;;10078
Haarlem;KD33;AantalStembriefjes;;10078
Haarlem;KD33;AantalGeldigeStemmen;;10041
Haarlem;KD33;AantalBlancoStemmen;;37
Haarlem;KD33;;mr. D. Fock;5788
Haarlem;KD33;;jhr.mr. D.E.van Lennep;4253
Hoogezand;KD107;Kiesgerechtigden;;7594
Hoogezand;KD107;Opkomst;;5228
Hoogezand;KD107;AantalStembriefjes;;5228
Hoogezand;KD107;AantalGeldigeStemmen;;5167
Hoogezand;KD107;AantalBlancoStemmen;;61
Hoogezand;KD107;;H. Spiekman;2845
Hoogezand;KD107;;mr. P. Rink;2322
Hoorn;KD35;Kiesgerechtigden;;9070
Hoorn;KD35;Opkomst;;8112
Hoorn;KD35;AantalStembriefjes;;8112
Hoorn;KD35;AantalGeldigeStemmen;;8071
Hoorn;KD35;AantalBlancoStemmen;;41
Hoorn;KD35;;W.J.E.H.M.de Jong;5174
Hoorn;KD35;;C.D. Wesseling;2897
Kampen;KD13;Kiesgerechtigden;;8093
Kampen;KD13;Opkomst;;7671
Kampen;KD13;AantalStembriefjes;;7671
Kampen;KD13;AantalGeldigeStemmen;;7601
Kampen;KD13;AantalBlancoStemmen;;70
Kampen;KD13;;dr. E.J. Beumer;3877
Kampen;KD13;;J.C.de Gast;3724
Leeuwarden;KD7;Kiesgerechtigden;;9228
Leeuwarden;KD7;Opkomst;;6900
Leeuwarden;KD7;AantalStembriefjes;;6900
Leeuwarden;KD7;AantalGeldigeStemmen;;6853
Leeuwarden;KD7;AantalBlancoStemmen;;47
Leeuwarden;KD7;;mr. P.J. Troelstra;3851
Leeuwarden;KD7;;L.W.J.K. Thomson;3002
Leiden;KD38;Kiesgerechtigden;;7460
Leiden;KD38;Opkomst;;7037
Leiden;KD38;AantalStembriefjes;;7037
Leiden;KD38;AantalGeldigeStemmen;;6986
Leiden;KD38;AantalBlancoStemmen;;51
Leiden;KD38;;mr. J.E. Heeres;3539
Leiden;KD38;;mr. P.E. Briët;3447
Lochem;KD86;Kiesgerechtigden;;10519
Lochem;KD86;Opkomst;;9289
Lochem;KD86;AantalStembriefjes;;9289
Lochem;KD86;AantalGeldigeStemmen;;9217
Lochem;KD86;AantalBlancoStemmen;;72
Lochem;KD86;;mr. G. Jannink;5889
Lochem;KD86;;mr. A.baron van Heeckeren van Kell;3328
Middelburg;KD51;Kiesgerechtigden;;11293
Middelburg;KD51;Opkomst;;10671
Middelburg;KD51;AantalStembriefjes;;10671
Middelburg;KD51;AantalGeldigeStemmen;;10628
Middelburg;KD51;AantalBlancoStemmen;;43
Middelburg;KD51;;mr. E.E.van Raalte;5521
Middelburg;KD51;;J.H. Blum;5107
Ommen;KD85;Kiesgerechtigden;;10304
Ommen;KD85;Opkomst;;9631
Ommen;KD85;AantalStembriefjes;;9631
Ommen;KD85;AantalGeldigeStemmen;;9582
Ommen;KD85;AantalBlancoStemmen;;49
Ommen;KD85;;mr. C.J.A. Bichon van Ysselmonde;5078
Ommen;KD85;;dr. J.T.de Visser;4504
Ridderkerk;KD49;Kiesgerechtigden;;9083
Ridderkerk;KD49;Opkomst;;8772
Ridderkerk;KD49;AantalStembriefjes;;8772
Ridderkerk;KD49;AantalGeldigeStemmen;;8740
Ridderkerk;KD49;AantalBlancoStemmen;;32
Ridderkerk;KD49;;F.J.W. Drion;4407
Ridderkerk;KD49;;mr. A.P.R.C.baron van Borch van Verwolde;4333
Rotterdam I;KD46;Kiesgerechtigden;;12248
Rotterdam I;KD46;Opkomst;;10197
Rotterdam I;KD46;AantalStembriefjes;;10197
Rotterdam I;KD46;AantalGeldigeStemmen;;10104
Rotterdam I;KD46;AantalBlancoStemmen;;93
Rotterdam I;KD46;;H. Spiekman;5576
Rotterdam I;KD46;;B.J. Gerretson;4528
Rotterdam II;KD47;Kiesgerechtigden;;13625
Rotterdam II;KD47;Opkomst;;11589
Rotterdam II;KD47;AantalStembriefjes;;11589
Rotterdam II;KD47;AantalGeldigeStemmen;;11451
Rotterdam II;KD47;AantalBlancoStemmen;;138
Rotterdam II;KD47;;H. Spiekman;6129
Rotterdam II;KD47;;dr. W.B.van Staveren;5322
Rotterdam IV;KD117;Kiesgerechtigden;;17817
Rotterdam IV;KD117;Opkomst;;14501
Rotterdam IV;KD117;AantalStembriefjes;;14501
Rotterdam IV;KD117;AantalGeldigeStemmen;;14445
Rotterdam IV;KD117;AantalBlancoStemmen;;56
Rotterdam IV;KD117;;J.van Vollenhoven;8913
Rotterdam IV;KD117;;J.F. Heemskerk;5532
Rotterdam V;KD118;Kiesgerechtigden;;8828
Rotterdam V;KD118;Opkomst;;7240
Rotterdam V;KD118;AantalStembriefjes;;7240
Rotterdam V;KD118;AantalGeldigeStemmen;;7159
Rotterdam V;KD118;AantalBlancoStemmen;;81
Rotterdam V;KD118;;J.ter Laan;4011
Rotterdam V;KD118;;mr. A.de Jong;3148
Schoterland;KD81;Kiesgerechtigden;;7812
Schoterland;KD81;Opkomst;;5476
Schoterland;KD81;AantalStembriefjes;;5476
Schoterland;KD81;AantalGeldigeStemmen;;5446
Schoterland;KD81;AantalBlancoStemmen;;30
Schoterland;KD81;;mr. M. Mendels;3200
Schoterland;KD81;;mr. J. Limburg;2246
's-Gravenhage I;KD43;Kiesgerechtigden;;13029
's-Gravenhage I;KD43;Opkomst;;10562
's-Gravenhage I;KD43;AantalStembriefjes;;10562
's-Gravenhage I;KD43;AantalGeldigeStemmen;;10475
's-Gravenhage I;KD43;AantalBlancoStemmen;;87
's-Gravenhage I;KD43;;K.ter Laan;6329
's-Gravenhage I;KD43;;C. Smeenk;4146
's-Gravenhage II;KD44;Kiesgerechtigden;;13635
's-Gravenhage II;KD44;Opkomst;;11149
's-Gravenhage II;KD44;AantalStembriefjes;;11149
's-Gravenhage II;KD44;AantalGeldigeStemmen;;11106
's-Gravenhage II;KD44;AantalBlancoStemmen;;43
's-Gravenhage II;KD44;;mr. W. Dolk;6496
's-Gravenhage II;KD44;;J.R. Snoeck Henkemans;4610
Utrecht I;KD110;Kiesgerechtigden;;9767
Utrecht I;KD110;Opkomst;;8936
Utrecht I;KD110;AantalStembriefjes;;8936
Utrecht I;KD110;AantalGeldigeStemmen;;8883
Utrecht I;KD110;AantalBlancoStemmen;;53
Utrecht I;KD110;;mr.dr. J.H.W.Q.ter Spill;5138
Utrecht I;KD110;;W.C.baron van Roëll;3745
Utrecht II;KD111;Kiesgerechtigden;;8540
Utrecht II;KD111;Opkomst;;7973
Utrecht II;KD111;AantalStembriefjes;;7973
Utrecht II;KD111;AantalGeldigeStemmen;;7907
Utrecht II;KD111;AantalBlancoStemmen;;66
Utrecht II;KD111;;dr. J.van Leeuwen;4142
Utrecht II;KD111;;J.S.F.van Hoogstraten;3765
Veendam;KD78;Kiesgerechtigden;;9054
Veendam;KD78;Opkomst;;6175
Veendam;KD78;AantalStembriefjes;;6175
Veendam;KD78;AantalGeldigeStemmen;;6096
Veendam;KD78;AantalBlancoStemmen;;79
Veendam;KD78;;mr. G.W. Sannes;3472
Veendam;KD78;;H. Snijders;2624
Weststellingwerf;KD109;Kiesgerechtigden;;7878
Weststellingwerf;KD109;Opkomst;;5528
Weststellingwerf;KD109;AantalStembriefjes;;5528
Weststellingwerf;KD109;AantalGeldigeStemmen;;5483
Weststellingwerf;KD109;AantalBlancoStemmen;;45
Weststellingwerf;KD109;;F.W.N. Hugenholtz;2986
Weststellingwerf;KD109;;dr. P. Kohnstamm;2497
Winschoten;KD4;Kiesgerechtigden;;8016
Winschoten;KD4;Opkomst;;5745
Winschoten;KD4;AantalStembriefjes;;5745
Winschoten;KD4;AantalGeldigeStemmen;;5709
Winschoten;KD4;AantalBlancoStemmen;;36
Winschoten;KD4;;dr. D. Bos;3172
Winschoten;KD4;;L.M. Hermans;2537
Zaandam;KD37;Kiesgerechtigden;;12441
Zaandam;KD37;Opkomst;;9255
Zaandam;KD37;AantalStembriefjes;;9255
Zaandam;KD37;AantalGeldigeStemmen;;9150
Zaandam;KD37;AantalBlancoStemmen;;105
Zaandam;KD37;;J.E.W. Duijs;5495
Zaandam;KD37;;mr. J. Limburg;3655
Zuidhorn;KD69;Kiesgerechtigden;;9324
Zuidhorn;KD69;Opkomst;;8262
Zuidhorn;KD69;AantalStembriefjes;;8262
Zuidhorn;KD69;AantalGeldigeStemmen;;8227
Zuidhorn;KD69;AantalBlancoStemmen;;35
Zuidhorn;KD69;;E.M. Teenstra;4783
Zuidhorn;KD69;;A. Zijlstra;3444
Zutphen;KD19;Kiesgerechtigden;;9043
Zutphen;KD19;Opkomst;;8253
Zutphen;KD19;AantalStembriefjes;;8253
Zutphen;KD19;AantalGeldigeStemmen;;8172
Zutphen;KD19;AantalBlancoStemmen;;81
Zutphen;KD19;;F. Lieftinck;4927
Zutphen;KD19;;J.R. Snoeck Henkemans;3245
Zwolle;KD12;Kiesgerechtigden;;8889
Zwolle;KD12;Opkomst;;8516
Zwolle;KD12;AantalStembriefjes;;8516
Zwolle;KD12;AantalGeldigeStemmen;;8472
Zwolle;KD12;AantalBlancoStemmen;;44
Zwolle;KD12;;F.M. Knobel;4249
Zwolle;KD12;;A.baron van Dedem;4223
