Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Maastricht;KD64;Kiesgerechtigden;;2496
Maastricht;KD64;Opkomst;;1987
Maastricht;KD64;AantalStembriefjes;;1987
Maastricht;KD64;AantalGeldigeStemmen;;1946
Maastricht;KD64;AantalBlancoStemmen;;37
Maastricht;KD64;;C. Schreinemacher;639
Maastricht;KD64;;M.de Ras;534
Maastricht;KD64;;mr. G.A.A. Tripels;474
Maastricht;KD64;;G.L.D. Franquinet;294
Roermond;KD65;Kiesgerechtigden;;1918
Roermond;KD65;Opkomst;;1090
Roermond;KD65;AantalStembriefjes;;1090
Roermond;KD65;AantalGeldigeStemmen;;1005
Roermond;KD65;AantalBlancoStemmen;;68
Roermond;KD65;;jhr.mr. G.L.M.H. Ruijs van Beerenbroek;853
Roermond;KD65;;mr. L. Geradts;81
