Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Katwijk;KD96;Kiesgerechtigden;;4160
Katwijk;KD96;Opkomst;;3593
Katwijk;KD96;AantalStembriefjes;;3593
Katwijk;KD96;AantalGeldigeStemmen;;3553
Katwijk;KD96;AantalBlancoStemmen;;33
Katwijk;KD96;;J.H. Donner;1859
Katwijk;KD96;;mr. F.J.M.A. Reekers;1694
's-Gravenhage;KD74;Kiesgerechtigden;;8494
's-Gravenhage;KD74;Opkomst;;5887
's-Gravenhage;KD74;AantalStembriefjes;;5887
's-Gravenhage;KD74;AantalGeldigeStemmen;;5841
's-Gravenhage;KD74;AantalBlancoStemmen;;36
's-Gravenhage;KD74;;J.M. Pijnacker Hordijk;2922
's-Gravenhage;KD74;;mr. J.G.S. Bevers;2911
Sneek;KD10;Kiesgerechtigden;;3657
Sneek;KD10;Opkomst;;2448
Sneek;KD10;AantalStembriefjes;;2448
Sneek;KD10;AantalGeldigeStemmen;;2427
Sneek;KD10;AantalBlancoStemmen;;16
Sneek;KD10;;mr. Th. Heemskerk;1280
Sneek;KD10;;mr. J.A.van Gilse;1147
