Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amsterdam;KD72;Kiesgerechtigden;;22531
Amsterdam;KD72;Opkomst;;6103
Amsterdam;KD72;AantalStembriefjes;;6103
Amsterdam;KD72;AantalGeldigeStemmen;;6090
Amsterdam;KD72;AantalBlancoStemmen;;11
Amsterdam;KD72;;W.K.M. Vrolik;3322
Amsterdam;KD72;;P. Sträter;1020
Amsterdam;KD72;;mr. Th. Heemskerk;977
Amsterdam;KD72;;jhr. H. Tindal;745
Emmen;KD79;Kiesgerechtigden;;2057
Emmen;KD79;AantalStembriefjes;;1028
Emmen;KD79;Opkomst;;1027
Emmen;KD79;AantalGeldigeStemmen;;1025
Emmen;KD79;AantalBlancoStemmen;;1
Emmen;KD79;;dr. P.H. Roessingh;599
Emmen;KD79;;J.P. Havelaar;177
Emmen;KD79;;J.E. Scholten;136
Emmen;KD79;;W. Tijmes;107
Hoorn;KD35;Kiesgerechtigden;;4108
Hoorn;KD35;Opkomst;;2464
Hoorn;KD35;AantalStembriefjes;;2464
Hoorn;KD35;AantalGeldigeStemmen;;2453
Hoorn;KD35;AantalBlancoStemmen;;4
Hoorn;KD35;;P.B.J. Ferf;968
Hoorn;KD35;;mr. M.W.F. Treub;860
Hoorn;KD35;;mr. A.F. Vos de Wael;504
Hoorn;KD35;;P.van Vliet;91
