Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Amsterdam;KD72;Kiesgerechtigden;;4141
Amsterdam;KD72;Opkomst;;678
Amsterdam;KD72;AantalStembriefjes;;678
Amsterdam;KD72;AantalGeldigeStemmen;;670
Amsterdam;KD72;AantalBlancoStemmen;;8
Amsterdam;KD72;;mr. C.van Heukelom;481
Amsterdam;KD72;;S.W.J. Jitta;165
Tiel;KD71;Kiesgerechtigden;;3108
Tiel;KD71;AantalStembriefjes;;1494
Tiel;KD71;Opkomst;;1493
Tiel;KD71;AantalGeldigeStemmen;;1470
Tiel;KD71;AantalBlancoStemmen;;21
Tiel;KD71;;mr. W.H.de Beaufort;759
Tiel;KD71;;P.A.C.H.T.A. Werdmüller von Elgg;586
Tiel;KD71;;mr. W.baron van Goltstein;85
