Regio;RegioCode;RegioUitslag;Kandidaat;AantalStemmen
Alkmaar;KD34;Kiesgerechtigden;;7824
Alkmaar;KD34;Opkomst;;6856
Alkmaar;KD34;AantalStembriefjes;;6856
Alkmaar;KD34;AantalGeldigeStemmen;;6799
Alkmaar;KD34;AantalBlancoStemmen;;57
Alkmaar;KD34;;mr. E. Fokker;3888
Alkmaar;KD34;;N. Oosterbaan;2911
Amsterdam I;KD28;Kiesgerechtigden;;4771
Amsterdam I;KD28;Opkomst;;2796
Amsterdam I;KD28;AantalStembriefjes;;2796
Amsterdam I;KD28;AantalGeldigeStemmen;;2765
Amsterdam I;KD28;AantalBlancoStemmen;;31
Amsterdam I;KD28;;dr. H.F.R. Hubrecht;1696
Amsterdam I;KD28;;J.F.M. Sterck;1065
Amsterdam II;KD29;Kiesgerechtigden;;2475
Amsterdam II;KD29;Opkomst;;1737
Amsterdam II;KD29;AantalStembriefjes;;1737
Amsterdam II;KD29;AantalGeldigeStemmen;;1712
Amsterdam II;KD29;AantalBlancoStemmen;;25
Amsterdam II;KD29;;dr. J.T.de Visser;929
Amsterdam II;KD29;;H.F. Groen van Waarder;783
Amsterdam III;KD30;Kiesgerechtigden;;7122
Amsterdam III;KD30;Opkomst;;4671
Amsterdam III;KD30;AantalStembriefjes;;4671
Amsterdam III;KD30;AantalGeldigeStemmen;;4642
Amsterdam III;KD30;AantalBlancoStemmen;;29
Amsterdam III;KD30;;C.H.den Hertog;2531
Amsterdam III;KD30;;H. Polak;2111
Amsterdam IX;KD115;Kiesgerechtigden;;7935
Amsterdam IX;KD115;Opkomst;;4991
Amsterdam IX;KD115;AantalStembriefjes;;4991
Amsterdam IX;KD115;AantalGeldigeStemmen;;4928
Amsterdam IX;KD115;AantalBlancoStemmen;;63
Amsterdam IX;KD115;;dr. C. Lely;2870
Amsterdam IX;KD115;;H. Byleveld;2058
Amsterdam V;KD32;Kiesgerechtigden;;7840
Amsterdam V;KD32;Opkomst;;5788
Amsterdam V;KD32;AantalStembriefjes;;5788
Amsterdam V;KD32;AantalGeldigeStemmen;;5745
